SONAVORM,SAGEDUS_x,SAGEDUS_y
probleemkohtade,1,110.0
problemaatilise,1,205.0
problematiseerida,1,11.0
produkt,1,1104.0
ülemus,1,6952.0
produtseerime,1,27.0
professionaalne,1,15732.0
ülemjuhatajana,1,73.0
ülemjuhataja,1,1963.0
professionaalsesse,1,165.0
profülaktiline,1,398.0
professionaalset,1,6103.0
professionaalsete,1,4325.0
ülemistel,1,992.0
üleminekuühiskondi,1,4.0
professionaliseerub,1,4.0
professoritest,1,117.0
professuure,1,7.0
profid,1,1762.0
üleminekuga,1,2152.0
üleminekud,1,1455.0
üleminek,1,13848.0
ülemaks,1,1728.0
profiiliga,1,3571.0
profileerida,1,129.0
pressiesindaja,1,29717.0
pressida,1,4435.0
porises,1,327.0
postidele,1,479.0
postmodernismi,1,562.0
postkontorites,1,314.0
postkommunistlik,1,52.0
postkaardi,1,1052.0
ülikoolides,1,4678.0
postiljon,1,1227.0
post-jfk,1,0.0
požarski,1,28.0
post,1,22146.0
poslanie,1,0.0
ülikoolist,1,9106.0
ülikooliõpinguid,1,182.0
positsioonile,1,5474.0
positsioonil,1,12878.0
ülikiire,1,2734.0
üliharva,1,1455.0
poststrukturalismi,1,40.0
posttraumaatilisele,1,7.0
üliettevaatlik,1,88.0
postuleerisid,1,8.0
üliefektiivsel,1,1.0
potentsiaalne,1,4664.0
potentsiaalse,1,3819.0
potentsiaalsed,1,3305.0
potentsiaalseid,1,2799.0
üliagarad,1,53.0
potentsiaalsemad,1,26.0
potentsiaalsesse,1,56.0
potentsiaalset,1,2514.0
potentsiaalsete,1,3739.0
üliaeglased,1,21.0
ülikõrge,1,963.0
ülilihtne,1,1146.0
ülilühikesed,1,43.0
positiivse,1,35075.0
porno,1,3499.0
pornojutte,1,8.0
pornopilt,1,9.0
portfelli,1,7918.0
üliõpilaspäevade,1,17.0
portfellis,1,2549.0
üliõpilasena,1,782.0
portnov,1,20.0
portnovi,1,4.0
portreesid,1,800.0
portsu,1,4263.0
poseeris,1,1193.0
posijad,1,120.0
ülivähe,1,725.0
positiivsed,1,13706.0
ülim,1,6649.0
positiivseid,1,16860.0
ülistada,1,758.0
ülirikkalike,1,5.0
positiivsesse,1,268.0
positiivsest,1,2908.0
positiivset,1,26561.0
positsioneerib,1,295.0
üliolulised,1,1228.0
ülioluline,1,6967.0
üliohtlikud,1,70.0
ülimust,1,56.0
ülimuslikud,1,351.0
ülimuse,1,22.0
ülima,1,4179.0
potikillud,1,65.0
ppa,1,11373.0
presiidiumi,1,1697.0
preemiaga,1,1405.0
preemiasaajad,1,48.0
preemiaringi,1,0.0
ületava,1,1031.0
ületavad,1,5714.0
ületoodetud,1,44.0
preemial,1,23.0
ületsiviliseeritud,1,0.0
pr,1,7067.0
preemiaarhitektuuriks,1,0.0
ületõlgendatud,1,0.0
praxise,1,1594.0
praxis,1,1662.0
ülevaade,1,52620.0
prantsusmaalt,1,5298.0
ületatud,1,4350.0
ületatava,1,20.0
ületamise,1,3162.0
ületama,1,3913.0
ületades,1,4401.0
preestrid,1,1981.0
ülesöömine,1,449.0
ülesvõtmiseni,1,6.0
preili,1,9305.0
preilid,1,479.0
ülestõuse,1,125.0
presidendil,1,3349.0
presidenditoolile,1,112.0
presidendivalimistel,1,3419.0
ülestõstetud,1,530.0
ülestähendused,1,497.0
presiidium,1,460.0
ülevaatamist,1,1386.0
ülevaate,1,61037.0
prantslasi,1,867.0
praht,1,1863.0
pr-meeskonnad,1,4.0
pr-projekte,1,4.0
pr-teenust,1,3.0
praadima,1,590.0
praagitud,1,161.0
praak,1,1615.0
praaktooted,1,12.0
praeahju,1,573.0
praemium,1,13.0
pragmatism,1,238.0
pragmatismiga,1,18.0
pragrahv,1,7.0
prahiuputust,1,0.0
prahivedajad,1,0.0
prahti,1,2835.0
praktiseeritud,1,499.0
praktikakogemus,1,97.0
üleüldisest,1,454.0
üleüldise,1,2154.0
üleöö,1,9909.0
ülevõtmisega,1,458.0
ülevõetud,1,314.0
praktikat,1,7236.0
praktikatega,1,739.0
ülevusest,1,56.0
praktilise,1,14235.0
praktilised,1,10765.0
ülevaatust,1,2148.0
ülevaatuseks,1,469.0
praktilisi,1,11857.0
õpetusele,1,836.0
õpetlasi,1,224.0
rannas,1,24175.0
võrsuva,1,45.0
rahapoti,1,14.0
võrreldi,1,2185.0
võrsuda,1,214.0
võrsus,1,303.0
rahapatakas,1,74.0
rahanduspoliitilisi,1,11.0
võrumaal,1,8550.0
rahandus,1,1077.0
rahandusministeeriumist,1,362.0
võsast,1,1842.0
võsastunud,1,772.0
rahanduskomisjoniga,1,49.0
rahanduskomisjoni,1,3071.0
rahanduskomisjon,1,1171.0
võrreldavalt,1,275.0
võrreldavad,1,4509.0
rahapuudusel,1,645.0
võrratule,1,148.0
samavõrra,1,2041.0
rahareformi,1,442.0
raharida,1,0.0
võrratu,1,8752.0
võrkpalli,1,9077.0
rahastab,1,5004.0
võrk,1,10327.0
rahastajalt,1,30.0
võrguühendused,1,76.0
võrguväljaandena,1,25.0
võrgustus,1,4.0
rahastamisalused,1,6.0
võrgustumist,1,103.0
rahandusest,1,185.0
võsaäär,1,0.0
ähvardanud,1,2706.0
rahaasjadest,1,321.0
võtmeülesanne,1,11.0
rahajuga,1,0.0
rahajagamist,1,49.0
rahajagajad,1,20.0
rahahulgast,1,17.0
rahaasju,1,994.0
rahaasjade,1,1705.0
võserik,1,36.0
rahaasjad,1,1432.0
võtsingi,1,1069.0
ragiseb,1,523.0
raginal,1,386.0
raevutse,1,4.0
võttagi,1,451.0
rahakotiga,1,1348.0
võtmevaldkonnale,1,12.0
rahakotil,1,347.0
võtmeteoses,1,1.0
rahakotist,1,2268.0
võtmesündmuste,1,12.0
rahaks,1,3078.0
rahakulu,1,489.0
rahaküsimisega,1,12.0
võtmepoliitika,1,0.0
võtmefiguurideks,1,7.0
võtetega,1,2271.0
võsukese,1,368.0
rahalises,1,1791.0
rahalisi,1,8390.0
võssakasvanud,1,147.0
rahamaiaste,1,3.0
võrgustumiseks,1,29.0
võrgustikud,1,1899.0
rahastamiseelistusi,1,0.0
rahuks,1,247.0
rahuldanud,1,2328.0
rahuldamine,1,1216.0
rahuldamata,1,5587.0
rahulda,1,2719.0
võrdsustab,1,271.0
võrdsustati,1,168.0
võrdsustu,1,16.0
rahastamiseks,1,4967.0
võrdsustub,1,140.0
rahuajast,1,19.0
rahuajal,1,902.0
rahuaja,1,587.0
rahuaegse,1,83.0
võrdsustuma,1,43.0
võrdsetes,1,1002.0
võrdsetena,1,355.0
rahuldavalt,1,1559.0
võrdsete,1,6961.0
rahuldust,1,4850.0
rahule,1,39375.0
rahulepingu,1,2375.0
rahulikku,1,6982.0
võrdsemate,1,129.0
rahulikult,1,54881.0
võrdsemalt,1,253.0
rahulikuma,1,1268.0
rahulikumat,1,896.0
võrdsema,1,308.0
võrdsele,1,758.0
rahulolev,1,2000.0
võrdseks,1,2415.0
rahaühiku,1,149.0
võrdsustumine,1,27.0
rahavood,1,890.0
rahastanud,1,945.0
võrgustiku,1,15315.0
võrgustikesse,1,165.0
rahastamises,1,921.0
võrgustike,1,2988.0
rahastamiskomisjoni,1,0.0
võrgustik,1,10552.0
rahastamismudelite,1,44.0
rahastamisskeemi,1,65.0
võrguga,1,3224.0
võrgu,1,15407.0
võrdõiguselikkuse,1,0.0
rahastamissüsteemi,1,172.0
rahastamist,1,5778.0
rahastamisviisid,1,27.0
võrdväärsetena,1,65.0
rahavajajaid,1,0.0
rahastasid,1,444.0
rahastatakse,1,4775.0
võrdväärne,1,2567.0
rahastavate,1,108.0
võrdusmärgi,1,525.0
võrdus,1,660.0
rahastusega,1,605.0
rahastusest,1,702.0
rahastusperioodil,1,136.0
rahasüst,1,411.0
võrdub,1,5720.0
võrdu,1,1259.0
rahata,1,2825.0
rahavajadust,1,46.0
raevu,1,2221.0
raekojas,1,2720.0
võtted,1,7020.0
xx,1,8907.0
world,1,18539.0
wtf,1,5721.0
x-files,1,175.0
xiii,1,3397.0
xo,1,456.0
xvii,1,2299.0
xxi,1,2615.0
püüdu,1,760.0
y-liiteline,1,0.0
püüame,1,17433.0
püüaks,1,2422.0
püüabki,1,412.0
yahoo,1,2551.0
yamasaki,1,17.0
women,1,1816.0
püüdleb,1,1558.0
wolfsburgis,1,116.0
püüdlemine,1,658.0
püüdlused,1,2052.0
wim,1,631.0
püüdlusele,1,134.0
wilsoni,1,1768.0
wieder,1,128.0
püüdmata,1,428.0
who,1,17009.0
püüdmine,1,1698.0
püüdmise,1,1061.0
püüdmiseks,1,2091.0
püüdnud,1,20125.0
west,1,12395.0
werneris,1,108.0
püstoli,1,2000.0
yes,1,4177.0
püstol,1,1926.0
püsitrupp,1,29.0
ähvardamisest,1,119.0
ähvardaks,1,412.0
püsielaniketa,1,29.0
püsielukohta,1,10.0
ähvardada,1,1454.0
püsikulusid,1,367.0
püsimine,1,2510.0
ähvarda,1,1153.0
püsinäitlejaga,1,0.0
ägedamalt,1,400.0
ägedalt,1,3091.0
ägedad,1,8100.0
ägeda,1,6694.0
püsiteatrita,1,0.0
zumthor,1,5.0
püstitas,1,6376.0
zombistunult,1,1.0
zetkini,1,12.0
zeitung,1,991.0
zeit,1,503.0
püsivaid,1,1729.0
zaventemi,1,139.0
püsivat,1,4483.0
püssi,1,5777.0
püssid,1,1029.0
püssirohi,1,595.0
young,1,5146.0
püssirohu,1,514.0
you,1,39048.0
püstijalanalja,1,0.0
püüdsid,1,9155.0
püüdvat,1,181.0
radovan,1,89.0
raamides,1,1800.0
võõramaist,1,137.0
rabada,1,1025.0
rabad,1,1073.0
raba,1,9890.0
raamjutustuse,1,43.0
raamistatud,1,282.0
võõraviha,1,670.0
wenders,1,55.0
võõrdumine,1,153.0
võõristavalt,1,108.0
raamatutele,1,1996.0
võõrkeel,1,818.0
võõrkeelse,1,1526.0
raamatusse,1,6668.0
võõrale,1,2805.0
võtvat,1,836.0
rabavat,1,281.0
rabeleda,1,1628.0
võttev,1,1264.0
võttena,1,272.0
radiciga,1,0.0
radikaale,1,829.0
radikaalid,1,936.0
radikaalse,1,1611.0
radikaalseid,1,981.0
radikaalsel,1,71.0
radikaalselt,1,2351.0
radikaalsemalt,1,121.0
radikaalsemast,1,14.0
radikaalsete,1,858.0
radikaliseerunute,1,7.0
võõrkehana,1,251.0
raamatupoes,1,1876.0
raamatupidamises,1,1445.0
raadiokanalile,1,80.0
püüete,1,158.0
weitz,1,44.0
püünis,1,474.0
püünises,1,70.0
püüta,1,465.0
weissi,1,178.0
wehner,1,22.0
we,1,22922.0
que,1,748.0
ra,1,5963.0
washingtonis,1,4798.0
washingtoni,1,6791.0
washington,1,8514.0
warren,1,2459.0
raadiol,1,526.0
raamatupidaja,1,5546.0
vürtsikas,1,3109.0
raadiost,1,4691.0
raadiuses,1,3826.0
raalne,1,20.0
vööd,1,2597.0
võõrustava,1,228.0
raamatu-kirjastajad,1,0.0
raamatuga,1,8241.0
võõrustamiseks,1,321.0
raamatukauplus,1,200.0
võõrustama,1,566.0
raamatukaupluse,1,225.0
raamatukogu,1,38451.0
võõrpankade,1,40.0
võrdseid,1,2197.0
rahulolevalt,1,2233.0
võrdluses,1,8566.0
võimuerakond,1,181.0
võimsust,1,9227.0
raieid,1,455.0
võimude,1,10958.0
raidla,1,1821.0
võimudiskursi,1,0.0
raid,1,4413.0
rahvusülene,1,96.0
raiumiseks,1,255.0
rahvusvahelistes,1,5391.0
võimuerakonda,1,59.0
võimuerakonnal,1,14.0
rahvusvahelisse,1,3112.0
rahvusvahelisest,1,5180.0
võimuhaaramise,1,191.0
raieküpsuse,1,57.0
raiemahtu,1,196.0
raiesmik,1,212.0
võimsamad,1,2180.0
raiesmikke,1,82.0
võimsalt,1,5064.0
raigo,1,6649.0
võimsaimast,1,27.0
raik,1,3696.0
võimsaimaid,1,44.0
raipel,1,49.0
raisata,1,7138.0
raiskava,1,113.0
raiskavad,1,849.0
raitud,1,8.0
võimsa,1,14624.0
võimlemispidu,1,392.0
võimujaotusega,1,4.0
võimukandjad,1,401.0
võimukate,1,105.0
võimulolijad,1,408.0
võimuverikaalile,1,0.0
võimuvahetus,1,371.0
võimustamisest,1,6.0
rahvusluse,1,1702.0
rahvusooper,1,3507.0
rahvuspargi,1,5404.0
rahvuspargid,1,353.0
võimupiire,1,150.0
võimumängudele,1,24.0
võimumehed,1,167.0
rahvusparki,1,1768.0
rahvuspartei,1,303.0
rahvuspimedad,1,0.0
võimulolnud,1,0.0
rahvusradikaalide,1,33.0
võimukoridoride,1,28.0
rahvusreetureid,1,1.0
võimuliitu,1,430.0
rahvusriigi,1,1599.0
rahvusriikide,1,1272.0
rahvusriikliku,1,26.0
võimuliidu,1,1412.0
võimuliialduste,1,16.0
rahvusrinde,1,477.0
rahvusrinne,1,252.0
rahvussstaadioni,1,0.0
rahvust,1,2509.0
võimuletulekust,1,165.0
võimuks,1,369.0
võimukoridorides,1,303.0
raiume,1,237.0
võimlemises,1,193.0
rahvuslikule,1,914.0
rakendusteadust,1,17.0
võimalikest,1,7160.0
rakettidega,1,657.0
raketisüsteeme,1,146.0
raketiga,1,747.0
võimalikkuses,1,259.0
raketibrigaadi,1,10.0
rakenduskavad,1,248.0
raiumisest,1,98.0
rakendushariduse,1,7.0
rakendumist,1,501.0
võimalikul,1,5184.0
võimaluseks,1,5474.0
rakendavat,1,42.0
võimaluses,1,494.0
võimalikes,1,557.0
rakke,1,6882.0
rakkesse,1,231.0
võimalikeks,1,793.0
rakverest,1,2634.0
rammusad,1,341.0
ramzan,1,414.0
randali-sugusega,1,0.0
randall,1,343.0
võimaldavate,1,788.0
võimaldati,1,770.0
rangete,1,2009.0
rangetest,1,407.0
võimaldamise,1,786.0
rannakaitsesüsteemid,1,0.0
rannamatused,1,0.0
rannamäe,1,1217.0
võimalustega,1,9191.0
rakendatud,1,9223.0
võimalustele,1,7399.0
rajast,1,1493.0
raiutakse,1,1516.0
raiutud,1,4913.0
raivo,1,18766.0
võimlejatele,1,143.0
raja,1,31431.0
võimetu,1,1872.0
võimetekohase,1,183.0
rajajaid,1,631.0
rajajooni,1,31.0
võimendatud,1,1643.0
rajamine,1,13039.0
võimendanud,1,535.0
võimendamine,1,420.0
võimendamata,1,73.0
rajatakse,1,8213.0
võimatuks,1,6048.0
rajoonikeskuse,1,47.0
võimendades,1,499.0
võimelised,1,18933.0
võimele,1,1086.0
rakendades,1,4226.0
rakendama,1,8748.0
võimekas,1,4007.0
rakendamisega,1,3579.0
rakendamisest,1,2630.0
võimekamad,1,705.0
võimekad,1,1567.0
rakendas,1,1353.0
rakendasid,1,583.0
võimatust,1,409.0
rahvuslikult,1,955.0
võimuvertikaali,1,76.0
rahuloluks,1,540.0
rahvaks,1,887.0
rahvaliikumised,1,28.0
võllapuud,1,39.0
rahvaliidust,1,144.0
rahvaliidu,1,1723.0
võlli,1,5758.0
rahvakunstnik,1,313.0
rahvakirikust,1,19.0
võlasummat,1,40.0
rahvakirik,1,225.0
võltsassotsiatsioone,1,0.0
võltsing,1,590.0
rahvahääletusega,1,342.0
võltslootused,1,6.0
võltstugijaamadest,1,0.0
rahvalikuks,1,50.0
rahvaloendajad,1,33.0
rahvaloenduse,1,4910.0
rahvaloendusest,1,80.0
võlgnevust,1,384.0
rahvaluule,1,5079.0
rahvamajandus,1,56.0
võlgnevuse,1,1410.0
võlglastest,1,38.0
rahvamass,1,1252.0
rahvameditsiinile,1,23.0
rahvamees,1,243.0
võlglasi,1,162.0
rahvaparteiks,1,15.0
rahvarinde,1,1836.0
võlga,1,2724.0
rahvarohkes,1,476.0
rahvahulkade,1,463.0
rahvahulga,1,1171.0
võltsturvalisust,1,8.0
võluvõim,1,27.0
rahumeelne,1,2035.0
võrdlused,1,1269.0
rahumeelselt,1,2856.0
rahupoliitikat,1,12.0
võrdles,1,3670.0
võrdleksin,1,317.0
rahuriigi-lootused,1,0.0
võrad,1,209.0
võlvid,1,413.0
rahurohke,1,0.0
rahust,1,1201.0
rahustada,1,5085.0
rahustavat,1,1774.0
rahutagavast,1,0.0
rahutustega,1,180.0
võlub,1,3371.0
rahuvalvajad,1,328.0
rahuvalvemissiooni,1,140.0
võluvitsana,1,21.0
võluvits,1,559.0
rahvaalgatus,1,395.0
võluv,1,3643.0
võlus,1,2790.0
võlulahendusi,1,0.0
rahvaarv,1,4309.0
võlukive,1,2.0
rahvaerakond,1,1967.0
rahvaerakonna,1,3557.0
rahvaerakonnal,1,80.0
rahvaesindajate,1,409.0
võlg,1,5293.0
rahvasaadiku,1,380.0
võistelda,1,11452.0
rahvuskonservatiivsusest,1,10.0
rahvuskonservatismiga,1,1.0
rahvuskonservatismi,1,27.0
rahvuskonservatiivsusse,1,1.0
võitlemisel,1,3800.0
võitles,1,7479.0
võitlesime,1,921.0
rahvuskonservatiivsuse,1,46.0
võlaorjusest,1,41.0
võitlev,1,1557.0
rahvuskonservatiivsete,1,52.0
võitlevad,1,7222.0
võitlus,1,21324.0
rahvuskonservatiivsele,1,32.0
rahvuskonservatiivsed,1,55.0
võitlemise,1,5125.0
võitlemine,1,3119.0
võitleme,1,1840.0
võitlejad,1,4104.0
rahvuslasi,1,321.0
rahvusliberaalse,1,6.0
rahvusliberalismiks,1,3.0
võitjat,1,4011.0
võitjakomplekti,1,0.0
võitja,1,47015.0
rahvuslikele,1,375.0
võitis,1,130047.0
võistlustele,1,4294.0
võistlustantsuga,1,165.0
võistlusprogramme,1,13.0
võistlevaid,1,191.0
võistleb,1,3772.0
rahvuskonservatiivse,1,191.0
rahvuskonservatiividest,1,62.0
võitlusest,1,2811.0
rahvasuus,1,2178.0
võlaorjad,1,1.0
võlakoormuse,1,396.0
rahvastel,1,1142.0
võlakoorma,1,474.0
võlakohustuste,1,361.0
võlakirjade,1,4884.0
võlad,1,4880.0
rahvastikufond,1,16.0
võla,1,5947.0
rahvastikupoliitikat,1,62.0
rahvastikuregistri,1,4285.0
võitükiga,1,5.0
võitvat,1,177.0
rahvasumma,1,273.0
võitudest,1,839.0
rahvuskaaslaste,1,804.0
rahvateatris,1,134.0
võitu,1,51377.0
rahvavabariigid,1,38.0
võitsid,1,17815.0
rahvavabariike,1,12.0
võitmisele,1,442.0
võitmiseks,1,4485.0
rahvavagun,1,0.0
rahvavõimu,1,130.0
võitlusvõime,1,189.0
võitlusse,1,1723.0
võitluskaaslastest,1,18.0
võitlusi,1,890.0
rahvusidentiteedi,1,119.0
püsiasukatest,1,10.0
püsi,1,6487.0
õpetlased,1,618.0
õigusjärglaseks,1,129.0
õigusaktis,1,922.0
õiguseellane,1,22.0
põhiosa,1,5215.0
põhinevaid,1,3574.0
õigusetusest,1,12.0
õigusi,1,26895.0
põhimõttelistes,1,161.0
põhimõttelise,1,1785.0
õigusjõudu,1,48.0
põhimõttelisse,1,17.0
põhimõttelisi,1,1103.0
põhimõttelises,1,177.0
põhimõttelisem,1,146.0
õiguskeskkonna,1,118.0
põhiseaduses,1,3143.0
õigsust,1,2530.0
põhiseaduskomisjon,1,966.0
õigsusest,1,201.0
põhiseaduslik,1,1317.0
põhiseaduslike,1,832.0
põhiseadust,1,2966.0
põhiselt,1,2318.0
õiglustundest,1,94.0
põhisuunad,1,517.0
õiglustunde,1,219.0
põhisuundi,1,85.0
põhitakistus,1,16.0
põhiteed,1,56.0
põhitoidukaupadele,1,0.0
põhitõdede,1,520.0
põhitõdesid,1,1755.0
õiguskord,1,336.0
õiguskorrale,1,85.0
pürib,1,602.0
õigusta,1,2457.0
õigusriiki,1,843.0
õigusriikide,1,16.0
põhilist,1,3003.0
põhilised,1,8745.0
õigusruum,1,427.0
õigussüsteemi,1,1485.0
põhiline,1,23403.0
õiguskorras,1,386.0
õigustab,1,3402.0
õigustades,1,349.0
põhiküsimus,1,1633.0
õigustama,1,1357.0
õigustamine,1,532.0
põhikomponente,1,133.0
õigusriigis,1,674.0
põhiloosung,1,21.0
põhimassi,1,95.0
õigusriigile,1,474.0
õigusriigid,1,17.0
õiguspäraseks,1,283.0
õigusnormiga,1,72.0
õigusloomeprotsessi,1,236.0
põhimõtetest,1,6461.0
põhimõtte,1,10175.0
õigusloome,1,3147.0
õiguslikult,1,4316.0
õiguslikud,1,2813.0
õigusliku,1,6286.0
põhimõttele,1,2181.0
õiguslik,1,7102.0
õiguskultuuris,1,16.0
õigluspilti,1,0.0
õiglusest,1,687.0
õigluse,1,6866.0
põhjalikumalt,1,12590.0
põhjamaine,1,1745.0
põhjamaid,1,212.0
põhjamaadesse,1,352.0
põhjamaades,1,4067.0
õhutõrjerelvad,1,21.0
põhjalikumate,1,156.0
põhjalikumaks,1,612.0
õiglus,1,4777.0
õhuväge,1,74.0
õide,1,1684.0
põhjalikuks,1,883.0
õied,1,11962.0
õiendama,1,777.0
põhjalikud,1,4271.0
õhutõrjeraketikompleksid,1,7.0
põhjamaise,1,1536.0
põhjamaiste,1,323.0
põhjamere,1,1047.0
põhjameri,1,128.0
põhjanaabreid,1,210.0
õhutehnikat,1,0.0
põhjanaabrid,1,1050.0
põhjanaabritega,1,229.0
põhjapaneva,1,398.0
õhutavad,1,997.0
õhutatavaid,1,1.0
põhjapõdrapiltidega,1,0.0
õhutatakse,1,482.0
õhutamiseks,1,484.0
õhutamise,1,1198.0
põhjarahvaste,1,237.0
põhjaliku,1,13717.0
õigeaegset,1,1043.0
õigeid,1,13268.0
põhja-eestile,1,78.0
õiglast,1,3316.0
õiglasesse,1,42.0
põhitöökoha,1,73.0
õiglasema,1,607.0
põhitöökohaks,1,38.0
põhiväärtused,1,1138.0
põhiväärtustele,1,184.0
põhiõiguste,1,10052.0
õiglasele,1,1147.0
õiglase,1,10582.0
õigeusutsivilisatsioonist,1,0.0
õigeuskliku,1,221.0
põhja-ameerikas,1,3144.0
põhja-atlandi,1,939.0
põhja-eestit,1,85.0
põhjalikku,1,8319.0
põhja-iraagis,1,232.0
õigeusklik,1,421.0
põhja-koreas,1,1566.0
põhja-koreast,1,577.0
õigete,1,9222.0
põhja-krimmi,1,22.0
õigest,1,3813.0
põhjakaldal,1,590.0
põhjakaldale,1,127.0
õigesse,1,10041.0
põhjakive,1,4.0
õiges,1,17748.0
põhjala,1,5482.0
õigema,1,630.0
põhikirjast,1,920.0
õigustamiseks,1,1118.0
õigustamisena,1,16.0
õnnestumine,1,1864.0
pärsib,1,4107.0
õnneseen,1,667.0
pärnumaal,1,13050.0
õnnestu,1,17040.0
õnnestuks,1,4276.0
pärnumaa,1,21701.0
õnnestumise,1,2903.0
õlul,1,1629.0
õnnestumisest,1,361.0
pärnamäel,1,117.0
pärnal,1,191.0
pärna,1,6797.0
õnnestumist,1,805.0
õnnetud,1,2912.0
pärsime,1,18.0
pärsivad,1,1434.0
pärusmaa,1,2646.0
päts,1,4866.0
õnnerikast,1,35.0
pätti,1,620.0
pättide,1,877.0
pättidele,1,266.0
päädib,1,1328.0
õnnelikult,1,7962.0
õnnelikud,1,16582.0
päädima,1,106.0
õnneliku,1,6438.0
õnnelikku,1,3313.0
õngitseti,1,46.0
õngitseda,1,505.0
õnge,1,2860.0
õnnetus,1,20452.0
pärlid,1,3743.0
õnnetused,1,3970.0
õpe,1,10680.0
õpetatavate,1,393.0
pärima,1,1260.0
õpetas,1,12687.0
õpetanud,1,10708.0
pärimuses,1,648.0
õpetame,1,2830.0
pärinev,1,3221.0
päris-brüsseli,1,0.0
õpetajatest,1,3325.0
õpetajana,1,9468.0
õpetajale,1,9159.0
pärisellu,1,247.0
päriselu,1,2275.0
päriselus,1,6017.0
pärishaigetele,1,0.0
pärjatud,1,5131.0
pärismaalasi,1,136.0
pärisnime,1,660.0
pärisorjadest,1,59.0
pärisosa,1,626.0
pärispoliitikud,1,4.0
õnnistus,1,2789.0
õnnis,1,2088.0
pärispoliitikute,1,2.0
pärisrannad,1,0.0
päristööst,1,9.0
õnnetust,1,7932.0
õnnetuseks,1,3079.0
päritolule,1,875.0
päritolust,1,2108.0
õlule,1,2670.0
pääseksid,1,1203.0
põhijoontes,1,336.0
õigustus,1,1453.0
põgus,1,2187.0
põgenevad,1,2301.0
põgenes,1,8428.0
põgenenud,1,6285.0
õigustes,1,847.0
õigustest,1,4863.0
õigustusega,1,93.0
õlletehase,1,1221.0
põgenemist,1,1671.0
põgenemise,1,1757.0
põgeneda,1,11108.0
õigustuseks,1,1016.0
põetama,1,102.0
põeme,1,142.0
põgusalt,1,6760.0
põhialus,1,342.0
põhialused,1,1125.0
põhialustest,1,232.0
põhibaasi,1,30.0
õigustav,1,151.0
õigustatuse,1,105.0
põhieesmärk,1,3054.0
põhieksamit,1,6.0
põhiekspositsioon,1,24.0
põhiemotsioon,1,8.0
põhifookus,1,642.0
põhifookuses,1,250.0
põhifunktsiooni,1,206.0
põhihoiakud,1,9.0
põhihädad,1,13.0
põhijooneks,1,45.0
õigustühisuse,1,15.0
põdrakärbseid,1,35.0
õigusvastutusest,1,0.0
päästeametnike,1,155.0
õllekaste,1,54.0
õlle,1,11564.0
õlitootmine,1,67.0
pääses,1,31999.0
õli,1,80915.0
õlgõla,1,12.0
pääsevad,1,12622.0
õlgu,1,7843.0
päästaks,1,1590.0
õlgadele,1,3475.0
päästame,1,640.0
pääste,1,2256.0
õletuli,1,21.0
õlalepatsutuse,1,23.0
päästes,1,839.0
põdevas,1,11.0
päästetakse,1,836.0
päästetöötajate,1,326.0
päästja,1,4919.0
õlale,1,4600.0
õkva,1,508.0
õitsva,1,564.0
õitsengut,1,526.0
õitseb,1,7600.0
õilsa,1,742.0
õilmitseb,1,224.0
põderi,1,471.0
õilishing,1,49.0
õilis,1,1688.0
põdevaid,1,249.0
põhjas,1,16044.0
põhjast,1,5539.0
õhutab,1,1804.0
põrmustab,1,114.0
põuast,1,325.0
põtru,1,727.0
põrutav,1,171.0
põrnitseb,1,366.0
põrnikas,1,412.0
põrmustet,1,0.0
põrmugi,1,2416.0
ärakasutatav,1,32.0
äratundmisest,1,355.0
põrm,1,866.0
äratundmist,1,1617.0
põrkumine,1,233.0
põrgutuli,1,62.0
põrgut,1,1118.0
äratehtavaks,1,1.0
ärategemisrõõm,1,0.0
ärategemiseks,1,120.0
äratanud,1,2756.0
pööramine,1,2249.0
äratada,1,6576.0
pööramise,1,1264.0
pöörane,1,4070.0
pööranud,1,9167.0
pööras,1,10027.0
äraspidine,1,494.0
äraproovitud,1,454.0
äralangemise,1,94.0
ärakuulamiseks,1,129.0
pöörded,1,8334.0
ärakuulamise,1,361.0
ärakukkumisega,1,21.0
põrgupõhja,1,1110.0
põrandast,1,1569.0
äratundmiste,1,42.0
põlvkonna,1,27926.0
põlva-suurust,1,0.0
ärevuses,1,943.0
põlve,1,13416.0
põlvedele,1,3655.0
ärevamatel,1,17.0
põlvele,1,1717.0
ärevamad,1,121.0
ärevaks,1,2052.0
ärevad,1,1271.0
ärev,1,2328.0
ärbelnud,1,16.0
põlvkondadega,1,270.0
põlvkondades,1,157.0
äravõtmise,1,990.0
põlvkonnale,1,2691.0
põrandale,1,12554.0
põnev,1,64144.0
põnevad,1,13697.0
põnevamad,1,2061.0
äravõetud,1,384.0
põnevamaid,1,2369.0
põnevamaks,1,4502.0
põnevikust,1,69.0
põnevusfilme,1,28.0
äravoolu,1,2213.0
põnevusloo,1,48.0
põrand,1,11184.0
äratõuge,1,59.0
äratusliikumistele,1,1.0
põrandaaluseid,1,120.0
pöördepunktina,1,17.0
pöördudes,1,2961.0
ärevusse,1,559.0
pühendumisest,1,429.0
ähvardustest,1,312.0
pühi,1,6629.0
äiapapale,1,14.0
äkiline,1,2311.0
pühendumus,1,2765.0
äkiliste,1,338.0
pühasõdalasi,1,61.0
pöördumatul,1,8.0
pühasõdalased,1,218.0
pühast,1,1428.0
pühapäevases,1,1451.0
pühapäeval,1,84826.0
