SONAVORM,Votmesus,Fookus suhteline sagedus mil.,Referents suhteline sagedus mil.
ida-ukraina,20.290992663716096,48.603066853518456,1.444585520067609
pensioniea,20.290992663716096,48.603066853518456,1.444585520067609
jõukamad,20.19461828090842,40.50255571126538,1.055129497075023
klaipeda,20.168752913960585,48.603066853518456,1.459401781811892
vandenõu,20.085716300219694,89.10562256478384,3.4860547275477685
lääneriikide,19.695423404504005,89.10562256478384,3.5749522980134674
donetski,19.499009006949656,81.00511142253076,3.2056040588166943
liberaalse,19.33841950918267,81.00511142253076,3.24052810435679
keskvõimu,19.21502121384107,40.50255571126538,1.159901633695311
kirikukogu,17.79308940514711,81.00511142253076,3.6088180391432574
tooteks,17.689543308827336,40.50255571126538,1.3461632099091565
fraktsioonide,17.6746149280679,56.70357799577153,2.264771438054713
katuseraha,17.633863478932437,40.50255571126538,1.3535713407812981
sihtasutusele,17.621032575405085,48.603066853518456,1.8149920636746881
tšehhoslovakkia,17.411562897195143,48.603066853518456,1.8488578048044784
tippjuhtide,17.406875911737295,40.50255571126538,1.3842621686801704
krimmi,17.381487629940942,210.61328969858,11.174636268420427
e-residentsuse,17.37284052842034,48.603066853518456,1.855207631266314
puusepa,17.26890299253075,40.50255571126538,1.4033116480656773
ideoloogilise,17.225986840496795,48.603066853518456,1.8795486327033506
kasahstan,16.977338436545086,40.50255571126538,1.444585520067609
manifesti,16.945728246119625,48.603066853518456,1.9271723311671178
sussi,16.842211561452604,48.603066853518456,1.945163506142319
kremli,16.636462205925266,194.41226741407382,10.74602298224652
krimmis,16.576998457722112,64.80408913802461,2.9696021753184696
ida-ukrainas,16.521623260271433,48.603066853518456,2.0023119442988397
putinile,16.189444771731367,56.70357799577153,2.5642715861712944
jagamisest,16.152214019836123,40.50255571126538,1.56946544048371
maksusüsteemi,16.151554457908507,48.603066853518456,2.0711017309687256
ideoloogiliselt,15.968061337648017,40.50255571126538,1.5990979639722762
lääs,15.941390924784754,89.10562256478384,4.652306187704915
kiievis,15.806809776837989,72.90460028027769,3.675491216992532
kaitsevõime,15.727143734299224,56.70357799577153,2.6690437227915824
tulumaksuvaba,15.680740555494003,40.50255571126538,1.6467216624360437
paroodia,15.668210536529221,40.50255571126538,1.6488382712566556
kooseluseaduse,15.329115126928079,81.00511142253076,4.349631126357416
tervishoiutöötajate,15.23071550640881,56.70357799577153,2.7886321211561538
eston,15.154128350270707,48.603066853518456,2.2732378733371603
kuulumist,14.9456799896174,40.50255571126538,1.7768931049036742
palgalõhe,14.944234108613212,72.90460028027769,3.9453588416205467
lapsevanemana,14.776732743451978,40.50255571126538,1.8086422372128526
kreml,14.640330805707636,72.90460028027769,4.048014369420223
kodakondsuse,14.621626492360491,137.7086894183023,8.486543066243337
riigikontrolli,14.44649566710012,72.90460028027769,4.115745851679804
paviljoni,14.418167503754146,40.50255571126538,1.8784903282930447
kodakondsust,14.3943728430275,56.70357799577153,3.0087594384997893
alko,14.325074106497034,48.603066853518456,2.462674362781924
maastikud,14.268382722855577,48.603066853518456,2.4764323201159013
ühemõtteliselt,14.216449029959314,48.603066853518456,2.4891319730395725
erakonnaga,14.117958844100023,48.603066853518456,2.513472974476609
maksmisest,14.092489781103025,48.603066853518456,2.5198228009384445
leppimine,14.061449512290428,40.50255571126538,1.9515133326041545
juhiloa,13.519344712463141,48.603066853518456,2.6690437227915824
rubla,13.406571768603873,186.31175627182074,12.971637157119915
valimisteni,13.276002099929809,40.50255571126538,2.126133560304635
eurooplased,13.252347483557372,64.80408913802461,3.9654666254163597
komisjonide,13.119338263270084,72.90460028027769,4.633256708319408
miinimumi,13.08827743489228,56.70357799577153,3.408798505595435
rõivase,12.957640622072645,56.70357799577153,3.4532472908282843
liberaalne,12.926920081217434,56.70357799577153,3.4638303349313437
kondoomid,12.737012166751766,40.50255571126538,2.2584216115928775
kapo,12.571126288141706,81.00511142253076,5.523290717386704
loodeti,12.546183563171672,56.70357799577153,3.5992932994505042
alliansi,12.495727446425773,48.603066853518456,2.9696021753184696
kõnelda,12.49493289513123,72.90460028027769,4.914765681460788
meeleolud,12.481615815297774,40.50255571126538,2.3250947894421516
putin,12.432132005127235,307.8194234056169,23.840423450961925
immigratsiooni,12.406589676598653,40.50255571126538,2.3452025732379647
otsustes,12.276441439050634,48.603066853518456,3.0405085708089676
ukrainat,12.171697172626887,40.50255571126538,2.4097591422666267
tankid,12.137791755238185,40.50255571126538,2.4192838819593803
otseste,12.044593538142111,40.50255571126538,2.445741492217029
demokraadid,11.774053661842343,56.70357799577153,3.9009100563876973
putini,11.632117690676964,210.61328969858,17.192155145420006
solidaarsus,11.613016503180601,40.50255571126538,2.5737963258640475
muutmisest,11.595847175261715,40.50255571126538,2.579087847915577
juhiluba,11.530052863161384,56.70357799577153,4.0046238885976795
poliitikasse,11.478050890750449,81.00511142253076,6.144515406236291
protsendile,11.394510342428982,64.80408913802461,4.775069499300404
riigikokku,11.286126631614467,89.10562256478384,6.983750803608903
luure,11.189326604819614,56.70357799577153,4.157019723681735
tegelikkuse,11.154533526125595,48.603066853518456,3.4468974643664487
euroopaga,11.093948749090542,40.50255571126538,2.7410084226923863
arvestamise,11.028431603389832,40.50255571126538,2.763232815308811
valija,11.016246651255107,81.00511142253076,6.444015554352872
varro,10.927025194528,40.50255571126538,2.798156860848907
preemia,10.886903007809908,251.11584540984535,22.15771943857548
kommunismi,10.833609321916372,56.70357799577153,4.326348429330685
kesk-euroopa,10.832290302269321,48.603066853518456,3.5791855156546912
irli,10.791354959256179,64.80408913802461,5.097852344443716
parteid,10.630846944374493,81.00511142253076,6.713883178980887
kõrgharidusega,10.585426676989583,56.70357799577153,4.451228349746787
inseneride,10.556408942153137,40.50255571126538,2.9315032165474557
valimisteks,10.502692625276156,40.50255571126538,2.9516110003432683
eksamil,10.44395441864402,40.50255571126538,2.973835392959693
paradigma,10.432840600252018,40.50255571126538,2.978068610600917
maksuvaba,10.415571564040981,56.70357799577153,4.5401259202124855
survel,10.410683772646717,40.50255571126538,2.9865350458833646
poliitikas,10.220277845795597,170.1107339873146,15.742278103300867
riigikontroll,10.218089629396689,40.50255571126538,3.061674659015086
kolmandast,10.213286521964804,81.00511142253076,7.0292578932520575
suhtlemise,10.103066476361935,97.20613370703691,8.72042834092095
eestluse,10.08408733117881,40.50255571126538,3.115648183940689
rahvuspark,10.07983885944797,48.603066853518456,3.92101784018351
elatise,9.791356606072977,48.603066853518456,4.0660055443954235
kaasamise,9.76659485988323,81.00511142253076,7.396489523628219
venemaaga,9.672186783896175,137.7086894183023,13.340985396316688
julgeolek,9.562511120898881,56.70357799577153,5.034354079825359
ukrainast,9.535753050357355,56.70357799577153,5.051286950390255
ukrainas,9.522884668860028,153.90971170280844,15.2670994230735
julgeolekule,9.520991421345512,40.50255571126538,3.3590581983110557
läänes,9.469347903370645,105.30664484929,10.226395516786305
üksikisiku,9.395536183032139,64.80408913802461,6.003760919665601
saadikute,9.319616226285536,40.50255571126538,3.4532472908282843
mõeldav,9.31390816748083,64.80408913802461,6.065142575463346
kapitali,9.253340810505513,121.50766713379615,12.239290505188203
nato,9.217746318820797,413.1260682549069,43.92704115856868
rahastamise,9.136171077911111,178.2112451295677,18.615574577281496
fsb,9.130832982065256,40.50255571126538,3.545319774524901
erakonnale,9.09061751196226,40.50255571126538,3.5654275583207142
asendunud,9.009169866769206,40.50255571126538,3.6067014303226457
valijate,8.95763539394305,89.10562256478384,9.059085752218852
riigikaitse,8.94156119691072,64.80408913802461,6.359351201528398
ressursi,8.81080613876724,40.50255571126538,3.710415262532628
e-riigi,8.800919481876814,40.50255571126538,3.7157067845841576
võrdsuse,8.7342741783403,40.50255571126538,3.7516891345345598
parteide,8.715344881252749,48.603066853518456,4.691463450886235
huvihariduse,8.664799966677283,40.50255571126538,3.7897880933055736
soolist,8.602079153512985,40.50255571126538,3.8247121388456695
keskkomitee,8.530970697950764,40.50255571126538,3.864927706437295
meilgi,8.529115295182711,40.50255571126538,3.865986010847601
pereelu,8.509641573644904,48.603066853518456,4.829043024226007
vaesus,8.508948374098035,56.70357799577153,5.781516993501354
erakondade,8.486558708582654,153.90971170280844,17.25353680121775
poliitikuid,8.394970078907663,56.70357799577153,5.873589477197971
parlamendis,8.322999941908119,129.60817827604922,14.692440128277374
õpilastest,8.284004925837769,56.70357799577153,5.965661960894588
pressikonverentsi,8.273596739706578,40.50255571126538,4.016265237111044
vaadetega,8.264878343859765,40.50255571126538,4.021556759162574
ukraina,8.18744287564875,550.8347576732092,66.40013531141533
erakonnad,8.13901623855489,89.10562256478384,10.070824768471331
terminali,8.06730894424867,48.603066853518456,5.148650956138401
põlevkivi,7.992876784895982,72.90460028027769,8.24630796510389
terminal,7.969278695714256,40.50255571126538,4.20781833537642
valimiskampaania,7.9402344161167075,40.50255571126538,4.226867814761927
koolidesse,7.914594432888655,40.50255571126538,4.243800685326822
põder,7.911781952541839,81.00511142253076,9.364935726797269
sissetulekuga,7.89207758789503,48.603066853518456,5.285172225067868
liitlaste,7.886798480775035,64.80408913802461,7.343574303112922
riigikogu,7.873158640884309,915.3577590745977,115.39010476888762
riigina,7.862231472041444,40.50255571126538,4.278724730866918
nafta,7.842196299009734,105.30664484929,12.55572352386968
kaire,7.74243629680955,64.80408913802461,7.499145051427895
toonane,7.727504119058141,56.70357799577153,6.467298251379603
olematuks,7.701648814385505,40.50255571126538,4.388788389538735
riigikohtu,7.680789228773857,72.90460028027769,8.622006030762499
julgeoleku,7.67861477833249,145.80920056055538,18.119229808848008
venemaad,7.658047326376791,72.90460028027769,8.65058024984076
võimul,7.626768320880093,81.00511142253076,9.752275140969243
sõda,7.538300056517616,332.1209568323761,43.19046128899574
ühiskondlikku,7.521438268461899,40.50255571126538,4.51790152759606
ideoloogia,7.517771148108441,64.80408913802461,7.753138109901321
sotsid,7.500130919943998,72.90460028027769,8.8537746966195
tõstmist,7.4684392002733455,40.50255571126538,4.55705879077738
elatist,7.457077998125893,40.50255571126538,4.565525226059828
okupeeritud,7.455660277815003,40.50255571126538,4.566583530470134
kaasaja,7.451410349438301,40.50255571126538,4.569758443701052
maksumaksja,7.4041663218691305,97.20613370703691,12.26363150662524
tegelikud,7.354981952364271,40.50255571126538,4.642781448012162
torkab,7.339839485785792,40.50255571126538,4.654422796525527
kompetentsi,7.3192908690151715,40.50255571126538,4.670297362680116
sierra,7.2645677128804635,48.603066853518456,5.828082387554815
riigieelarvest,7.258942289662586,48.603066853518456,5.833373909606345
kiievi,7.255643774724126,40.50255571126538,4.720037669964495
vaenlased,7.247598199941219,40.50255571126538,4.726387496426331
aadu,7.242989419456184,56.70357799577153,6.966817933044007
vägivaldne,7.20763649548541,40.50255571126538,4.758136628735509
riigiga,7.18837627365782,64.80408913802461,8.154235481407273
selgemalt,7.187820444129799,40.50255571126538,4.7740111948900985
andmisest,7.160260324946407,40.50255571126538,4.796235587506523
poliitik,7.156296528780403,137.7086894183023,18.38274760701419
truuks,7.1524247814358315,40.50255571126538,4.802585413968359
kasvavat,7.143304960832746,40.50255571126538,4.8099935448405
kartuli,7.12541472202686,48.603066853518456,5.9614287432533635
tööjõu,7.111773644368979,89.10562256478384,11.669922732443608
rahvuslik,7.088994117654704,72.90460028027769,9.425259078184707
korruptsiooni,7.01720335967785,64.80408913802461,8.377537711981827
erakonda,6.961785396601061,72.90460028027769,9.615753872039777
toompeal,6.945904190131035,48.603066853518456,6.141340493005374
euroopast,6.900080060219255,81.00511142253076,10.884660859996599
tahte,6.856520333697436,72.90460028027769,9.778732751226892
sekkumist,6.829513439261402,48.603066853518456,6.2630455001905565
sotside,6.826901779506313,64.80408913802461,8.638938901327393
partneriks,6.79077258888602,40.50255571126538,5.111610301777693
barack,6.76850356328533,40.50255571126538,5.131718085573506
vikipeedia,6.697985164431038,40.50255571126538,5.196274654602169
sde,6.685283580268193,56.70357799577153,7.631433102716138
sõja,6.684118390488708,267.3168676943515,39.14244691957552
maagaasi,6.683146177283251,40.50255571126538,5.210032611936146
sooline,6.680869089974883,40.50255571126538,5.212149220756758
rikkumist,6.656857662230835,48.603066853518456,6.451423685225014
võõrast,6.646473885632404,48.603066853518456,6.4630650337383795
osalust,6.63789735822958,40.50255571126538,5.252364788348383
sotsiaaldemokraatide,6.597822262326486,48.603066853518456,6.518096863074288
palkade,6.5459337515231155,40.50255571126538,5.3402040544037765
sanktsioonide,6.543280904316143,56.70357799577153,7.818752983340289
hitleri,6.542563407578647,48.603066853518456,6.581595127692645
sotsiaalmaksu,6.523068362474523,40.50255571126538,5.362428447020201
lääne-euroopa,6.517647747206998,40.50255571126538,5.3677199690717305
demokraatlik,6.501722913420272,48.603066853518456,6.6292188261564124
obama,6.482571646354547,89.10562256478384,12.899672457219111
reformi,6.436403047171836,81.00511142253076,11.740829127934106
kgb,6.395161401144948,56.70357799577153,8.023005734529336
suhtlemist,6.389166340859585,56.70357799577153,8.031472169811783
rõhutatakse,6.375658167964917,40.50255571126538,5.509532760052727
sanktsioonid,6.30202698925871,56.70357799577153,8.156352090227884
riigil,6.278505590536799,97.20613370703691,14.64164151658269
aitaksid,6.273662450531664,40.50255571126538,5.615363201083321
reps,6.2672568163484375,56.70357799577153,8.20715070192257
tasandile,6.255648798189105,40.50255571126538,5.634412680468828
kahekümne,6.241830789314838,72.90460028027769,10.84021207476375
sissetuleku,6.237859694458211,56.70357799577153,8.250541182745113
riik,6.23174286945792,923.4582702168507,147.3466647424858
kirikust,6.175347873870021,48.603066853518456,7.0324328064829755
osakaalu,6.171771666399304,72.90460028027769,10.974616734872605
eco,6.163978079088534,48.603066853518456,7.047249068227258
maksude,6.159115387875011,81.00511142253076,12.314430118319926
nimetama,6.145847387965013,40.50255571126538,5.752942774423094
piirdu,6.137191139866289,40.50255571126538,5.762467514115847
venemaale,6.136298793482731,129.60817827604922,20.284520632333965
osutavad,6.124730631548126,40.50255571126538,5.776225471449824
demokraatia,6.11585651868936,186.31175627182074,29.62723196651481
seadusi,6.096873537033741,72.90460028027769,11.12172104790513
ühiskondlike,6.096167821829105,40.50255571126538,5.8079746037590025
uno,6.079232359592866,48.603066853518456,7.159429335719689
kultuuris,6.052293757790612,56.70357799577153,8.534166764707106
kommunistliku,6.02298590357804,48.603066853518456,7.2356272532617165
suhteline,6.010627745722877,48.603066853518456,7.252560123826611
ministrid,5.942047265727719,48.603066853518456,7.347807520754146
vähendanud,5.9052296305848175,40.50255571126538,6.028101921102638
revolutsiooni,5.8921003636620135,64.80408913802461,10.168188774219479
saabki,5.857419521675797,81.00511142253076,13.000211376198175
hüvitise,5.842809165369808,56.70357799577153,8.875999089235924
üldjoontes,5.83679057855544,64.80408913802461,10.274019215250071
panustama,5.834062592292592,48.603066853518456,7.502319964658813
poliitiliselt,5.818221046095692,64.80408913802461,10.310001565200473
toimiks,5.8012752045964,40.50255571126538,6.154040145929045
idas,5.771393322349138,40.50255571126538,6.191080800289753
nobeli,5.74890850090311,48.603066853518456,7.62825818948522
lapsevanemate,5.708994801991173,48.603066853518456,7.688581540872659
rahvad,5.68768816540458,40.50255571126538,6.2969112413203465
jõuliselt,5.643942292453601,64.80408913802461,10.659242020601434
eestile,5.623608615619391,170.1107339873146,29.427212432966986
valijad,5.604773795704751,40.50255571126538,6.404858291171553
sotsiaaldemokraadid,5.578463701346581,40.50255571126538,6.439782336711649
kultuuriministeeriumi,5.557120284929375,40.50255571126538,6.468356555789909
rääkige,5.553972179608753,40.50255571126538,6.472589773431133
toompea,5.54815725392196,48.603066853518456,7.940457990525473
kodanikele,5.51694864699448,72.90460028027769,12.395919557913484
kohustuslikuks,5.516471247625389,40.50255571126538,6.523388385125818
tähelepanuväärne,5.516471247625389,40.50255571126538,6.523388385125818
mõistlikum,5.482730063258671,72.90460028027769,12.479525606327652
seaduste,5.462136517033446,97.20613370703691,16.97943595894851
põhja-korea,5.461671806237545,89.10562256478384,15.497809784520195
irl,5.445958778929594,72.90460028027769,12.570539785613963
eestil,5.445602833673157,89.10562256478384,15.546491787394269
käibemaks,5.4267478611351265,48.603066853518456,8.140477524073296
indeks,5.418591968085686,48.603066853518456,8.154235481407273
rmk,5.414535810290651,105.30664484929,18.633565752256697
ossinovski,5.381469853494865,56.70357799577153,9.722642617480677
eeskujul,5.376943521891825,48.603066853518456,8.225141876897771
kasvatamine,5.365582669693903,56.70357799577153,9.754391749789855
tööstus,5.3647852394968885,40.50255571126538,6.736107571597312
kirikud,5.355992801050872,40.50255571126538,6.748807224520983
tervishoiu,5.316598209662377,72.90460028027769,12.900730761629417
kirjutavad,5.30919851035126,81.00511142253076,14.445855200676089
kirikut,5.306057376023614,56.70357799577153,9.875038452564732
valdkondi,5.299537037724521,40.50255571126538,6.831354968524847
riigi,5.2725030036809075,1522.8960947435783,288.0270700044545
püsinud,5.2541954499249,72.90460028027769,13.065826249637142
lubasid,5.208734869546858,56.70357799577153,10.078232899343472
senist,5.201135941381894,40.50255571126538,6.979517585967678
venemaa,5.200340457861889,1125.9710487731777,215.71101303942896
propaganda,5.188266467554984,48.603066853518456,8.560624374964753
reformierakonna,5.184382654165618,153.90971170280844,28.880069052838813
huvitaval,5.162111543579687,40.50255571126538,7.039840937355117
majanduslikult,5.155120700941827,89.10562256478384,16.4788579728738
jõulude,5.148002749289359,81.00511142253076,14.929500316185905
poliitika,5.141136617103686,267.3168676943515,51.19018432649835
nõustuda,5.139991541317965,56.70357799577153,10.226395516786305
seeni,5.133150167711506,48.603066853518456,8.66327990276443
sektor,5.1216609198783045,40.50255571126538,7.103339201973474
eluruumi,5.116838225746147,56.70357799577153,10.27719412848099
swedbank,5.113005775628895,64.80408913802461,11.86994226599143
omavalitsustele,5.099019057854461,40.50255571126538,7.139321551923875
surema,5.082497932772626,40.50255571126538,7.165779162181524
majanduse,5.079483314780123,234.9148231253392,45.4446496829474
kuuba,5.068208065318118,48.603066853518456,8.787101518770225
seadused,5.0576156282714715,81.00511142253076,15.214184202558203
venelaste,5.043221799294183,72.90460028027769,13.654243501767246
neljaks,5.031213479384135,48.603066853518456,8.859066218671028
parlamenti,5.01291797705942,48.603066853518456,8.895048568621432
koole,5.011310054219524,48.603066853518456,8.898223481852348
eksami,5.010774309137577,48.603066853518456,8.899281786262655
arstiabi,4.996885032609087,48.603066853518456,8.92679770093061
jääksid,4.97735046903536,40.50255571126538,7.338282781061392
lapsevanemad,4.950186175265124,97.20613370703691,18.83887680785605
puudega,4.949394099334455,97.20613370703691,18.842051721086968
poliitikute,4.9345309655225815,72.90460028027769,13.977026346910558
loodavad,4.932604589395815,56.70357799577153,10.698399283782754
vähendamine,4.922010224737381,72.90460028027769,14.015125305681572
huvid,4.920276256503294,72.90460028027769,14.0204168277331
kultuur,4.904665012472227,137.7086894183023,27.280971088866536
venelane,4.894097537843136,48.603066853518456,9.135283669760879
ni,4.8886233055554555,40.50255571126538,7.489620311735142
pankade,4.884081541959959,64.80408913802461,12.473175779865816
näiliselt,4.878306688450623,48.603066853518456,9.168091106480365
koalitsioon,4.877291422366048,48.603066853518456,9.170207715300975
vaimus,4.862691807046044,64.80408913802461,12.532440826842949
savisaare,4.861931352452709,64.80408913802461,12.534557435663562
erakond,4.861913776039571,113.40715599154306,22.531300895413477
teadagi,4.833532693675975,48.603066853518456,9.262280198997592
lennart,4.822591369568263,48.603066853518456,9.285562896024324
palga,4.822083673837272,97.20613370703691,19.365912404188407
riike,4.8158273725647,97.20613370703691,19.392370014446055
poliitiline,4.811709677671999,145.80920056055538,29.510818481381154
valimisi,4.8028661273119795,97.20613370703691,19.447401843781964
laastus,4.796925918764353,48.603066853518456,9.340594725360232
teadlane,4.7807976432594215,56.70357799577153,11.06986413180014
tänased,4.758935896665786,48.603066853518456,9.423142469364095
kallist,4.754094283172018,40.50255571126538,7.72985541287459
kultuuri,4.745733483260858,315.91993454786996,65.77996892697605
töökohti,4.740900499287219,72.90460028027769,14.588726296067392
arengust,4.716358419645981,40.50255571126538,7.799703503954783
lapsega,4.710265112853128,210.61328969858,43.92598285415837
peategelane,4.699865843535758,64.80408913802461,13.00126968060848
venelased,4.692362775473903,97.20613370703691,19.92893035047117
omavalitsus,4.679272223734392,72.90460028027769,14.794037351666745
ühiskonna,4.673729133020722,291.61840112111076,61.60919124596033
veenda,4.663443918162032,56.70357799577153,11.373597497557943
suurendamise,4.658096553336914,40.50255571126538,7.909767162626601
kokkulepped,4.657543329155353,40.50255571126538,7.910825467036906
huve,4.623201158052408,72.90460028027769,14.98559044993212
juhte,4.613262421505248,48.603066853518456,9.752275140969243
vaesuse,4.601938650707559,48.603066853518456,9.778732751226892
küsimustes,4.600219509145616,105.30664484929,22.109037435701406
tuhandete,4.591963929128914,56.70357799577153,11.566208900233626
piiride,4.573346089574106,64.80408913802461,13.388609094780454
impeeriumi,4.5648360232579375,40.50255571126538,8.091795521199222
ühiskonnas,4.554698849554102,259.21635655209843,56.131407618216784
territooriumi,4.552853714521739,56.70357799577153,11.674155950084831
kodanikud,4.550207854062243,105.30664484929,22.363030494174833
ühiskonda,4.536599944897951,97.20613370703691,20.6475190450689
võimule,4.53003128635118,64.80408913802461,13.526188668120227
lootuse,4.514909241102464,40.50255571126538,8.192334440178286
postimehes,4.508161977874619,40.50255571126538,8.206092397512263
niinimetatud,4.497591786091293,64.80408913802461,13.630960804740516
majandus,4.495664082788139,121.50766713379615,26.25018259322855
keskmisest,4.485393284426697,105.30664484929,22.700629601062428
näib,4.47878780734627,186.31175627182074,40.82197601873105
teatavasti,4.459559464985095,89.10562256478384,19.205050133821906
reas,4.445673028186567,48.603066853518456,10.157605730116419
mailis,4.436255023693918,40.50255571126538,8.3553133193654
venemaal,4.406089470062742,226.81431198308613,50.704422602167924
oecd,4.3856508319554,40.50255571126538,8.463260369216608
tuletada,4.380976233397635,64.80408913802461,14.0204168277331
rahalise,4.347042740288207,56.70357799577153,12.2742145507283
riikidega,4.345764078207189,64.80408913802461,14.142121834918285
bakterid,4.336667612388677,40.50255571126538,8.570149114657507
lahendamiseks,4.329389416350169,97.20613370703691,21.683599062758418
moodustas,4.328751619831879,56.70357799577153,12.330304684474514
riigikogus,4.314878301908062,105.30664484929,23.637229004183183
rahaga,4.308220831833071,81.00511142253076,18.034565456023536
kingituse,4.305507995761055,56.70357799577153,12.402269384375318
võitlust,4.2939795396433595,56.70357799577153,12.43825173432572
käibemaksu,4.291275928292397,56.70357799577153,12.446718169608168
jõuluvana,4.290262951561776,56.70357799577153,12.449893082839086
senine,4.289912513190266,89.10562256478384,20.00406996360289
näitaja,4.281068625960951,89.10562256478384,20.047460444425433
lapsest,4.280544293821438,64.80408913802461,14.37283219636498
tava,4.276388333500703,72.90460028027769,16.2820133525569
arusaadavalt,4.2710171161123345,40.50255571126538,8.717253427690032
poliitikud,4.27084875871876,105.30664484929,23.89122206265661
reaalse,4.267957961699202,48.603066853518456,10.622201366240727
kerkib,4.263758946310876,56.70357799577153,12.533499131253254
tagajärg,4.263124082152302,40.50255571126538,8.735244602665235
seadus,4.261312962040254,194.41226741407382,44.8572907352276
jõul,4.25988248235515,40.50255571126538,8.742652733537376
toetused,4.2405359371893265,40.50255571126538,8.787101518770225
erakonna,4.224440020078757,210.61328969858,49.092624985271975
rahvaste,4.219122255513711,89.10562256478384,20.35648533223477
mäletab,4.2168879552211385,48.603066853518456,10.762955852811416
riigikohus,4.197866881752064,40.50255571126538,8.886582133338983
rahast,4.196971822642884,72.90460028027769,16.609029415341432
jõudude,4.167974242812818,40.50255571126538,8.957488528829481
liiduga,4.151891542559928,48.603066853518456,10.94710082020465
majandusliku,4.146660490584573,64.80408913802461,14.869176964798466
igapäevaelu,4.13942439931147,48.603066853518456,10.983083170155052
valimised,4.137816197865982,113.40715599154306,26.649163355913892
berliini,4.133132591466845,72.90460028027769,16.88101364879006
vajame,4.127026044670465,72.90460028027769,16.907471259047707
tegelda,4.112896126652512,40.50255571126538,9.09083488452803
kümned,4.094003844255103,40.50255571126538,9.137400278581492
kuuluda,4.086750954019608,40.50255571126538,9.155391453556692
rahvusvahelises,4.084264632242077,56.70357799577153,13.128266209845194
seisid,4.083346713932221,40.50255571126538,9.16385788883914
haridus,4.080361736355082,105.30664484929,25.053240305172533
missioon,4.067577526934953,48.603066853518456,11.19474405221624
rõivas,4.050868592428122,40.50255571126538,9.245347328432697
