LEMMA,Votmesus,Fookus suhteline sagedus,Referents suhteline sagedus
salasepitsus,6.879674753124171,4.050255571126538e-05,3.439489333494307e-07
lääne-ukraina,6.785178808461726,4.050255571126538e-05,3.672316303761614e-07
riigikirik,6.703772939016351,5.6703577995771534e-05,5.439684668972535e-07
donetski,6.62377182518736,0.00010530664484928998,1.0678291499986941e-06
naturalisatsioon,6.601918841583611,4.050255571126538e-05,4.1697193766054064e-07
etendusasutus,6.485878401419497,8.100511142253076e-05,9.037919664012733e-07
jäänud,6.414202532329574,6.480408913802461e-05,7.598625665996654e-07
neoliberalism,6.3603005940305914,4.860306685351846e-05,5.915921653610208e-07
lng,6.260734557860301,0.0001377086894183023,1.7959425842891812e-06
neoliberaalne,6.097266188196797,8.100511142253076e-05,1.1831843307220417e-06
pannoo,6.07822043250625,5.6703577995771534e-05,8.39235397372611e-07
maidan,6.038741239091789,5.6703577995771534e-05,8.625180943993416e-07
kihistumine,5.98317932887803,8.910562256478383e-05,1.408603170117207e-06
ndate,5.938183158415031,4.860306685351846e-05,7.926700033191495e-07
infosõda,5.938034999745746,0.00010530664484928998,1.7176280579265417e-06
eliitkool,5.889218525795042,0.00011340715599154307,1.913414373833141e-06
immuniteet,5.795012356054786,5.6703577995771534e-05,1.0212637559452326e-06
mariupol,5.793518109374456,4.050255571126538e-05,7.30230043111099e-07
luukas,5.735461007784683,9.720613370703692e-05,1.8245168033674418e-06
vaesusrisk,5.699102507482349,4.860306685351846e-05,9.355410987104515e-07
ebola,5.6908179356714825,8.910562256478383e-05,1.7250361887986832e-06
eetikakoodeks,5.653385128564509,0.00010530664484928998,2.0922678191748447e-06
eksamitöö,5.598261817975523,4.050255571126538e-05,8.360604841416931e-07
lepitusmenetlus,5.596740789852672,4.860306685351846e-05,1.0043308853803377e-06
nõuandev,5.450831454320296,0.00010530664484928998,2.407642533446015e-06
hughes,5.4249589291532905,4.860306685351846e-05,1.1313274146170506e-06
prominentne,5.390289912385246,4.860306685351846e-05,1.158843329285005e-06
ajateenistus,5.3372579473691,0.00036452300140138845,9.016753575806614e-06
kibestumine,5.308518051928045,5.6703577995771534e-05,1.4308275627336317e-06
lastetoetus,5.275116772327777,7.290460028027768e-05,1.8827235459342684e-06
vabakaubandus,5.250990874973697,4.050255571126538e-05,1.0635959323574703e-06
piimatootja,5.24383108340083,8.910562256478383e-05,2.3515523996998003e-06
keskmaa,5.226791180102366,4.050255571126538e-05,1.0815871073326714e-06
riigireform,5.22585039425821,0.00012150766713379614,3.246877930818626e-06
suletus,5.216943394146019,4.050255571126538e-05,1.088995238204813e-06
ida-ukraina,5.185835532153217,0.00011340715599154307,3.1156481839406892e-06
sotsiaalsüsteem,5.183876679115159,5.6703577995771534e-05,1.5599407007909565e-06
sakraalne,5.161924523319497,4.050255571126538e-05,1.1313274146170506e-06
postmodernistlik,5.156088188759164,4.860306685351846e-05,1.3630960804740516e-06
perepoliitika,5.133858241375699,4.050255571126538e-05,1.1535518072334754e-06
lapsetoetus,5.120682852627966,4.860306685351846e-05,1.3969618216038416e-06
elatisraha,5.0797373026290495,4.860306685351846e-05,1.4371773891954675e-06
castro,5.063679019803887,0.00012150766713379614,3.633159040580294e-06
representatsioon,5.023072056001543,4.050255571126538e-05,1.2456242909300922e-06
lastekaitsetöötaja,5.003189289609525,7.290460028027768e-05,2.2732378733371604e-06
kutsealune,4.95835561455553,4.050255571126538e-05,1.3027727290866128e-06
kontrolljoon,4.930499012201853,4.050255571126538e-05,1.3281720349339555e-06
annekteerimine,4.9276279763470985,8.100511142253076e-05,2.661635591919441e-06
andestamine,4.788300400103437,7.290460028027768e-05,2.63835289489271e-06
õnneks,4.787556551135739,5.6703577995771534e-05,2.053110555993525e-06
parlamendierakond,4.770700027029364,4.050255571126538e-05,1.4837427832489287e-06
e-residentsus,4.75636511095699,8.100511142253076e-05,2.997118089986424e-06
kibedus,4.736130627216936,4.050255571126538e-05,1.5197251331993308e-06
probiootiline,4.723128781483058,4.050255571126538e-05,1.533483090533308e-06
eelkool,4.689883977452971,7.290460028027768e-05,2.8246144711065556e-06
ideoloogiliselt,4.6636378268275465,4.050255571126538e-05,1.5980396595619703e-06
riigikogulane,4.6396713159457175,0.0001377086894183023,5.52434902179701e-06
kultuuripoliitika,4.5756130790303216,4.050255571126538e-05,1.6985785785410348e-06
katuseraha,4.550551156832604,6.480408913802461e-05,2.765349424129423e-06
krimm,4.549459073360213,0.0003807240236858946,1.6258730655530164e-05
manifest,4.505723212816369,0.00012150766713379614,5.348670489686224e-06
kuluhüvitis,4.481661224955989,4.050255571126538e-05,1.8128754548540764e-06
julgeolekuolukord,4.455786336263061,4.050255571126538e-05,1.8456828915735606e-06
fašist,4.442610947515328,4.860306685351846e-05,2.2351389145661466e-06
okupeerimine,4.439102161738189,5.6703577995771534e-05,2.6140118934556734e-06
koduturg,4.42874269501131,4.050255571126538e-05,1.8806069371136565e-06
maksukoormus,4.425408857440389,7.290460028027768e-05,3.3929239394408458e-06
oligarh,4.422839726602272,5.6703577995771534e-05,2.64364441694424e-06
ühemõtteliselt,4.417555299445998,4.860306685351846e-05,2.2742961777474663e-06
üksikvanem,4.389302103349126,6.480408913802461e-05,3.0923654869139585e-06
tegevustoetus,4.365656569738029,5.6703577995771534e-05,2.7505331623851395e-06
kapo,4.355601998054445,0.0001377086894183023,6.7265828319045585e-06
tulumaksuvaba,4.351295780769382,4.050255571126538e-05,1.9843207693236386e-06
keskvõim,4.350654725419625,4.860306685351846e-05,2.3822432275986723e-06
vandenõuteoreetik,4.337511965336282,4.050255571126538e-05,2.0033702487091455e-06
eston,4.318332948741551,4.860306685351846e-05,2.4362167525242756e-06
kreml,4.317414061275278,0.00036452300140138845,1.828326699244543e-05
valimisprogramm,4.283657063894019,4.050255571126538e-05,2.0795681662511735e-06
vkg,4.280601152899934,4.860306685351846e-05,2.5007733215529375e-06
tšehhoslovakkia,4.2732064927288125,5.6703577995771534e-05,2.9325615209577616e-06
puusepp,4.262831079144162,0.00011340715599154307,5.907455218327761e-06
objektiivsus,4.262520966641792,4.050255571126538e-05,2.1102589941500456e-06
idanaaber,4.247008827066415,7.290460028027768e-05,3.8395284005899525e-06
võetud,4.234576161195255,4.050255571126538e-05,2.1515328661519773e-06
agressioon,4.21681594195804,8.910562256478383e-05,4.792002369865299e-06
maksusüsteem,4.177218689384574,8.910562256478383e-05,4.9253487255638475e-06
läänelik,4.1721790876716325,5.6703577995771534e-05,3.1452807074292557e-06
regionaalpoliitika,4.160013891972964,4.860306685351846e-05,2.7187840300759615e-06
ükskõiksus,4.14648730418048,8.100511142253076e-05,4.573991661342276e-06
kirikukogu,4.1371709754165344,8.910562256478383e-05,5.063986603313926e-06
lääneriik,4.127775677835576,0.00015390971170280846,8.80403438933512e-06
ärakuulamine,4.126596892049765,4.050255571126538e-05,2.318744962980316e-06
kooseluseadus,4.123349382928785,0.00012960817827604922,7.436705091219845e-06
ostujõud,4.116862587378383,4.860306685351846e-05,2.801331774079825e-06
liberaalne,4.1147678387224005,0.00021061328969857997,1.215674276118434e-05
kaitsevõime,4.112064399520794,8.910562256478383e-05,5.152884173779625e-06
kuupmeeter,4.108439256873218,6.480408913802461e-05,3.756980656586089e-06
vandenõu,4.10114266623232,0.00011340715599154307,6.608052737950293e-06
diskursus,4.03716860501767,7.290460028027768e-05,4.440645305643727e-06
riigikontroll,4.013679824981981,0.00012960817827604922,8.024064038939643e-06
lõputunnistus,4.013299317254366,4.050255571126538e-05,2.5081814524250793e-06
halduskulu,4.007831104614853,4.050255571126538e-05,2.517706192117833e-06
donbass,3.996154190133484,4.860306685351846e-05,3.045800092860497e-06
legitiimsus,3.9903509842802856,4.050255571126538e-05,2.548397020016705e-06
mehike,3.961361917728531,6.480408913802461e-05,4.160194636912653e-06
paviljon,3.959528060813385,8.100511142253076e-05,5.206857698705228e-06
sõjalennuk,3.9542595398972056,4.050255571126538e-05,2.6129535890453674e-06
seadustama,3.951243688887126,4.860306685351846e-05,3.142105794198338e-06
ettevõtluskeskkond,3.9502721770383666,4.860306685351846e-05,3.1442224030189498e-06
astroloogia,3.9368354749532837,4.050255571126538e-05,2.644702721354546e-06
paroodia,3.930978074149104,4.860306685351846e-05,3.1865545794311874e-06
rubla,3.9243678704403973,0.0002349148231253392,1.5472410478672852e-05
tuulik,3.921268278850398,0.00021871380084083307,1.4436330460983336e-05
ülalpidamiskulu,3.876903003874117,4.050255571126538e-05,2.7568829888469753e-06
jõulukaart,3.8735839187271455,4.050255571126538e-05,2.763232815308811e-06
kiiev,3.8461576269713946,0.00014580920056055536,1.0138556250730912e-05
ideoloogiline,3.844050843393449,0.00014580920056055536,1.0153372512475194e-05
maksuvabastus,3.834877139135514,4.050255571126538e-05,2.8383724284405327e-06
varro,3.823624864505293,4.050255571126538e-05,2.8605968210569574e-06
kaitsekulutus,3.8151102250152276,4.050255571126538e-05,2.8775296916218524e-06
valitu,3.8061181461540894,4.050255571126538e-05,2.8955208665970538e-06
toetuv,3.8029578052607618,4.050255571126538e-05,2.901870693058889e-06
tavakodanik,3.7455380804726346,4.860306685351846e-05,3.623634300887541e-06
rkas,3.7396512373957203,4.050255571126538e-05,3.03204213552652e-06
jõukam,3.739021926571832,6.480408913802461e-05,4.853384025663044e-06
kapitalistlik,3.735879483506512,4.860306685351846e-05,3.6479753023245776e-06
solvamine,3.732117564710313,4.860306685351846e-05,3.657500042017331e-06
eitamine,3.730615539545081,4.050255571126538e-05,3.051091614912027e-06
leppimine,3.725176845844235,7.290460028027768e-05,5.512707673283645e-06
maailmaturg,3.7246230281633887,5.6703577995771534e-05,4.2893077749699774e-06
autoritaarne,3.7185844090566196,5.6703577995771534e-05,4.307298949945178e-06
majanduspoliitika,3.7027207729012415,5.6703577995771534e-05,4.354922648408945e-06
küüniline,3.695842178318763,4.860306685351846e-05,3.7506308301242538e-06
putin,3.687025340167131,0.0006480408913802461,5.0314966579175334e-05
äärmuslane,3.6221998726322773,4.050255571126538e-05,3.2892101072308636e-06
fsb,3.6212717960220226,4.860306685351846e-05,3.949592059261771e-06
euroopalik,3.6161266584685388,7.290460028027768e-05,5.945554177098775e-06
juhiluba,3.6076770937441713,0.00014580920056055536,1.1960956445277742e-05
väiksus,3.5975011034623057,4.860306685351846e-05,4.015206932700739e-06
alko,3.5788269254048024,5.6703577995771534e-05,4.745436975811838e-06
separatist,3.5702298823334186,4.050255571126538e-05,3.4098568100057408e-06
üürikorter,3.557007004264755,7.290460028027768e-05,6.19425571352067e-06
retoorika,3.551706056079509,8.910562256478383e-05,7.5986256659966535e-06
laenuvõtja,3.5335361046449334,4.860306685351846e-05,4.197235291273361e-06
tööjõumaks,3.530265921814701,4.860306685351846e-05,4.206760030966114e-06
mikroob,3.4776138021148637,6.480408913802461e-05,5.817499343451755e-06
toidupank,3.4671537596222293,6.480408913802461e-05,5.859831519863993e-06
ravikindlustus,3.4543689183915,5.6703577995771534e-05,5.1729919575754376e-06
keskkomitee,3.450144620200735,4.860306685351846e-05,4.446995132105563e-06
süvenev,3.4368843364883706,4.050255571126538e-05,3.740047786021194e-06
kodakondsus,3.4315192582489944,0.00024301533426759227,2.2523892764541335e-05
viletsus,3.42799867167267,4.860306685351846e-05,4.515784918775449e-06
cameron,3.419906881125396,4.860306685351846e-05,4.541184224622791e-06
singapur,3.4101894698229502,0.00010530664484928998,9.905729280463605e-06
vandenõuteooria,3.4047609644029584,5.6703577995771534e-05,5.353962011737754e-06
ivanov,3.4013113184764974,7.290460028027768e-05,6.900144755194733e-06
riigimets,3.3999566621667214,6.480408913802461e-05,6.139223884184762e-06
küberrünnak,3.3889729839132547,4.860306685351846e-05,4.639606534781244e-06
eksistentsiaalne,3.352835476796942,4.050255571126538e-05,3.9644083210060534e-06
okupeeritud,3.3424742762298782,4.050255571126538e-05,3.992982540084314e-06
kaheldav,3.3318073511780217,4.050255571126538e-05,4.02261506357288e-06
maksumäär,3.3280167682278194,4.050255571126538e-05,4.03319810767594e-06
takistamine,3.3229960645694514,5.6703577995771534e-05,5.6661618127780066e-06
maksuvaba,3.3205729501866292,5.6703577995771534e-05,5.67568655247076e-06
sotsiaal,3.3189597986496917,0.00011340715599154307,1.1364072757865191e-05
valimisliit,3.2947122524030146,0.00011340715599154307,1.1556684160540872e-05
sedastama,3.2943423780154255,4.050255571126538e-05,4.128445504603475e-06
väikeriik,3.2934797063725663,4.860306685351846e-05,4.957097857873026e-06
konkurentsieelis,3.292494427153196,4.050255571126538e-05,4.133737026655004e-06
täitemenetlus,3.2697743506531123,4.050255571126538e-05,4.199351900093973e-06
immigratsioon,3.248122693033203,4.050255571126538e-05,4.262850164712329e-06
terminal,3.245722867072208,0.0001377086894183023,1.4517819900576894e-05
preemia,3.243871663827563,0.00035642249025913533,3.76237800907865e-05
valimiskampaania,3.2418485421504224,7.290460028027768e-05,7.706572715847859e-06
nato,3.235860840746653,0.0005103322019619438,5.417036954591988e-05
seisak,3.2264383135136216,4.050255571126538e-05,4.327406733740991e-06
nihe,3.208397218683235,8.910562256478383e-05,9.640094873476814e-06
teatrimaja,3.206118329134026,4.050255571126538e-05,4.388788389538736e-06
riigikaitse,3.203969344863808,8.910562256478383e-05,9.66972739696538e-06
e-riik,3.183142794381629,5.6703577995771534e-05,6.242937716394744e-06
kesk-euroopa,3.1552483546183105,4.860306685351846e-05,5.455559235127124e-06
turumajandus,3.153514245095338,4.050255571126538e-05,4.551767268725851e-06
elatis,3.152325474434175,8.910562256478383e-05,1.0022142765597258e-05
kommunism,3.144027607657354,6.480408913802461e-05,7.330874650189251e-06
ossinovski,3.1349616410783483,7.290460028027768e-05,8.299223185619186e-06
varjamine,3.1313786732358655,4.860306685351846e-05,5.546573414413435e-06
parlamendiliige,3.118553171263367,8.100511142253076e-05,9.326836768026254e-06
ukraina,3.1072362102070317,0.0008424531587943199,9.776298651083188e-05
järeleandmine,3.1051917708854653,4.860306685351846e-05,5.648170637802805e-06
selgemalt,3.0856988608677667,4.050255571126538e-05,4.7708362816591804e-06
põhitöö,3.083726691402729,4.860306685351846e-05,5.73283499062728e-06
kangem,3.0820916076953817,5.6703577995771534e-05,6.695892004005686e-06
miinimumpalk,3.0784478613773594,5.6703577995771534e-05,6.7128248745705814e-06
mõeldav,3.078277286362966,6.480408913802461e-05,7.67270697471807e-06
näiline,3.0720027900717977,4.050255571126538e-05,4.8163433713023355e-06
konkureeriv,3.067571516168403,4.050255571126538e-05,4.831159633046619e-06
kondoom,3.0615507212895987,8.910562256478383e-05,1.0672999977935411e-05
põhjanaaber,3.060365907103564,5.6703577995771534e-05,6.797489227395057e-06
luure,3.0596922227388172,6.480408913802461e-05,7.772187589286828e-06
kaitsepolitsei,3.057807578393874,4.050255571126538e-05,4.863967069766103e-06
kirjaoskus,3.043439853695505,4.050255571126538e-05,4.912649072640177e-06
riigijuht,3.041620649816799,5.6703577995771534e-05,6.886386797860756e-06
välispoliitiline,3.0301373284934385,4.050255571126538e-05,4.958156162283332e-06
suurriik,3.027939437999955,5.6703577995771534e-05,6.952001671299724e-06
lääne-euroopa,3.0253550983368043,7.290460028027768e-05,8.954313615598564e-06
loosung,3.0232949348898113,8.910562256478383e-05,1.0959800473128321e-05
huviharidus,3.020054642076039,5.6703577995771534e-05,6.990100630070738e-06
kaire,3.010069047127069,6.480408913802461e-05,8.044171822735455e-06
ebaõiglus,2.9951519705441063,4.860306685351846e-05,6.095833403362218e-06
piletihind,2.987059549595385,4.050255571126538e-05,5.108435388546775e-06
ideoloogia,2.9834774371631885,0.00012150766713379614,1.5363405124411342e-05
tarbetu,2.97747745945063,4.860306685351846e-05,6.17097301649394e-06
barack,2.9695325127727314,4.050255571126538e-05,5.170875348754826e-06
valija,2.9669970059440445,0.00029971891226336384,3.833178574128117e-05
tuumarelv,2.965110229630231,4.050255571126538e-05,5.1867499149094155e-06
tervishoiutöötaja,2.948977844740367,7.290460028027768e-05,9.441133644339297e-06
demokraat,2.943904180144591,0.00011340715599154307,1.4737947217920529e-05
rahanduskomisjon,2.9353929240472847,4.050255571126538e-05,5.294696964760621e-06
toompea,2.932105906630479,0.0001377086894183023,1.8043031891305982e-05
alandamine,2.9282427175143666,5.6703577995771534e-05,7.449404744143516e-06
riigikogu,2.9278735606897657,0.0011826746267689491,0.00015541306095783768
aadu,2.9255807288900475,5.6703577995771534e-05,7.463162701477494e-06
rõhuasetus,2.924476422030623,4.050255571126538e-05,5.334912532352247e-06
erimeelsus,2.912470667593757,6.480408913802461e-05,8.607189769018215e-06
nsvl,2.91052072007693,6.480408913802461e-05,8.61883111753158e-06
puutumatus,2.9099134825902144,5.6703577995771534e-05,7.544652141071051e-06
soolestik,2.8988760594874576,6.480408913802461e-05,8.688679208611773e-06
põlevkivi,2.896277683799657,8.100511142253076e-05,1.0880427642355376e-05
obama,2.894583968052547,0.00010530664484928998,1.4161171314303791e-05
pereelu,2.8868598505151133,4.860306685351846e-05,6.571012083589585e-06
julgeolek,2.874215536989689,0.00028351788997885765,3.866832654375846e-05
maksumaksja,2.871789264122096,0.00016201022284506153,2.213337843713844e-05
eestlus,2.8697212790947466,4.050255571126538e-05,5.541281892361906e-06
etioopia,2.859288805175427,4.050255571126538e-05,5.581497459953531e-06
skt,2.8521940167020636,4.050255571126538e-05,5.6090133746214855e-06
ilmalik,2.837838723724994,4.050255571126538e-05,5.6651035083677e-06
tendents,2.8346082053961035,6.480408913802461e-05,9.084485058066194e-06
paradigma,2.8316532382612274,4.050255571126538e-05,5.689444509804737e-06
loodusvara,2.8172341783482637,4.050255571126538e-05,5.746592947961258e-06
juuresolek,2.8167028967952557,4.050255571126538e-05,5.74870955678187e-06
korras,2.8102294120759064,5.6703577995771534e-05,8.084387390327081e-06
lõppev,2.808530680229481,5.6703577995771534e-05,8.093912130019834e-06
päkapikk,2.807524967368335,9.720613370703692e-05,1.3884953863213941e-05
kuulumine,2.807305061104532,6.480408913802461e-05,9.258046981356368e-06
eurooplane,2.8045168518894763,0.00010530664484928998,1.5073429715987512e-05
põlisrahvas,2.8040104831920982,4.860306685351846e-05,6.959409802171866e-06
sotsiaalmaks,2.803822448647565,5.6703577995771534e-05,8.120369740277483e-06
vanadus,2.79849247339466,4.050255571126538e-05,5.821732561092979e-06
mõjukas,2.7967887864517422,4.860306685351846e-05,6.9943338477119614e-06
kapital,2.7924180749781273,0.00015390971170280846,2.2215926181142305e-05
mentaliteet,2.7864786509146358,4.050255571126538e-05,5.870414563967053e-06
hariduslik,2.7843994647635335,5.6703577995771534e-05,8.2304333989493e-06
sotsiaaldemokraat,2.7835069840416664,0.00012960817827604922,1.8824060546111766e-05
kink,2.781885704957866,0.00012960817827604922,1.8845226634317887e-05
sde,2.7755224515028862,5.6703577995771534e-05,8.281232010643986e-06
tööjõud,2.761882301812623,0.0001701107339873146,2.5079697915430182e-05
kasahstan,2.7581127732432575,5.6703577995771534e-05,8.38177092962305e-06
intellektuaalne,2.757543640315095,6.480408913802461e-05,9.582946435320293e-06
ebamäärane,2.7573843233207427,4.860306685351846e-05,7.188003554797949e-06
tõdemus,2.7556329965648416,6.480408913802461e-05,9.595646088243965e-06
sotsiaaltöötaja,2.7473826560195773,6.480408913802461e-05,9.650677917579873e-06
eco,2.7455380804726346,4.860306685351846e-05,7.247268601775082e-06
otsustaja,2.737921292734326,6.480408913802461e-05,9.714176182198229e-06
ida-euroopa,2.735147230633146,9.720613370703692e-05,1.4599309340170452e-05
vikipeedia,2.721097429385166,4.860306685351846e-05,7.371090217780876e-06
lääs,2.7164788159969953,0.0005832368022422214,8.873670819533251e-05
parasiit,2.71386586015409,4.860306685351846e-05,7.4081308721415846e-06
maagaas,2.7126297940717183,4.860306685351846e-05,7.41448069860342e-06
uno,2.7017569609283276,4.860306685351846e-05,7.470570832349635e-06
jõuluaeg,2.6972676658066366,4.860306685351846e-05,7.493853529376365e-06
palgatõus,2.694011475871065,4.860306685351846e-05,7.510786399941261e-06
nobel,2.6839118314018404,5.6703577995771534e-05,8.824142173130933e-06
tippjuht,2.6734643448698834,4.050255571126538e-05,6.348768157425338e-06
sierra,2.6672251350353013,4.860306685351846e-05,7.65154088651195e-06
avatus,2.6648326053976037,6.480408913802461e-05,1.0218987385914163e-05
arstiabi,2.6630408083870427,6.480408913802461e-05,1.0231687038837835e-05
poliitiliselt,2.6578274088331315,6.480408913802461e-05,1.0268727693198543e-05
demokraatia,2.644011954440257,0.0002673168676943515,4.2766081220463064e-05
õigustus,2.6387733657799632,4.050255571126538e-05,6.503280601330005e-06
propaganda,2.6374933405210825,8.910562256478383e-05,1.4319916975849683e-05
erakond,2.631466455918992,0.0008424531587943199,0.00013595507606995266
irl,2.6177968163229552,0.00015390971170280846,2.5074406393378653e-05
põhimõtteline,2.6131764919868052,7.290460028027768e-05,1.1915449355634586e-05
pedagoogiline,2.6116945246855745,5.6703577995771534e-05,9.277096460741876e-06
jõuliselt,2.6054130918671228,6.480408913802461e-05,1.0648658976498374e-05
kgb,2.6015265739306153,5.6703577995771534e-05,9.342711334180843e-06
sanktsioon,2.593104832829588,0.00015390971170280846,2.5507252897193782e-05
üldjoon,2.591287793937312,6.480408913802461e-05,1.0753431113118662e-05
üksmeel,2.589915938561025,4.860306685351846e-05,8.072746041813716e-06
trupp,2.583499756449901,4.860306685351846e-05,8.108728391764118e-06
talvik,2.576962022598341,4.050255571126538e-05,6.7879644877023035e-06
liitlane,2.572364230143742,0.00015390971170280846,2.5876601136390555e-05
vaesus,2.5707720140732,0.00015390971170280846,2.5905175355468813e-05
sots,2.567475231348689,0.00015390971170280846,2.5964440402445947e-05
eliit,2.5402206056517946,7.290460028027768e-05,1.2533499131253254e-05
narratiiv,2.537360710288065,6.480408913802461e-05,1.1162994919907063e-05
sõda,2.5363988946993863,0.0007047444693760176,0.0001214785300413777
poliitik,2.53139148143005,0.00048603066853518455,8.406958574588331e-05
mailis,2.530265921814701,4.050255571126538e-05,7.011266718276857e-06
võrdsus,2.5234380525789115,5.6703577995771534e-05,9.86233879964106e-06
tükike,2.518338273678573,4.860306685351846e-05,8.48336815301242e-06
tänuväärne,2.5179063937050175,4.050255571126538e-05,7.071590069664295e-06
toonane,2.509152758902604,0.00012150766713379614,2.134388334705021e-05
sisserändaja,2.5068654892346243,4.860306685351846e-05,8.551099635272e-06
kaasaeg,2.504062406934497,5.6703577995771534e-05,9.995685155339609e-06
solvuma,2.5030851574462627,4.050255571126538e-05,7.1446130739754055e-06
impeerium,2.5028714723328025,8.100511142253076e-05,1.4291342756771422e-05
tung,2.4996699878304205,4.050255571126538e-05,7.1615459445403e-06
poliitika,2.4989751926815584,0.0006237393579534868,0.00011034093442731798
haigekassa,2.49311580694473,0.00012960817827604922,2.3021295837385126e-05
korruptsioon,2.490443310219153,9.720613370703692e-05,1.7297985586450598e-05
demokraatlik,2.4667629795085433,0.00019441226741407383,3.5168513858876714e-05
printsiip,2.4631562252460144,8.910562256478383e-05,1.6159250040961408e-05
rmk,2.460432224602572,0.00011340715599154307,2.0605186868656664e-05
närviline,2.45134679457971,4.860306685351846e-05,8.886582133338984e-06
ärakasutamine,2.444456481896487,4.050255571126538e-05,7.440938308861069e-06
rahastamine,2.4440990973954757,0.00025111584540984537,4.614524720256993e-05
nafta,2.4422169084991703,0.00010530664484928998,1.937649544829147e-05
sisuline,2.4421288439048636,0.0001377086894183023,2.5340040800365444e-05
leiutis,2.4417573322955315,4.860306685351846e-05,8.945847180316117e-06
eestimaalane,2.4372926271493354,4.050255571126538e-05,7.477978963221776e-06
kommunistlik,2.4372926271493354,8.100511142253076e-05,1.4955957926443553e-05
olija,2.4368162992773468,4.860306685351846e-05,8.976538008214988e-06
majanduslikult,2.436290665355714,8.910562256478383e-05,1.6462983406719212e-05
oblast,2.435569518711101,7.290460028027768e-05,1.3476448360835847e-05
tervishoid,2.4346068348021985,0.00014580920056055536,2.6970887896646897e-05
venemaa,2.431467258764994,0.0017740119401534237,0.0003288606873716989
maksustama,2.4287426950113096,4.050255571126538e-05,7.522427748454626e-06
solidaarsus,2.42833681653321,6.480408913802461e-05,1.203927097164038e-05
kultuuriruum,2.4266468842316398,4.860306685351846e-05,9.040036272833344e-06
tsivilisatsioon,2.424846469002718,7.290460028027768e-05,1.3576987279814912e-05
rahvuspark,2.4215047830507848,9.720613370703692e-05,1.814462911469535e-05
piinamine,2.420646741998497,4.050255571126538e-05,7.5647599248668635e-06
ettekääne,2.4182267888883686,4.050255571126538e-05,7.577459577790535e-06
asenduma,2.4180029243459242,7.290460028027768e-05,1.3641543848843574e-05
insener,2.4137002886201016,0.00011340715599154307,2.1283559995662772e-05
näiliselt,2.406187539265454,4.860306685351846e-05,9.169149410890669e-06
õigusriik,2.4034149377262186,7.290460028027768e-05,1.3780181726593653e-05
ni,2.3984155601691577,4.050255571126538e-05,7.682231714410822e-06
usutav,2.3978194462397804,4.050255571126538e-05,7.685406627641742e-06
tähelepanuväärne,2.3960892727780965,5.6703577995771534e-05,1.0772480592504169e-05
