LEMMA,Votmesus,Fookus suhteline sagedus mil.,Referents suhteline sagedus mil.
giulietto,40.10203056940902,40.50255571126538,0.03492404554009604
fukuyama,40.0060513238152,56.70357799577153,0.4423712435078832
piontkovski,39.73632436368127,40.50255571126538,0.04444878523284951
puupõld,39.690079031894875,48.603066853518456,0.24975984083220198
eliitkool,39.26909849113536,113.40715599154306,1.9134143738331406
infosõda,39.11743718542499,105.30664484929,1.7176280579265417
koolivalik,37.95451268538982,48.603066853518456,0.3069082789887228
neoliberaalne,37.56215646500601,81.00511142253076,1.1831843307220415
kihistumine,37.409907818231076,89.10562256478384,1.408603170117207
jäänud,37.39160681459836,64.80408913802461,0.7598625665996653
riigikirik,37.37354695574332,56.70357799577153,0.5439684668972535
puusepa,36.505988696669064,48.603066853518456,0.35876519509371385
ajateenistus,36.4911643912488,364.52300140138846,9.016753575806614
chiesa,35.89098983929826,48.603066853518456,0.38204789212044454
luukas,34.76918019746022,97.20613370703691,1.8245168033674417
eetikakoodeks,34.37821400529834,105.30664484929,2.0922678191748445
kibestunu,34.163099138255255,40.50255571126538,0.21483579529210595
riigipidamine,34.133363852512375,40.50255571126538,0.21589409970241188
ebola,33.06584438590755,89.10562256478384,1.7250361887986831
pannoo,31.373677386919802,56.70357799577153,0.8392353973726109
nõuandev,31.19653655155732,105.30664484929,2.407642533446015
neoliberalism,31.16568925951391,48.603066853518456,0.5915921653610208
maidan,30.98148585470834,56.70357799577153,0.8625180943993416
salasepitsus,30.881051118386946,40.50255571126538,0.3439489333494307
lääne-ukraina,30.355175223562473,40.50255571126538,0.3672316303761614
naturalisatsioon,29.28961019495364,40.50255571126538,0.41697193766054064
riigireform,28.846524230137607,121.50766713379615,3.2468779308186257
immuniteet,28.54826730358442,56.70357799577153,1.0212637559452327
ida-ukraina,27.798089360009254,113.40715599154306,3.115648183940689
ndate,27.66993744619913,48.603066853518456,0.7926700033191495
piimatootja,26.88474229818237,89.10562256478384,2.3515523996998002
castro,26.441498351511868,121.50766713379615,3.6331590405802943
lastetoetus,25.63707518347056,72.90460028027769,1.8827235459342684
vaesusrisk,25.62749346245675,48.603066853518456,0.9355410987104515
lepitusmenetlus,24.747943174116127,48.603066853518456,1.0043308853803377
mariupol,23.98672701153674,40.50255571126538,0.7302300431110991
kibestumine,23.738244078029094,56.70357799577153,1.4308275627336318
hughes,23.27332089538714,48.603066853518456,1.1313274146170504
prominentne,22.97668671952525,48.603066853518456,1.158843329285005
eksamitöö,22.60413318064882,40.50255571126538,0.8360604841416931
lastekaitsetöötaja,22.57843857981816,72.90460028027769,2.2732378733371603
sotsiaalsüsteem,22.540982288356364,56.70357799577153,1.5599407007909565
annekteerimine,22.395759863024335,81.00511142253076,2.6616355919194405
krimm,22.11773457184001,380.72402368589457,16.258730655530165
riigikogulane,21.260157749822152,137.7086894183023,5.52434902179701
postmodernistlik,20.990710984365805,48.603066853518456,1.3630960804740515
lapsetoetus,20.694141394512627,48.603066853518456,1.3969618216038417
e-residentsus,20.51605921475522,81.00511142253076,2.997118089986424
elatisraha,20.35266988501516,48.603066853518456,1.4371773891954673
andestamine,20.312653119498194,72.90460028027769,2.63835289489271
vabakaubandus,20.111764643697704,40.50255571126538,1.0635959323574704
keskmaa,19.937938491772467,40.50255571126538,1.0815871073326713
suletus,19.867233276668827,40.50255571126538,1.088995238204813
sakraalne,19.472632607563213,40.50255571126538,1.1313274146170504
eelkool,19.323411768322693,72.90460028027769,2.8246144711065555
manifest,19.296586164428728,121.50766713379615,5.348670489686224
perepoliitika,19.271677408393046,40.50255571126538,1.1535518072334754
kreml,18.955449900921288,364.52300140138846,18.28326699244543
õnneks,18.899930722290527,56.70357799577153,2.0531105559935248
representatsioon,18.481522434047,40.50255571126538,1.245624290930092
kutsealune,18.02286225950193,40.50255571126538,1.302772729086613
kapo,17.952139054996888,137.7086894183023,6.726582831904559
kontrolljoon,17.826240968675968,40.50255571126538,1.3281720349339554
katuseraha,17.47622377788723,64.80408913802461,2.7653494241294228
maksukoormus,16.823555631533345,72.90460028027769,3.3929239394408457
parlamendierakond,16.70968346286519,40.50255571126538,1.4837427832489287
puusepp,16.5628516400632,113.40715599154306,5.907455218327761
kibedus,16.471064706398746,40.50255571126538,1.5197251331993307
probiootiline,16.381619386505925,40.50255571126538,1.533483090533308
liberaalne,16.08401817529577,210.61328969858,12.15674276118434
üksikvanem,16.07971950414607,64.80408913802461,3.0923654869139585
ideoloogiliselt,15.974565884133852,40.50255571126538,1.5980396595619704
okupeerimine,15.966626479636757,56.70357799577153,2.6140118934556735
oligarh,15.836775325119381,56.70357799577153,2.6436444169442397
lääneriik,15.80060876482849,153.90971170280844,8.80403438933512
agressioon,15.556903607910535,89.10562256478384,4.792002369865299
kooseluseadus,15.480946277472032,129.60817827604922,7.436705091219845
tegevustoetus,15.38543334971477,56.70357799577153,2.75053316238514
kultuuripoliitika,15.37941345910461,40.50255571126538,1.6985785785410348
fašist,15.332592560455957,48.603066853518456,2.2351389145661464
idanaaber,15.271033489806259,72.90460028027769,3.839528400589953
maksusüsteem,15.206804989559416,89.10562256478384,4.925348725563848
ühemõtteliselt,15.149230295850208,48.603066853518456,2.2742961777474666
vandenõu,15.037639713097706,113.40715599154306,6.608052737950294
kirikukogu,14.859139450529419,89.10562256478384,5.063986603313926
kuluhüvitis,14.754494600763763,40.50255571126538,1.8128754548540764
ükskõiksus,14.712097973031964,81.00511142253076,4.5739916613422755
tšehhoslovakkia,14.673280427592148,56.70357799577153,2.9325615209577616
keskvõim,14.665730261136684,48.603066853518456,2.3822432275986722
kaitsevõime,14.644452913442917,89.10562256478384,5.152884173779625
julgeolekuolukord,14.584392320788755,40.50255571126538,1.8456828915735606
riigikontroll,14.473321300964097,129.60817827604922,8.024064038939642
eston,14.435371929631506,48.603066853518456,2.4362167525242753
koduturg,14.407573340377564,40.50255571126538,1.8806069371136565
rubla,14.32181546415339,234.9148231253392,15.472410478672852
tuulik,14.233551257287392,218.71380084083304,14.436330460983337
vkg,14.169174150217362,48.603066853518456,2.5007733215529377
läänelik,13.92030650478121,56.70357799577153,3.1452807074292557
tulumaksuvaba,13.906868235438191,40.50255571126538,1.9843207693236387
kuupmeeter,13.833163068871883,64.80408913802461,3.7569806565860895
vandenõuteoreetik,13.818661128811295,40.50255571126538,2.0033702487091456
diskursus,13.583793121675193,72.90460028027769,4.440645305643727
valimisprogramm,13.47674526775855,40.50255571126538,2.0795681662511734
objektiivsus,13.343761979091058,40.50255571126538,2.110258994150046
regionaalpoliitika,13.33851776611648,48.603066853518456,2.7187840300759616
paviljon,13.212017320718873,81.00511142253076,5.206857698705228
kiiev,13.180271954089362,145.80920056055538,10.138556250730911
võetud,13.169006154754152,40.50255571126538,2.1515328661519773
ideoloogiline,13.162763137010565,145.80920056055538,10.153372512475194
ostujõud,13.048865450721069,48.603066853518456,2.801331774079825
mehike,12.7522494340243,64.80408913802461,4.160194636912653
putin,12.648179169693549,648.0408913802461,50.31496657917533
ärakuulamine,12.505497160587792,40.50255571126538,2.318744962980316
donbass,12.260385020271146,48.603066853518456,3.0458000928604974
seadustama,11.975325913450895,48.603066853518456,3.1421057941983377
ettevõtluskeskkond,11.969209668232095,48.603066853518456,3.14422240301895
paroodia,11.848183491318023,48.603066853518456,3.186554579431187
lõputunnistus,11.830219238681671,40.50255571126538,2.508181452425079
halduskulu,11.798187069818583,40.50255571126538,2.5177061921178328
legitiimsus,11.696142082508567,40.50255571126538,2.548397020016705
sõjalennuk,11.487154398302524,40.50255571126538,2.6129535890453672
astroloogia,11.387089396372236,40.50255571126538,2.6447027213545455
leppimine,11.347753344349893,72.90460028027769,5.512707673283645
juhiluba,11.327034480857666,145.80920056055538,11.960956445277741
jõukam,11.242059097697872,64.80408913802461,4.853384025663043
ülalpidamiskulu,11.047071690673796,40.50255571126538,2.7568829888469755
jõulukaart,11.028431603389832,40.50255571126538,2.763232815308811
maailmaturg,10.909476334282527,56.70357799577153,4.289307774969977
autoritaarne,10.87249437802398,56.70357799577153,4.307298949945179
maksuvabastus,10.812540076557182,40.50255571126538,2.838372428440533
majanduspoliitika,10.775800470790445,56.70357799577153,4.354922648408945
varro,10.750295261317335,40.50255571126538,2.8605968210569577
tavakodanik,10.728155305015534,48.603066853518456,3.6236343008875407
kaitsekulutus,10.703349558080657,40.50255571126538,2.8775296916218527
kapitalistlik,10.671972983313966,48.603066853518456,3.6479753023245776
valitu,10.653916929861062,40.50255571126538,2.8955208665970535
solvamine,10.650148450032775,48.603066853518456,3.6575000420173307
euroopalik,10.640562062557889,72.90460028027769,5.945554177098774
toetuv,10.636578958163595,40.50255571126538,2.901870693058889
retoorika,10.47907259425275,89.10562256478384,7.598625665996654
küüniline,10.44136423714092,48.603066853518456,3.7506308301242535
kodakondsus,10.373084791281146,243.0153342675923,22.523892764541333
rkas,10.293185020460063,40.50255571126538,3.03204213552652
üürikorter,10.272723576030748,72.90460028027769,6.19425571352067
eitamine,10.24478329704885,40.50255571126538,3.051091614912027
alko,10.043374984131287,56.70357799577153,4.745436975811838
fsb,10.021647493291947,48.603066853518456,3.9495920592617706
väiksus,9.890532438470432,48.603066853518456,4.015206932700739
singapur,9.747779549206898,105.30664484929,9.905729280463605
äärmuslane,9.67603700301351,40.50255571126538,3.2892101072308635
mikroob,9.652232559615834,64.80408913802461,5.817499343451756
toidupank,9.592668412843071,64.80408913802461,5.859831519863993
laenuvõtja,9.544125688672707,48.603066853518456,4.19723529127336
tööjõumaks,9.526666594679726,48.603066853518456,4.206760030966114
separatist,9.411315945020753,40.50255571126538,3.4098568100057407
ivanov,9.354841280810936,72.90460028027769,6.900144755194733
ravikindlustus,9.347748772774317,56.70357799577153,5.172991957575438
nato,9.268239567189184,510.3322019619438,54.170369545919876
preemia,9.253948977003333,356.4224902591354,37.6237800907865
sotsiaal,9.253193363713015,113.40715599154306,11.364072757865191
riigimets,9.217260896355665,64.80408913802461,6.139223884184761
valimisliit,9.111255370352092,113.40715599154306,11.556684160540872
keskkomitee,9.106501043327379,48.603066853518456,4.446995132105562
vandenõuteooria,9.081511329336717,56.70357799577153,5.353962011737754
viletsus,8.992929852045565,48.603066853518456,4.515784918775449
cameron,8.95170866781552,48.603066853518456,4.541184224622791
terminal,8.938671173335736,137.7086894183023,14.517819900576894
küberrünnak,8.795483611773374,48.603066853518456,4.639606534781244
süvenev,8.7557251708854,40.50255571126538,3.740047786021194
takistamine,8.65619221621093,56.70357799577153,5.6661618127780065
maksuvaba,8.643841729569324,56.70357799577153,5.67568655247076
ukraina,8.540174700993006,842.45315879432,97.76298651083188
valimiskampaania,8.488368809664362,72.90460028027769,7.70657271584786
nihe,8.468498038433417,89.10562256478384,9.640094873476814
riigikaitse,8.444978883941417,89.10562256478384,9.66972739696538
eksistentsiaalne,8.360020575997817,40.50255571126538,3.9644083210060534
väikeriik,8.326716806903214,48.603066853518456,4.957097857873026
okupeeritud,8.312177216338622,40.50255571126538,3.992982540084314
kaheldav,8.263136869131712,40.50255571126538,4.02261506357288
maksumäär,8.245762400643718,40.50255571126538,4.03319810767594
elatis,8.17496420442176,89.10562256478384,10.022142765597257
sedastama,8.09261903514646,40.50255571126538,4.128445504603475
konkurentsieelis,8.084277690068447,40.50255571126538,4.133737026655004
täitemenetlus,7.982255578914608,40.50255571126538,4.199351900093973
e-riik,7.966874803459467,56.70357799577153,6.242937716394744
ossinovski,7.947395046348355,72.90460028027769,8.299223185619187
parlamendiliige,7.940971012191588,81.00511142253076,9.326836768026254
kommunism,7.898821180382272,64.80408913802461,7.3308746501892506
immigratsioon,7.885946666226995,40.50255571126538,4.2628501647123285
seisak,7.790386164512281,40.50255571126538,4.327406733740991
kondoom,7.719148696573604,89.10562256478384,10.672999977935412
teatrimaja,7.701648814385505,40.50255571126538,4.388788389538735
kesk-euroopa,7.6837753394949155,48.603066853518456,5.455559235127124
valija,7.645696898723326,299.7189122633638,38.33178574128117
mõeldav,7.587491348416479,64.80408913802461,7.67270697471807
varjamine,7.576951133597397,48.603066853518456,5.546573414413435
riigikogu,7.567620117657677,1182.674626768949,155.4130609578377
loosung,7.534040619426399,89.10562256478384,10.959800473128322
luure,7.501445730411521,64.80408913802461,7.772187589286828
kangem,7.497971380801213,56.70357799577153,6.695892004005686
ideoloogia,7.486685454669586,121.50766713379615,15.36340512441134
miinimumpalk,7.481510203352599,56.70357799577153,6.712824874570582
turumajandus,7.4755575481445495,40.50255571126538,4.55176726872585
järeleandmine,7.4611603034774205,48.603066853518456,5.648170637802806
lääne-euroopa,7.424379332841999,72.90460028027769,8.954313615598563
põhjanaaber,7.400276718952112,56.70357799577153,6.797489227395057
põhitöö,7.367337373122978,48.603066853518456,5.73283499062728
riigijuht,7.316858718041078,56.70357799577153,6.886386797860756
toompea,7.283960359360065,137.7086894183023,18.043031891305983
kaire,7.275855703294437,64.80408913802461,8.044171822735455
demokraat,7.269509447920222,113.40715599154306,14.73794721792053
suurriik,7.256484641349441,56.70357799577153,6.952001671299724
huviharidus,7.221883761839514,56.70357799577153,6.990100630070738
selgemalt,7.191774932719618,40.50255571126538,4.7708362816591805
julgeolek,7.172419780930351,283.5178899788577,38.66832654375846
näiline,7.135506462021782,40.50255571126538,4.816343371302336
konkureeriv,7.1173760148942185,40.50255571126538,4.831159633046619
tervishoiutöötaja,7.078216101595958,72.90460028027769,9.441133644339297
kaitsepolitsei,7.07755606699217,40.50255571126538,4.863967069766103
maksumaksja,7.0465376809538585,162.01022284506152,22.133378437138443
kirjaoskus,7.01928276164938,40.50255571126538,4.912649072640177
obama,7.011769911800621,105.30664484929,14.161171314303791
ebaõiglus,6.990449751824083,48.603066853518456,6.095833403362218
välispoliitiline,6.965671019834505,40.50255571126538,4.958156162283332
tarbetu,6.917201715782022,48.603066853518456,6.17097301649394
põlevkivi,6.902538687258289,81.00511142253076,10.880427642355375
erimeelsus,6.849462821087723,64.80408913802461,8.607189769018214
nsvl,6.84117314608924,64.80408913802461,8.618831117531581
alandamine,6.829306885288843,56.70357799577153,7.449404744143516
aadu,6.818204970311829,56.70357799577153,7.4631627014774935
piletihind,6.794302152901879,40.50255571126538,5.108435388546775
soolestik,6.791853432357913,64.80408913802461,8.688679208611772
puutumatus,6.753180473949468,56.70357799577153,7.544652141071051
barack,6.725554052820054,40.50255571126538,5.170875348754826
tuumarelv,6.708296970473722,40.50255571126538,5.186749914909415
kapital,6.672562209843585,153.90971170280844,22.215926181142304
eurooplane,6.61381215631606,105.30664484929,15.073429715987512
päkapikk,6.597678072065745,97.20613370703691,13.88495386321394
rahanduskomisjon,6.593257140670579,40.50255571126538,5.294696964760621
sotsiaaldemokraat,6.588366594838025,129.60817827604922,18.824060546111767
kink,6.5813397187508835,129.60817827604922,18.845226634317886
tööjõud,6.561070398214854,170.1107339873146,25.07969791543018
pereelu,6.551708847623519,48.603066853518456,6.5710120835895856
rõhuasetus,6.551401538586811,40.50255571126538,5.334912532352247
tendents,6.525280047431914,64.80408913802461,9.084485058066194
lääs,6.510566455931237,583.2368022422215,88.73670819533251
kuulumine,6.4148750008282445,64.80408913802461,9.258046981356369
korras,6.351950386573501,56.70357799577153,8.08438739032708
lõppev,6.345297510109731,56.70357799577153,8.093912130019834
eestlus,6.344712916244582,40.50255571126538,5.541281892361905
sotsiaalmaks,6.326890207196351,56.70357799577153,8.120369740277482
etioopia,6.305944196407608,40.50255571126538,5.581497459953531
ida-euroopa,6.295543704242218,97.20613370703691,14.599309340170452
skt,6.279690077589279,40.50255571126538,5.609013374621485
hariduslik,6.251448388364942,56.70357799577153,8.2304333989493
põlisrahvas,6.2320031367128985,48.603066853518456,6.959409802171866
ilmalik,6.226843387977549,40.50255571126538,5.6651035083677
intellektuaalne,6.217936520816666,64.80408913802461,9.582946435320293
sde,6.21723257533002,56.70357799577153,8.281232010643986
tõdemus,6.21048387139273,64.80408913802461,9.595646088243964
mõjukas,6.204778008828743,48.603066853518456,6.994333847711962
paradigma,6.204185661520171,40.50255571126538,5.689444509804737
sotsiaaltöötaja,6.1783944315327775,64.80408913802461,9.650677917579873
erakond,6.158611882070794,842.45315879432,135.95507606995267
loodusvara,6.15163179865579,40.50255571126538,5.746592947961258
kasahstan,6.15060615193362,56.70357799577153,8.38177092962305
juuresolek,6.1497024523094055,40.50255571126538,5.748709556781869
otsustaja,6.141777773578068,64.80408913802461,9.71417618219823
demokraatia,6.130703508563123,267.3168676943515,42.766081220463064
vanadus,6.083873171453651,40.50255571126538,5.821732561092979
ebamäärane,6.058017259219728,48.603066853518456,7.188003554797949
mentaliteet,6.0407644000017005,40.50255571126538,5.870414563967053
eco,6.01448421879242,48.603066853518456,7.247268601775081
irl,5.941063791279493,153.90971170280844,25.074406393378652
vikipeedia,5.925520519198026,48.603066853518456,7.371090217780877
parasiit,5.899416601359865,48.603066853518456,7.408130872141585
maagaas,5.894964719777805,48.603066853518456,7.41448069860342
propaganda,5.881599926868164,89.10562256478384,14.319916975849683
nobel,5.873650541580214,56.70357799577153,8.824142173130934
avatus,5.865421439072477,64.80408913802461,10.218987385914163
arstiabi,5.858789415203782,64.80408913802461,10.231687038837833
uno,5.85592964574256,48.603066853518456,7.470570832349635
sanktsioon,5.844050015428349,153.90971170280844,25.50725289719378
jõuluaeg,5.839877822470574,48.603066853518456,7.4938535293763655
poliitiliselt,5.839531394279936,64.80408913802461,10.268727693198542
palgatõus,5.828258931966711,48.603066853518456,7.510786399941261
liitlane,5.763738908677064,153.90971170280844,25.876601136390555
sõda,5.762189251761852,704.7444693760176,121.4785300413777
vaesus,5.757617620259111,153.90971170280844,25.905175355468813
sots,5.744962973114641,153.90971170280844,25.96444040244595
sierra,5.733437257500723,48.603066853518456,7.651540886511951
poliitik,5.72508569619728,486.0306685351846,84.06958574588332
põhimõtteline,5.722185751751296,72.90460028027769,11.915449355634586
jõuliselt,5.649069929061099,64.80408913802461,10.648658976498375
tippjuht,5.647552735669092,40.50255571126538,6.348768157425338
pedagoogiline,5.614774388485799,56.70357799577153,9.277096460741875
poliitika,5.611048274085657,623.7393579534869,110.34093442731799
üldjoon,5.598713133612276,64.80408913802461,10.753431113118662
kgb,5.579153872840997,56.70357799577153,9.342711334180844
õigustus,5.531254649320829,40.50255571126538,6.5032806013300055
toonane,5.482827905560531,121.50766713379615,21.343883347050213
üksmeel,5.467260587358224,48.603066853518456,8.072746041813716
eliit,5.460864153721185,72.90460028027769,12.533499131253254
trupp,5.445663183718191,48.603066853518456,8.108728391764117
haigekassa,5.437182871407772,129.60817827604922,23.021295837385125
narratiiv,5.410187998214458,64.80408913802461,11.162994919907062
demokraatlik,5.4028282217107035,194.41226741407382,35.168513858876715
venemaa,5.381095741649492,1774.0119401534237,328.86068737169893
korruptsioon,5.367046183474817,97.20613370703691,17.2979855864506
impeerium,5.362845678559959,81.00511142253076,14.291342756771423
rahastamine,5.347640756375169,251.11584540984535,46.14524720256993
talvik,5.329063297194098,40.50255571126538,6.787964487702303
võrdsus,5.3122609283443,56.70357799577153,9.86233879964106
rmk,5.295356003493642,113.40715599154306,20.605186868656663
sisuline,5.266077242233347,137.7086894183023,25.340040800365443
printsiip,5.2511399012013795,89.10562256478384,16.159250040961407
tervishoid,5.248642842623334,145.80920056055538,26.970887896646897
kaasaeg,5.2478383275416105,56.70357799577153,9.99568515533961
tükike,5.230532660251294,48.603066853518456,8.483368153012421
nafta,5.2171211246340015,105.30664484929,19.376495448291468
sisserändaja,5.193440415000532,48.603066853518456,8.551099635272001
mailis,5.1805235265206795,40.50255571126538,7.011266718276857
majanduslikult,5.159806916503969,89.10562256478384,16.462983406719214
tänuväärne,5.1418066766355865,40.50255571126538,7.071590069664295
kommunistlik,5.139466511542062,81.00511142253076,14.955957926443553
insener,5.134150737755145,113.40715599154306,21.283559995662774
rahvuspark,5.1296963299045695,97.20613370703691,18.144629114695352
parlament,5.120751689149939,599.4378245267276,116.25579777651788
oblast,5.105161047665323,72.90460028027769,13.476448360835848
solvuma,5.095706245871774,40.50255571126538,7.144613073975405
reform,5.0857075047844384,186.31175627182074,35.83101241972823
tung,5.085134114699027,40.50255571126538,7.1615459445403005
tsivilisatsioon,5.069950248403872,72.90460028027769,13.576987279814912
asenduma,5.0475961444540465,72.90460028027769,13.641543848843575
solidaarsus,5.046607995274006,64.80408913802461,12.03927097164038
närviline,5.0172108201326475,48.603066853518456,8.886582133338983
õigusriik,5.00024977008928,72.90460028027769,13.780181726593653
leiutis,4.98731439908791,48.603066853518456,8.945847180316116
olija,4.9719719217902805,48.603066853518456,8.97653800821499
kultuuriruum,4.940526658029717,48.603066853518456,9.040036272833344
venelane,4.922894611436561,324.02044569012304,65.02222296919699
partei,4.919880203095337,332.1209568323761,66.70916019922466
ärakasutamine,4.916817798288743,40.50255571126538,7.440938308861068
üksikisik,4.910430296730601,89.10562256478384,17.349842502555592
tootlikkus,4.906434480673707,64.80408913802461,12.411794124068072
revolutsioon,4.904087352670769,105.30664484929,20.67715156855747
tank,4.902513398075952,89.10562256478384,17.379475026044158
tähelepanuväärne,4.9015649286789085,56.70357799577153,10.77248059250417
eestimaalane,4.895336010068808,40.50255571126538,7.477978963221776
näiliselt,4.8777990025789135,48.603066853518456,9.16914941089067
indiviid,4.872599408435121,64.80408913802461,12.504924912174994
maksustama,4.869804348742183,40.50255571126538,7.522427748454626
piinamine,4.845734857175291,40.50255571126538,7.5647599248668635
ettekääne,4.838560337693368,40.50255571126538,7.577459577790535
teadagi,4.824080450623382,48.603066853518456,9.282387982793406
luterlik,4.809284183453354,64.80408913802461,12.682720053106392
venekeelne,4.797896749992393,145.80920056055538,29.598657747436548
ni,4.780171397911344,40.50255571126538,7.682231714410823
vaenlane,4.778984275480726,178.2112451295677,36.499860807041586
usutav,4.778424026709518,40.50255571126538,7.685406627641741
lisandväärtus,4.765069836547615,40.50255571126538,7.709747629078778
aktsioon,4.761043702595647,64.80408913802461,12.82135793085647
kirjas,4.742510322788897,72.90460028027769,14.583434774015862
näiteks,4.730944557748445,1312.2828050449984,276.5942074599194
sõnavabadus,4.722004996585842,56.70357799577153,11.220143358063583
mõnikümmend,4.71182504397269,40.50255571126538,7.80816993923723
sooline,4.69086086385426,137.7086894183023,28.569985860619173
reps,4.683070351491465,56.70357799577153,11.321740581452953
paratamatu,4.675853150319624,48.603066853518456,9.608345741167636
tööelu,4.656437274924442,40.50255571126538,7.912942075857518
ülalpidamine,4.654779178206869,40.50255571126538,7.916116989088436
riigikohus,4.65371314053604,105.30664484929,21.843403028714615
rahvuslik,4.614285675175931,210.61328969858,44.860465648458515
lapsevanem,4.613697916165429,372.6235125436415,79.98135580887147
sekkumine,4.610804791432421,121.50766713379615,25.569692857401833
ratsionaalne,4.599229212777018,48.603066853518456,9.785082577688728
lastekodu,4.576021856256232,40.50255571126538,8.069571128582798
lennart,4.571417374499119,48.603066853518456,9.850697451127695
mõistlikum,4.570850154540159,72.90460028027769,15.168677112915047
põhja-korea,4.550838761558788,97.20613370703691,20.579787562809322
moldova,4.539538924820628,48.603066853518456,9.926895368669722
ühiskondlik,4.529912502274126,186.31175627182074,40.3499722517346
reformierakond,4.504887945184561,267.3168676943515,58.56127454427922
niinimetatud,4.496290861425534,64.80408913802461,13.63519402238174
teatavasti,4.458858823819606,89.10562256478384,19.20822504705282
kultuuriministeerium,4.437884585862091,64.80408913802461,13.82780542505742
ühiskond,4.420152115452694,899.1567367900915,202.64836170302274
swedbank,4.414775658316836,113.40715599154306,24.914602427422455
geniaalne,4.406385927468489,48.603066853518456,10.257086344685177
kakskümmend,4.396998694566897,113.40715599154306,25.019374564042742
viisteist,4.391052540348522,40.50255571126538,8.451619020703243
äratundmine,4.384129179354018,48.603066853518456,10.314234782841698
arvestamine,4.347587232501881,64.80408913802461,14.135772008456449
bürokraatia,4.346280184633299,40.50255571126538,8.548983026451388
põder,4.3309373536470135,89.10562256478384,19.805108734465374
riik,4.296605140478275,4285.170394251877,996.5713974439745
pistmine,4.2949942723937,56.70357799577153,12.435076821094803
arusaadavalt,4.274741607135988,40.50255571126538,8.708786992407585
sall,4.2521210583636995,56.70357799577153,12.570539785613963
laienemine,4.250795058004609,56.70357799577153,12.574773003255187
savisaar,4.248875557138388,145.80920056055538,33.552483024339544
iroonia,4.248345473713096,40.50255571126538,8.769110343795024
tegelikkus,4.225814136218929,194.41226741407382,45.24251354057896
kultuuriline,4.192943841693624,105.30664484929,24.353701089960307
oecd,4.190241661034195,40.50255571126538,8.904573308314184
kaasamine,4.1576987118708395,137.7086894183023,32.36189056274536
katkestus,4.156488456877274,40.50255571126538,8.985004443497436
sõdima,4.154286905451537,40.50255571126538,8.990295965548965
hitler,4.1468770507042,72.90460028027769,16.821748601812928
sotsiaalministeerium,4.144610867687039,81.00511142253076,18.78596158734075
maailmavaade,4.12995493359556,72.90460028027769,16.894771606124035
järeltulija,4.11446842950872,56.70357799577153,13.024552377635212
konkurentsivõime,4.1085705968307735,81.00511142253076,18.959523510630927
soome-ugri,4.082813349210783,48.603066853518456,11.149236962573084
riigieelarve,4.079533166109862,105.30664484929,25.058531827224062
varisema,4.050868592428122,40.50255571126538,9.245347328432697
aegne,4.038488123237778,48.603066853518456,11.282583318271634
riigiasutus,4.035296649002624,56.70357799577153,13.299711524314755
usuline,4.029461169637826,48.603066853518456,11.310099232939587
miinimum,4.017779927779476,64.80408913802461,15.378221386155623
vägivaldne,4.01525973937971,72.90460028027769,17.405932636301806
otsustamine,4.01341363315634,72.90460028027769,17.414399071584253
truu,3.996842455101983,56.70357799577153,13.437291097654528
ebavõrdsus,3.986614303471216,56.70357799577153,13.474331752015237
eristuma,3.9798495157269667,48.603066853518456,11.46355337243395
