SONAVORM,Votmesus,P-vaartus,Fookus suhteline sagedus,Referents suhteline sagedus
lääneriikide,251.79709176412078,1.0535689651828365e-56,8.910562256478383e-05,3.5749522980134674e-06
agressiooni,248.12178327481288,6.666746221123247e-56,7.290460028027768e-05,2.459499449551006e-06
varjamise,245.64532692925582,2.311162493694755e-55,4.050255571126538e-05,7.873784812676198e-07
vanemaga,243.64628823839723,6.304873146145142e-55,7.290460028027768e-05,2.5018316259632435e-06
kodakondsuse,242.3899649179694,1.1846689982080138e-54,0.0001377086894183023,8.486543066243338e-06
sõda,238.37965456763405,8.871928686839405e-54,0.0003321209568323761,4.319046128899574e-05
donetski,232.32789674447878,1.8521578240563665e-52,8.100511142253076e-05,3.2056040588166943e-06
liberaalse,229.62589881639158,7.193298735646265e-52,8.100511142253076e-05,3.24052810435679e-06
elatisraha,223.72804541182893,1.39069572222646e-50,4.860306685351846e-05,1.2318663335961149e-06
annekteerimist,220.4394519547138,7.253178066938482e-50,4.050255571126538e-05,8.74159442912707e-07
eesti,212.55799170032753,3.800145388518819e-48,0.004520085217377216,0.0024630288947593763
keskmaa,210.62598607536947,1.0029847582430579e-47,4.050255571126538e-05,9.133167060940267e-07
kirikukogu,204.3114755672635,2.393427193448538e-46,8.100511142253076e-05,3.6088180391432574e-06
maksuvabastuse,203.73859083449085,3.191717579840974e-46,4.050255571126538e-05,9.429492295825931e-07
pensioniea,189.21683214429663,4.712826785521068e-43,4.860306685351846e-05,1.444585520067609e-06
ida-ukraina,189.21683214429663,4.712826785521068e-43,4.860306685351846e-05,1.444585520067609e-06
lääs,188.78581621944636,5.852824380129677e-43,8.910562256478383e-05,4.652306187704915e-06
kuupmeetri,187.2481842755555,1.2676970896616193e-42,4.050255571126538e-05,1.0223220603555386e-06
klaipeda,187.18649775787208,1.3076193960394753e-42,4.860306685351846e-05,1.459401781811892e-06
poliitikas,186.60843570301424,1.748519803230421e-42,0.0001701107339873146,1.574227810330087e-05
vene,186.2456369176284,2.0983091600140236e-42,0.0008748552033633323,0.00025479313660761705
jõukamad,181.15363554326538,2.713558717365087e-41,4.050255571126538e-05,1.0551294970750228e-06
rahastamise,168.70136589990815,1.421697998059088e-38,0.00017821124512956766,1.8615574577281496e-05
kooseluseaduse,166.36733732790734,4.5985975076187563e-38,8.100511142253076e-05,4.349631126357416e-06
sõja,164.06019125088298,1.4676164958966178e-37,0.0002673168676943515,3.914244691957552e-05
keskvõimu,163.99003778590188,1.5203304374875776e-37,4.050255571126538e-05,1.159901633695311e-06
fraktsioonide,161.0138016156203,6.794369060850488e-37,5.6703577995771534e-05,2.264771438054713e-06
kiievis,160.5562768713061,8.55282959810959e-37,7.290460028027768e-05,3.6754912169925317e-06
krimmis,158.4950466536555,2.4125256983028503e-36,6.480408913802461e-05,2.9696021753184694e-06
ukrainas,155.22423487434966,1.250811326183577e-35,0.00015390971170280846,1.52670994230735e-05
palgalõhe,148.43644373227374,3.8082679454103465e-34,7.290460028027768e-05,3.945358841620547e-06
sihtasutusele,148.377224062967,3.923488684183686e-34,4.860306685351846e-05,1.814992063674688e-06
tšehhoslovakkia,145.45789168792402,1.7055148786463933e-33,4.860306685351846e-05,1.8488578048044783e-06
e-residentsuse,144.922358839105,2.233239335820852e-33,4.860306685351846e-05,1.855207631266314e-06
kreml,144.25058882106484,3.1318696508836645e-33,7.290460028027768e-05,4.048014369420223e-06
venemaaga,142.933958895387,6.076737916954359e-33,0.0001377086894183023,1.3340985396316688e-05
ideoloogilise,142.90294000898444,6.172380116411872e-33,4.860306685351846e-05,1.8795486327033505e-06
riigikontrolli,141.60320426454246,1.1875277682629681e-32,7.290460028027768e-05,4.115745851679803e-06
eestis,141.51876908925206,1.2391000935910657e-32,0.0013122828050449984,0.0005316667364318572
rootsi,140.85174627746613,1.7336459644679864e-32,0.0005103322019619438,0.00012804001738527454
putinile,140.7010014849496,1.8703529130583472e-32,5.6703577995771534e-05,2.564271586171294e-06
tooteks,140.05286785775147,2.592106134345668e-32,4.050255571126538e-05,1.3461632099091564e-06
katuseraha,139.23664053261572,3.909722800030038e-32,4.050255571126538e-05,1.3535713407812982e-06
manifesti,139.09917752283343,4.189934078315346e-32,4.860306685351846e-05,1.927172331167118e-06
sussi,137.7105900951063,8.431082295206972e-32,4.860306685351846e-05,1.945163506142319e-06
tippjuhtide,135.9479459575238,2.0483044740173198e-31,4.050255571126538e-05,1.3842621686801704e-06
kaitsevõime,134.6703932757952,3.897916861719344e-31,5.6703577995771534e-05,2.669043722791582e-06
puusepa,133.97885080009388,5.522058392922809e-31,4.050255571126538e-05,1.4033116480656773e-06
erakondade,133.46568458662765,7.150804678977564e-31,0.00015390971170280846,1.725353680121775e-05
ida-ukrainas,133.46504543705237,7.153107141172988e-31,4.860306685351846e-05,2.0023119442988396e-06
laste,132.23789043922685,1.3272255874602926e-30,0.0007209454916605238,0.00022737670255423134
kasahstan,129.8901959568711,4.330845401028111e-30,4.050255571126538e-05,1.444585520067609e-06
maksusüsteemi,128.66498111843427,8.028825797233865e-30,4.860306685351846e-05,2.071101730968726e-06
tervishoiutöötajate,128.34049744572093,9.454811411860001e-30,5.6703577995771534e-05,2.7886321211561537e-06
kapo,127.09997527086354,1.7664695674666823e-29,8.100511142253076e-05,5.523290717386704e-06
komisjonide,123.93336781973444,8.712059237779506e-29,7.290460028027768e-05,4.633256708319408e-06
kapitali,120.27149640370659,5.516915014384731e-28,0.00012150766713379614,1.2239290505188203e-05
riigikokku,119.01350002840648,1.0401915336593825e-27,8.910562256478383e-05,6.983750803608903e-06
jagamisest,118.82627319732612,1.143155889304727e-27,4.050255571126538e-05,1.56946544048371e-06
kodakondsust,118.00439384017592,1.7300434039282894e-27,5.6703577995771534e-05,3.008759438499789e-06
kultuuri,117.35896014203881,2.3954255523926667e-27,0.00031591993454787,6.577996892697604e-05
ideoloogiliselt,116.4541238075975,3.780232281772748e-27,4.050255571126538e-05,1.5990979639722763e-06
eston,116.23947916815538,4.212326033966972e-27,4.860306685351846e-05,2.2732378733371604e-06
kõnelda,115.88681456810582,5.032120462891596e-27,7.290460028027768e-05,4.914765681460789e-06
protsenti,115.20152360150797,7.109295850085872e-27,0.0006237393579534868,0.00019600855983276327
eurooplased,114.98137538269052,7.9440067532346e-27,6.480408913802461e-05,3.96546662541636e-06
tulumaksuvaba,112.82030145984932,2.3624444302436952e-26,4.050255571126538e-05,1.6467216624360437e-06
paroodia,112.66366256363523,2.5566534966739982e-26,4.050255571126538e-05,1.6488382712566554e-06
poliitika,112.57545545812815,2.67296322471769e-26,0.0002673168676943515,5.119018432649835e-05
poliitikasse,112.39883406688878,2.9220051410757566e-26,8.100511142253076e-05,6.144515406236291e-06
euroopa,111.24077090678944,5.240365373334795e-26,0.0016444037618773746,0.0007971117069292035
julgeoleku,110.97187982362979,6.001599192222806e-26,0.00014580920056055536,1.811922980884801e-05
parlamendis,110.83038065986138,6.445630642501307e-26,0.00012960817827604922,1.4692440128277375e-05
suhtlemise,110.67965015570006,6.954830363513172e-26,9.720613370703692e-05,8.720428340920951e-06
läänes,108.98486263302013,1.6352997140950096e-25,0.00010530664484928998,1.0226395516786304e-05
alko,106.44514861486473,5.890042989245357e-25,4.860306685351846e-05,2.4626743627819238e-06
valija,106.3275249657909,6.250228351088708e-25,8.100511142253076e-05,6.444015554352872e-06
ühiskonna,105.94752299514539,7.571391595231669e-25,0.0002916184011211107,6.160919124596034e-05
maastikud,105.79218296172613,8.188799351021856e-25,4.860306685351846e-05,2.4764323201159013e-06
ühemõtteliselt,105.19585240293506,1.1064123296254072e-24,4.860306685351846e-05,2.4891319730395724e-06
erakonnaga,104.06973094283074,1.953194940422658e-24,4.860306685351846e-05,2.513472974476609e-06
kuulumist,103.88034224780634,2.149112187277958e-24,4.050255571126538e-05,1.7768931049036743e-06
maksmisest,103.77953871287757,2.261284658574135e-24,4.860306685351846e-05,2.519822800938445e-06
miinimumi,102.63943836803033,4.0204923056498e-24,5.6703577995771534e-05,3.4087985055954348e-06
demokraatia,102.21271451205087,4.9868804377294076e-24,0.00018631175627182076,2.962723196651481e-05
lapsevanemana,101.89485431806088,5.8548410160111976e-24,4.050255571126538e-05,1.8086422372128525e-06
parteid,101.32293393978104,7.814574459870672e-24,8.100511142253076e-05,6.713883178980888e-06
rõivase,101.15220140625468,8.518021657901906e-24,5.6703577995771534e-05,3.4532472908282843e-06
liberaalne,100.80373192238437,1.0156478056020963e-23,5.6703577995771534e-05,3.4638303349313435e-06
paviljoni,97.76282736994456,4.716185487506638e-23,4.050255571126538e-05,1.8784903282930446e-06
majanduse,97.45700697217947,5.503842527284896e-23,0.0002349148231253392,4.5444649682947394e-05
juhiloa,97.35763868578766,5.787096664213799e-23,4.860306685351846e-05,2.669043722791582e-06
loodeti,96.52461478260997,8.814118928091097e-23,5.6703577995771534e-05,3.599293299450504e-06
kolmandast,95.96387053931196,1.1699925901083164e-22,8.100511142253076e-05,7.029257893252058e-06
poliitik,95.52785985772897,1.4582461168594927e-22,0.0001377086894183023,1.838274760701419e-05
leppimine,93.75904166381471,3.563704657943623e-22,4.050255571126538e-05,1.9515133326041547e-06
protsendile,92.99575275725395,5.240668365642094e-22,6.480408913802461e-05,4.775069499300404e-06
ühiskonnas,90.65662882522811,1.708985374756544e-21,0.00025921635655209844,5.613140761821678e-05
kaasamise,90.30287288179359,2.0435565765944796e-21,8.100511142253076e-05,7.396489523628219e-06
demokraadid,88.06657222212598,6.328818344453958e-21,5.6703577995771534e-05,3.900910056387697e-06
valijate,87.20361887774125,9.790449501287274e-21,8.910562256478383e-05,9.059085752218852e-06
rahva,87.04566169844078,1.0604439712304516e-20,0.00039692504597040073,0.00011371375058296301
alliansi,86.3833083944796,1.4823076469445313e-20,4.860306685351846e-05,2.9696021753184694e-06
irli,86.18293260457136,1.6403730192651234e-20,6.480408913802461e-05,5.097852344443716e-06
juhiluba,85.4533160084959,2.3723693706887033e-20,5.6703577995771534e-05,4.004623888597679e-06
valimisteni,85.2996786998605,2.5640490487292128e-20,4.050255571126538e-05,2.1261335603046346e-06
nafta,84.49132807206962,3.859037506357308e-20,0.00010530664484928998,1.255572352386968e-05
otsustes,84.11100668768363,4.67759287652605e-20,4.860306685351846e-05,3.0405085708089676e-06
eestile,82.96784929330101,8.339887062392465e-20,0.0001701107339873146,2.9427212432966984e-05
luure,81.85073679586374,1.4676220552863931e-19,5.6703577995771534e-05,4.157019723681735e-06
kondoomid,79.76214659543005,4.223064011383656e-19,4.050255571126538e-05,2.2584216115928773e-06
kommunismi,78.14658289933737,9.5670986245859e-19,5.6703577995771534e-05,4.326348429330686e-06
lapsega,78.04018157627168,1.0096567018039843e-18,0.00021061328969857997,4.3925982854158375e-05
meeleolud,77.21021293323562,1.5369671956866054e-18,4.050255571126538e-05,2.3250947894421517e-06
erakonnad,76.48246494751379,2.221770337014811e-18,8.910562256478383e-05,1.0070824768471332e-05
immigratsiooni,76.46908879048209,2.2368703165949064e-18,4.050255571126538e-05,2.3452025732379645e-06
kõrgharidusega,75.59604864439305,3.480573626862226e-18,5.6703577995771534e-05,4.451228349746787e-06
venemaal,75.47055080265046,3.7089770617757904e-18,0.00022681431198308614,5.070442260216792e-05
ukrainat,74.17338408907683,7.154849962656342e-18,4.050255571126538e-05,2.409759142266627e-06
maksuvaba,73.86628208397975,8.359204814819862e-18,5.6703577995771534e-05,4.540125920212485e-06
tankid,73.84505856083487,8.449566157996108e-18,4.050255571126538e-05,2.41928388195938e-06
otseste,72.94647997643521,1.332136931527391e-17,4.050255571126538e-05,2.4457414922170288e-06
tegelikkuse,72.8946379088041,1.3675922753567214e-17,4.860306685351846e-05,3.4468974643664486e-06
venemaale,72.6770960904828,1.5269595566475702e-17,0.00012960817827604922,2.0284520632333965e-05
maksumaksja,72.55618043697346,1.6234401301990827e-17,9.720613370703692e-05,1.226363150662524e-05
üksikisiku,70.99279786856846,3.5853130342075834e-17,6.480408913802461e-05,6.003760919665601e-06
mõeldav,70.12868412426995,5.555917203873644e-17,6.480408913802461e-05,6.065142575463346e-06
kesk-euroopa,69.79446585998602,6.581728397212161e-17,4.860306685351846e-05,3.5791855156546913e-06
solidaarsus,68.85886123004795,1.057682878266637e-16,4.050255571126538e-05,2.5737963258640477e-06
muutmisest,68.69870031797159,1.1471650195319377e-16,4.050255571126538e-05,2.5790878479155775e-06
kiriku,67.97935569488264,1.6521629046665015e-16,0.0003078194234056169,8.784244096862399e-05
põder,67.57866752713929,2.0244616463950552e-16,8.100511142253076e-05,9.364935726797269e-06
reformierakonna,66.7768003394699,3.0405547488511245e-16,0.00015390971170280846,2.8880069052838813e-05
riigikaitse,66.22021023248834,4.0325652543946746e-16,6.480408913802461e-05,6.359351201528397e-06
riiki,65.85998056970989,4.841225778330508e-16,0.0002673168676943515,7.169800718940687e-05
erakonna,65.57004612087036,5.608473846579358e-16,0.00021061328969857997,4.9092624985271974e-05
julgeolek,65.36891605791656,6.211087725760924e-16,5.6703577995771534e-05,5.0343540798253595e-06
ukrainast,65.1074145056472,7.092471163728096e-16,5.6703577995771534e-05,5.051286950390255e-06
võimul,64.19765253873966,1.1254276509011675e-15,8.100511142253076e-05,9.752275140969244e-06
euroopaga,64.09739259274076,1.1841815879375998e-15,4.050255571126538e-05,2.7410084226923863e-06
näib,63.976044602072584,1.2594131536881154e-15,0.00018631175627182076,4.082197601873105e-05
arvestamise,63.5080299262715,1.5971444375789801e-15,4.050255571126538e-05,2.763232815308811e-06
lääne,63.40242186324703,1.6851070867947173e-15,0.00024301533426759227,6.304001880869396e-05
tööjõu,63.36859943898556,1.7142905205482183e-15,8.910562256478383e-05,1.1669922732443608e-05
rahvuspark,62.7558017836866,2.33991293116037e-15,4.860306685351846e-05,3.92101784018351e-06
varro,62.60085591198741,2.531434348917355e-15,4.050255571126538e-05,2.798156860848907e-06
põlevkivi,62.51420866291983,2.645292618501507e-15,7.290460028027768e-05,8.246307965103889e-06
seadus,61.521926556721404,4.37840059364336e-15,0.00019441226741407383,4.48572907352276e-05
paraku,60.339356772551895,7.983506664060806e-15,0.00034832197911688226,0.00011313379976611536
elatise,60.12938894840233,8.8822153735483e-15,4.860306685351846e-05,4.066005544395424e-06
raha,60.03816709964684,9.303565010557314e-15,0.0010044633816393815,0.0005076464012311433
inseneride,59.336507533078716,1.3288819921736321e-14,4.050255571126538e-05,2.9315032165474556e-06
riigikohtu,59.10038252351988,1.4983011570561156e-14,7.290460028027768e-05,8.622006030762498e-06
nn,58.91263799495637,1.6483012323242786e-14,0.0003402214679746292,0.00011052507939471121
valimisteks,58.869939234296396,1.6844611558435232e-14,4.050255571126538e-05,2.9516110003432685e-06
venemaad,58.85302475600518,1.6990038878967032e-14,7.290460028027768e-05,8.650580249840759e-06
eksamil,58.36162507814287,2.1810406140682904e-14,4.050255571126538e-05,2.9738353929596933e-06
paradigma,58.265666621563454,2.2900600767082486e-14,4.050255571126538e-05,2.978068610600917e-06
survel,58.07456879016262,2.5236780791695277e-14,4.050255571126538e-05,2.9865350458833644e-06
riigil,57.426754137047794,3.508028554678005e-14,9.720613370703692e-05,1.4641641516582688e-05
sotsid,57.14068827876289,4.057242903265671e-14,7.290460028027768e-05,8.8537746966195e-06
poliitiline,56.543962561027676,5.4955861711912554e-14,0.00014580920056055536,2.9510818481381155e-05
riigikontroll,56.425061461671625,5.838150063717952e-14,4.050255571126538e-05,3.0616746590150864e-06
euroopast,55.71148650131375,8.392646803001235e-14,8.100511142253076e-05,1.08846608599966e-05
obama,55.52652696702669,9.220630496953847e-14,8.910562256478383e-05,1.2899672457219111e-05
liitlaste,55.43982997557,9.636397064199919e-14,6.480408913802461e-05,7.343574303112922e-06
vaesus,55.29732251822364,1.0360962627118313e-13,5.6703577995771534e-05,5.7815169935013535e-06
eestluse,55.289497209609145,1.0402292469221536e-13,4.050255571126538e-05,3.1156481839406892e-06
kultuur,55.14542525203612,1.1193388740411276e-13,0.0001377086894183023,2.728097108886654e-05
poliitikuid,54.23493830711445,1.7789549993595722e-13,5.6703577995771534e-05,5.873589477197971e-06
kaire,53.99744770064321,2.0075020901747163e-13,6.480408913802461e-05,7.499145051427896e-06
õpilastest,53.20565692943666,3.003924811944787e-13,5.6703577995771534e-05,5.9656619608945875e-06
rahvuslik,52.72596555751063,3.834875465617713e-13,7.290460028027768e-05,9.425259078184708e-06
ideoloogia,51.76845595329685,6.244705707942692e-13,6.480408913802461e-05,7.753138109901321e-06
erakonda,51.37274901463576,7.639162230407839e-13,7.290460028027768e-05,9.615753872039777e-06
heaolu,50.91902851726836,9.62559021609128e-13,0.00017821124512956766,4.378734497640829e-05
parteide,50.67018103801506,1.0926711245713604e-12,4.860306685351846e-05,4.6914634508862346e-06
julgeolekule,50.623654583724075,1.118883431099563e-12,4.050255571126538e-05,3.3590581983110554e-06
reformi,50.39892778285554,1.2546275235488536e-12,8.100511142253076e-05,1.1740829127934105e-05
riikide,50.324833375421115,1.3029030435107521e-12,0.0003078194234056169,0.00010293915338163824
tahte,50.25753230878979,1.348361618677221e-12,7.290460028027768e-05,9.778732751226891e-06
riigid,50.0793087316529,1.4765579196907842e-12,0.00018631175627182076,4.748611889042756e-05
rmk,49.73333859051497,1.7612753811353312e-12,0.00010530664484928998,1.8633565752256698e-05
sõnul,49.30973487410516,2.1857511672428823e-12,4.050255571126538e-05,0.0004768127022368797
saadikute,48.99554981446586,2.5654389999042157e-12,4.050255571126538e-05,3.4532472908282843e-06
pereelu,48.92049603323891,2.665507562798141e-12,4.860306685351846e-05,4.829043024226007e-06
riigiga,48.53497028622612,3.2445136717137875e-12,6.480408913802461e-05,8.154235481407272e-06
toonane,48.11774314829716,4.013779372109499e-12,5.6703577995771534e-05,6.467298251379603e-06
fsb,47.488117366203625,5.5338371151066575e-12,4.050255571126538e-05,3.5453197745249014e-06
maksude,47.26081257662579,6.214224143069457e-12,8.100511142253076e-05,1.2314430118319926e-05
erakonnale,47.16932863850911,6.511138910100661e-12,4.050255571126538e-05,3.565427558320714e-06
korruptsiooni,46.8708859183548,7.58207418213763e-12,6.480408913802461e-05,8.377537711981826e-06
seaduste,46.76111112632497,8.01889924619772e-12,9.720613370703692e-05,1.697943595894851e-05
asendunud,46.526179432851485,9.04025551605253e-12,4.050255571126538e-05,3.606701430322646e-06
ütles,45.83358328630154,1.2873748392100565e-11,0.00016201022284506153,0.0006549920076692188
terminali,45.21982866328328,1.7611291170188853e-11,4.860306685351846e-05,5.148650956138401e-06
erakond,45.21917432325265,1.761717636287e-11,0.00011340715599154307,2.2531300895413476e-05
sotside,45.03387983858613,1.9365485300500617e-11,6.480408913802461e-05,8.638938901327393e-06
rahvas,44.980643761773905,1.9899170919291464e-11,0.00024301533426759227,7.627623206839037e-05
ressursi,44.973621774903584,1.9970655791068954e-11,4.050255571126538e-05,3.710415262532628e-06
e-riigi,44.896749276124844,2.077023998173869e-11,4.050255571126538e-05,3.7157067845841574e-06
võrdsuse,44.379807780767976,2.7046239295687323e-11,4.050255571126538e-05,3.7516891345345597e-06
saabki,43.880323893941,3.4908059616299474e-11,8.100511142253076e-05,1.3000211376198175e-05
huvihariduse,43.843234229257504,3.5575883676465245e-11,4.050255571126538e-05,3.7897880933055735e-06
kahekümne,43.82864473246046,3.584206826979511e-11,7.290460028027768e-05,1.084021207476375e-05
aadu,43.787441139159824,3.66046398566772e-11,5.6703577995771534e-05,6.966817933044007e-06
sissetulekuga,43.776793196961016,3.680433245248278e-11,4.860306685351846e-05,5.285172225067868e-06
soolist,43.360835140035114,4.5520860648805104e-11,4.050255571126538e-05,3.82471213884567e-06
põhja-korea,43.12664843793128,5.130863237606941e-11,8.910562256478383e-05,1.5497809784520195e-05
osakaalu,43.105050411361816,5.187816699990872e-11,7.290460028027768e-05,1.0974616734872604e-05
eestil,42.93485752459677,5.659325196627856e-11,8.910562256478383e-05,1.554649178739427e-05
keskkomitee,42.81622639543208,6.013131051791528e-11,4.050255571126538e-05,3.8649277064372955e-06
meilgi,42.8020487786594,6.056869150277652e-11,4.050255571126538e-05,3.865986010847601e-06
majandus,42.648357988541676,6.551940548233644e-11,0.00012150766713379614,2.6250182593228553e-05
parlamendi,42.61264207907707,6.672672481276428e-11,0.0002349148231253392,7.451203861641036e-05
kodanike,42.56356124819071,6.842223531767484e-11,0.00014580920056055536,3.53621835659627e-05
seadusi,42.33357297383957,7.696003471452583e-11,7.290460028027768e-05,1.112172104790513e-05
võimu,42.127753069154174,8.550111000954801e-11,0.00019441226741407383,5.606473444036751e-05
kirik,41.05082098733128,1.4832185200510155e-10,0.00018631175627182076,5.3234828447209426e-05
pressikonverentsi,40.865285989775806,1.6309256781216048e-10,4.050255571126538e-05,4.016265237111044e-06
vaadetega,40.799749988660054,1.6865466684016585e-10,4.050255571126538e-05,4.0215567591625745e-06
rääkimata,40.72648789097371,1.7509758208105818e-10,0.00016201022284506153,4.294916788344599e-05
lapsevanemad,40.21771380189537,2.2717896169474184e-10,9.720613370703692e-05,1.883887680785605e-05
puudega,40.20768366367008,2.2834835141385059e-10,9.720613370703692e-05,1.8842051721086967e-05
naiste,39.575951880530575,3.1554512370632603e-10,0.00035642249025913533,0.00014259487794021213
lapse,39.52352652840678,3.241308284128349e-10,0.0004698296462506784,0.00021032424359097174
majanduslikult,39.4870169398945,3.3024778029444927e-10,8.910562256478383e-05,1.64788579728738e-05
sde,38.91647464077083,4.423318243822005e-10,5.6703577995771534e-05,7.631433102716138e-06
sierra,38.71428406390055,4.906056090394728e-10,4.860306685351846e-05,5.828082387554815e-06
riigieelarvest,38.669635165060434,5.019574861449886e-10,4.860306685351846e-05,5.833373909606345e-06
küsimustes,38.62592157712233,5.133262938310639e-10,0.00010530664484928998,2.2109037435701404e-05
palga,38.59947934176057,5.20328019762966e-10,9.720613370703692e-05,1.9365912404188408e-05
terminal,38.59881205432481,5.205059444365895e-10,4.050255571126538e-05,4.20781833537642e-06
riike,38.52065294417161,5.417732399846477e-10,9.720613370703692e-05,1.9392370014446058e-05
valimiskampaania,38.38475008676288,5.808452047508594e-10,4.050255571126538e-05,4.226867814761927e-06
