SONAVORM,Votmesus,P-vaartus,Fookus suhteline sagedus,Referents suhteline sagedus,,SONAVORM,Votmesus,Fookus suhteline sagedus,Referents suhteline sagedus,,SONAVORM,Votmesus,P-vaartus,Fookus suhteline sagedus,Referents suhteline sagedus,,SONAVORM,Votmesus,Fookus suhteline sagedus mil.,Referents suhteline sagedus mil.
käitumine,0.271992051,0.601998608,4.05E-05,3.21E-05,,olegi,-0.315642557,4.05E-05,5.04E-05,,sõnad,0.259011474,0.6108001,4.86E-05,5.94E-05,,puhas,0.804577827,56.703578,70.71907561
käima,0.26859969,0.604272662,0.000121508,0.000106299,,puhas,-0.318659645,5.67E-05,7.07E-05,,laenu,0.25896394,0.610832837,4.86E-05,5.94E-05,,antud,0.804209926,251.1158454,312.495068
kohalik,0.267055388,0.605313917,6.48E-05,5.40E-05,,lõpus,-0.319580093,0.000137709,0.000171856,,arendada,0.258628863,0.611063713,6.48E-05,5.38E-05,,lõpus,0.802452563,137.7086894,171.8559366
eurot,0.264636907,0.606952284,0.000429327,0.000400046,,valla,-0.320450486,0.000113407,0.000141614,,eurot,0.258305053,0.611287005,0.000429327,0.000400046,,valla,0.80221642,113.407156,141.6138298
maht,0.262799323,0.608203472,4.05E-05,3.22E-05,,kuulub,-0.322573709,0.000105307,0.000131692,,olegi,0.257759553,0.611663567,4.05E-05,5.04E-05,,kuulub,0.80115202,105.3066448,131.6922259
seina,0.262429355,0.608456046,4.05E-05,5.09E-05,,põhjal,-0.323250958,0.000113407,0.000141889,,töötas,0.257413572,0.61190266,5.67E-05,6.83E-05,,põhjal,0.800671604,113.407156,141.8889889
seitse,0.261675682,0.608971269,5.67E-05,6.88E-05,,eesmärk,-0.323570934,0.000186312,0.000233155,,käima,0.256610484,0.612458419,0.000121508,0.000106299,,eesmärk,0.799947559,186.3117563,233.1550446
vabariigi,0.260774581,0.609588506,0.000121508,0.000106508,,seina,-0.329808606,4.05E-05,5.09E-05,,isiku,0.255658324,0.613118759,4.05E-05,5.04E-05,,seina,0.799579146,40.50255571,50.90550044
tänane,0.257263371,0.61200652,4.86E-05,3.95E-05,,automaatselt,-0.330453312,4.86E-05,6.11E-05,,väsinud,0.25513629,0.613481454,4.86E-05,3.93E-05,,automaatselt,0.798582331,48.60306685,61.11390478
mõju,0.2564496,0.612569887,0.000202513,0.000183015,,tulemused,-0.330661489,7.29E-05,9.17E-05,,seis,0.25383201,0.614389673,4.86E-05,3.93E-05,,tulemused,0.797381767,72.90460028,91.68408598
viimati,0.255530259,0.613207692,7.29E-05,8.63E-05,,töötada,-0.333597745,4.86E-05,6.12E-05,,tarmo,0.253744013,0.614451054,4.05E-05,3.20E-05,,töötada,0.796871604,48.60306685,61.24725114
mehi,0.253799892,0.614412075,4.86E-05,3.96E-05,,kirjutada,-0.335235306,8.91E-05,0.000112414,,käitumine,0.250928106,0.616422326,4.05E-05,3.21E-05,,kirjutada,0.794483055,89.10562256,112.4141528
põhiliselt,0.253727686,0.614462444,4.05E-05,3.23E-05,,töö,-0.335447965,0.000332121,0.00041906,,kohalik,0.250821678,0.616497102,6.48E-05,5.40E-05,,töö,0.793031897,332.1209568,419.0599723
lüüa,0.253682551,0.614493934,6.48E-05,5.42E-05,,terve,-0.340815198,0.000194412,0.000246218,,vabariigi,0.249304559,0.617565185,0.000121508,0.000106508,,nimekirja,0.791270516,40.50255571,51.45052721
reeglina,0.252739941,0.615152374,4.86E-05,3.96E-05,,nimekirja,-0.345172916,4.05E-05,5.15E-05,,mõju,0.2477555,0.618659952,0.000202513,0.000183015,,terve,0.790446115,194.4122674,246.217696
üldiselt,0.25216343,0.615555843,0.000121508,0.000138316,,vahest,-0.34674485,4.05E-05,5.15E-05,,maht,0.242791274,0.622197338,4.05E-05,3.22E-05,,vahest,0.790425242,40.50255571,51.50661735
stiilis,0.243773992,0.621493528,4.86E-05,3.97E-05,,vaatame,-0.348196627,4.05E-05,5.16E-05,,tänane,0.239557468,0.624525917,4.86E-05,3.95E-05,,vaatame,0.789645367,40.50255571,51.55847426
oluliselt,0.242828045,0.622170972,0.000145809,0.000129829,,aluseks,-0.34884797,4.86E-05,6.19E-05,,lüüa,0.238650528,0.625182478,6.48E-05,5.42E-05,,aluseks,0.788625734,48.60306685,61.89810835
sõnad,0.242798953,0.622191832,4.86E-05,5.94E-05,,häid,-0.352155654,6.48E-05,8.27E-05,,mehi,0.236449515,0.626782306,4.86E-05,3.96E-05,,häid,0.785999695,64.80408914,82.72024762
laenu,0.242755739,0.622222822,4.86E-05,5.94E-05,,esindaja,-0.353133571,5.67E-05,7.24E-05,,reeglina,0.23549789,0.627476855,4.86E-05,3.96E-05,,esindaja,0.785838643,56.703578,72.42929554
detsembril,0.242495541,0.622409485,7.29E-05,6.19E-05,,ettevõtete,-0.35865649,4.86E-05,6.23E-05,,põhiliselt,0.234743911,0.628028384,4.05E-05,3.23E-05,,ettevõtete,0.783366639,48.60306685,62.32037181
töötas,0.242434403,0.622453363,5.67E-05,6.83E-05,,viia,-0.361764561,0.000121508,0.000156137,,oluliselt,0.233408319,0.629008047,0.000145809,0.000129829,,jättis,0.782133171,40.50255571,52.06328547
miljoni,0.24121397,0.623330693,0.000113407,9.95E-05,,jättis,-0.362253411,4.05E-05,5.21E-05,,soovitud,0.233400718,0.629013633,4.86E-05,5.88E-05,,keskmine,0.780045041,81.00511142,104.1286875
olegi,0.240281333,0.624002995,4.05E-05,5.04E-05,,keskmine,-0.362282737,8.10E-05,0.000104129,,inimese,0.231902459,0.630116758,0.000299719,0.000276611,,viia,0.779623596,121.5076671,156.1369412
oht,0.238963999,0.624955372,5.67E-05,4.71E-05,,tööd,-0.36252443,0.000267317,0.000343682,,miljoni,0.230653186,0.631039923,0.000113407,9.95E-05,,sealhulgas,0.779280538,105.3066448,135.4163991
isiku,0.238386042,0.625374238,4.05E-05,5.04E-05,,sealhulgas,-0.362805989,0.000105307,0.000135416,,raske,0.230420851,0.631211949,0.000299719,0.000276683,,teab,0.778954213,105.3066448,135.4735476
inimese,0.238337691,0.625409308,0.000299719,0.000276611,,teab,-0.363414707,0.000105307,0.000135474,,detsembril,0.229242836,0.632085824,7.29E-05,6.19E-05,,kuulus,0.77890141,48.60306685,62.68337022
raske,0.23679391,0.626531373,0.000299719,0.000276683,,kuulus,-0.367035399,4.86E-05,6.27E-05,,mure,0.2276191,0.633294877,4.86E-05,5.87E-05,,tööd,0.778447033,267.3168677,343.6822406
kolmandaks,0.235816017,0.627244475,4.05E-05,3.26E-05,,kuulnud,-0.370441426,5.67E-05,7.33E-05,,stiilis,0.227439229,0.633429137,4.86E-05,3.97E-05,,kuulnud,0.776593471,56.703578,73.30345498
hinnatud,0.231866729,0.630143118,4.05E-05,3.27E-05,,hinnangul,-0.370894956,7.29E-05,9.43E-05,,hääl,0.225618923,0.634791533,4.05E-05,4.97E-05,,hinnangul,0.775681992,72.90460028,94.27693178
puudub,0.229290425,0.632050467,0.000137709,0.000122617,,väikese,-0.371927824,8.10E-05,0.000104827,,tasandil,0.225010654,0.635248289,5.67E-05,6.75E-05,,korraldatud,0.775298655,40.50255571,52.53105601
inimene,0.219618341,0.639330877,0.000405026,0.00037906,,näinud,-0.37296339,0.000129608,0.000167844,,oht,0.22427684,0.635800327,5.67E-05,4.71E-05,,väikese,0.774896585,81.00511142,104.8271684
soovitud,0.219464734,0.639448067,4.86E-05,5.88E-05,,arvestada,-0.374829586,5.67E-05,7.35E-05,,mõte,0.222052458,0.637480479,0.000121508,0.000136898,,arvestada,0.774266588,56.703578,73.52675721
valdkonnas,0.216908739,0.641405467,8.91E-05,7.74E-05,,korraldatud,-0.375157642,4.05E-05,5.25E-05,,puudub,0.220398314,0.63873659,0.000137709,0.000122617,,näinud,0.773543935,129.6081783,167.8439046
mure,0.214182451,0.643508807,4.86E-05,5.87E-05,,leiab,-0.381672825,0.000145809,0.000189968,,kolmandaks,0.218801695,0.639954488,4.05E-05,3.26E-05,,tunduvalt,0.771834837,40.50255571,52.77129112
mõte,0.213597884,0.643961917,0.000121508,0.000136898,,tunduvalt,-0.381740336,4.05E-05,5.28E-05,,hinnatud,0.21527698,0.64266243,4.05E-05,3.27E-05,,uudised,0.769691953,48.60306685,63.4453494
tasandil,0.212697962,0.644660938,5.67E-05,6.75E-05,,uudised,-0.384467066,4.86E-05,6.34E-05,,inimene,0.214688665,0.643117036,0.000405026,0.00037906,,leiab,0.768764329,145.8092006,189.9677583
hinda,0.212651675,0.64469694,5.67E-05,4.76E-05,,filmi,-0.388516326,9.72E-05,0.000127247,,arv,0.214034632,0.643623314,0.00016201,0.000179354,,filmi,0.765755672,97.20613371,127.2473474
hääl,0.211209099,0.645821371,4.05E-05,4.97E-05,,võttis,-0.389567413,0.00015391,0.000201622,,suhe,0.210531859,0.646350857,4.05E-05,4.94E-05,,tõenäoliselt,0.764859416,97.20613371,127.3976266
tänaseks,0.209015975,0.647539768,8.10E-05,7.01E-05,,tõenäoliselt,-0.390219145,9.72E-05,0.000127398,,eelarve,0.208024177,0.648320461,5.67E-05,6.70E-05,,võttis,0.764526358,153.9097117,201.6218064
muudetud,0.208955668,0.647587175,4.86E-05,4.03E-05,,kaua,-0.39036535,0.000121508,0.000159263,,enamasti,0.207230426,0.648946883,0.000129608,0.000144924,,kaua,0.764415588,121.5076671,159.2631724
pidev,0.208230601,0.64815779,4.05E-05,3.30E-05,,asjaolu,-0.400396445,4.05E-05,5.35E-05,,valdkonnas,0.206756994,0.649321201,8.91E-05,7.74E-05,,asjaolu,0.762100263,40.50255571,53.45813068
arv,0.207057821,0.649083292,0.00016201,0.000179354,,teenuseid,-0.401778945,5.67E-05,7.49E-05,,töös,0.205945794,0.649963779,4.05E-05,4.93E-05,,teenuseid,0.76012639,56.703578,74.91313599
õiget,0.205351666,0.650435376,4.05E-05,3.31E-05,,avatud,-0.403862424,0.00016201,0.000214347,,kena,0.203996528,0.65151412,6.48E-05,7.57E-05,,käed,0.757917731,48.60306685,64.44650537
ettevõtja,0.205024859,0.650695135,4.86E-05,4.04E-05,,kasutab,-0.406776382,6.48E-05,8.59E-05,,artiklis,0.202610313,0.652622075,4.86E-05,5.81E-05,,teksti,0.757550231,48.60306685,64.4782545
lõpu,0.204440731,0.651160042,4.05E-05,3.31E-05,,toimunud,-0.406936319,0.000129608,0.000171843,,hinda,0.200318149,0.654464168,5.67E-05,4.76E-05,,kasutab,0.757133862,64.80408914,85.91209372
enamasti,0.199825604,0.65486165,0.000129608,0.000144924,,käed,-0.407054779,4.86E-05,6.44E-05,,tänaseks,0.198947344,0.655571864,8.10E-05,7.01E-05,,avatud,0.756965873,162.0102228,214.3468587
endise,0.198782912,0.655705043,5.67E-05,4.79E-05,,koolis,-0.407374574,9.72E-05,0.000128922,,muudetud,0.195986117,0.657980433,4.86E-05,4.03E-05,,koolis,0.755887744,97.20613371,128.921585
põhjus,0.198620331,0.655836787,0.000105307,9.31E-05,,teksti,-0.407765338,4.86E-05,6.45E-05,,meeles,0.195225338,0.658602737,5.67E-05,6.67E-05,,toimunud,0.755645292,129.6081783,171.8432369
arvamust,0.198417114,0.656001551,5.67E-05,4.79E-05,,leidub,-0.409595389,7.29E-05,9.68E-05,,aktiivne,0.194365741,0.659307619,4.86E-05,5.79E-05,,leidub,0.755360698,72.90460028,96.84014507
sõnu,0.198342723,0.656061891,6.48E-05,5.54E-05,,kinni,-0.410370685,0.000259216,0.000344506,,pidev,0.194106375,0.659520669,4.05E-05,3.30E-05,,alguse,0.75381149,72.90460028,97.0412229
suhe,0.19749961,0.656746704,4.05E-05,4.94E-05,,alguse,-0.41258788,7.29E-05,9.70E-05,,levinud,0.192484767,0.660856564,4.86E-05,5.78E-05,,kinni,0.753146564,259.2163566,344.5056015
eelarve,0.197044,0.657117498,5.67E-05,6.70E-05,,juttu,-0.416461729,8.91E-05,0.000118925,,ettevõtja,0.192418843,0.660911014,4.86E-05,4.04E-05,,kuju,0.753142971,40.50255571,54.10581298
kena,0.193965123,0.659636767,6.48E-05,7.57E-05,,maksab,-0.416897368,0.000129608,0.000173034,,õiget,0.191518693,0.661655617,4.05E-05,3.31E-05,,normaalne,0.751875098,48.60306685,64.97248266
jätkuvalt,0.193347448,0.660145047,9.72E-05,8.56E-05,,kuju,-0.417770657,4.05E-05,5.41E-05,,lõpu,0.190699497,0.662335069,4.05E-05,3.31E-05,,juttu,0.751350775,89.10562256,118.9248415
töös,0.19332395,0.660164402,4.05E-05,4.93E-05,,normaalne,-0.418781482,4.86E-05,6.50E-05,,põhjus,0.190430377,0.662558659,0.000105307,9.31E-05,,maksab,0.750475805,129.6081783,173.0338294
artiklis,0.191268436,0.661862999,4.86E-05,5.81E-05,,kirjas,-0.420558504,7.29E-05,9.76E-05,,miljonit,0.18842072,0.664234302,0.00016201,0.000178249,,kirjas,0.749700434,72.90460028,97.57884154
robert,0.190747968,0.662294818,4.86E-05,4.07E-05,,uued,-0.425163314,0.000137709,0.000184905,,sõnu,0.187943751,0.664633554,6.48E-05,5.54E-05,,pannakse,0.748371323,40.50255571,54.45717004
eesmärgid,0.187522853,0.664986372,4.86E-05,4.07E-05,,pannakse,-0.427109067,4.05E-05,5.45E-05,,endise,0.18763404,0.664893124,5.67E-05,4.79E-05,,uued,0.746127411,137.7086894,184.90483
ühendus,0.185443229,0.666736552,4.05E-05,3.34E-05,,panna,-0.428174077,0.000291618,0.000392381,,arvamust,0.187298949,0.665174251,5.67E-05,4.79E-05,,panna,0.743854609,291.6184011,392.3811764
meeles,0.185217744,0.666927016,5.67E-05,6.67E-05,,sügisel,-0.434620891,6.48E-05,8.76E-05,,ehitada,0.186421876,0.665911496,5.67E-05,6.65E-05,,sügisel,0.742824408,64.80408914,87.5863313
uuel,0.18433024,0.667678011,4.86E-05,4.08E-05,,kaasa,-0.438522882,0.000396925,0.000537919,,jätkuvalt,0.185162605,0.666973612,9.72E-05,8.56E-05,,osutatud,0.740835995,40.50255571,55.02124629
aktiivne,0.183690359,0.6682208,4.86E-05,5.79E-05,,osutatud,-0.441975874,4.05E-05,5.50E-05,,kohaliku,0.185058031,0.667062005,8.10E-05,9.25E-05,,kasutusele,0.740332509,40.50255571,55.05934525
miljonit,0.182642064,0.669112455,0.00016201,0.000178249,,kasutusele,-0.442974509,4.05E-05,5.51E-05,,narva,0.180823454,0.67066653,7.29E-05,8.37E-05,,sündis,0.738791158,48.60306685,66.14085073
levinud,0.18195971,0.669694478,4.86E-05,5.78E-05,,sündis,-0.444494251,4.86E-05,6.61E-05,,robert,0.179433162,0.671860826,4.86E-05,4.07E-05,,kaasa,0.738376081,396.925046,537.9191989
suuremat,0.181322152,0.670239457,8.91E-05,7.84E-05,,vara,-0.449621371,6.48E-05,8.85E-05,,rada,0.178446418,0.672711778,4.05E-05,4.86E-05,,vara,0.735226723,64.80408914,88.50176462
kohaliku,0.177223193,0.673770525,8.10E-05,9.25E-05,,värske,-0.452816797,5.67E-05,7.76E-05,,eesmärgid,0.176493275,0.674404347,4.86E-05,4.07E-05,,värske,0.734041783,56.703578,77.61075393
ehitada,0.177066961,0.67390606,5.67E-05,6.65E-05,,politsei,-0.454566603,0.000113407,0.00015541,,mehed,0.176185669,0.674671918,0.000137709,0.000152209,,politsei,0.73145732,113.407156,155.409886
narva,0.172866095,0.677577079,7.29E-05,8.37E-05,,kanda,-0.456169057,8.10E-05,0.00011113,,elanud,0.174403997,0.676227132,4.86E-05,5.74E-05,,kanda,0.731336817,81.00511142,111.1304295
isikute,0.170675633,0.679512048,4.86E-05,4.11E-05,,arvestades,-0.456565713,0.000129608,0.000177858,,uuel,0.17358063,0.676948998,4.86E-05,4.08E-05,,saatis,0.730241372,40.50255571,55.83402408
mehed,0.170525359,0.679645326,0.000137709,0.000152209,,lihtne,-0.457811556,0.000170111,0.00023364,,ühendus,0.173568424,0.676959714,4.05E-05,3.34E-05,,arvestades,0.73023563,129.6081783,177.8575809
lõpetada,0.168332792,0.681597779,6.48E-05,5.61E-05,,saatis,-0.463131593,4.05E-05,5.58E-05,,suuremat,0.173559995,0.676967116,8.91E-05,7.84E-05,,lihtne,0.729248712,170.110734,233.6397481
rada,0.168199887,0.681716605,4.05E-05,4.86E-05,,tallinna,-0.466240394,0.000380724,0.000525972,,aktiivselt,0.17013842,0.679988818,4.05E-05,4.84E-05,,kogemus,0.726490377,64.80408914,89.5780602
näevad,0.167613897,0.682241178,5.67E-05,4.86E-05,,kogemus,-0.467060575,6.48E-05,8.96E-05,,viis,0.166637983,0.683117188,0.000275417,0.000295153,,ilmus,0.726424902,48.60306685,67.28381949
elanud,0.165290092,0.684332032,4.86E-05,5.74E-05,,tagada,-0.467331712,8.91E-05,0.000123193,,tihti,0.165170322,0.684440258,0.00016201,0.000177183,,tagada,0.725529094,89.10562256,123.1929832
tuttav,0.164600603,0.684955695,5.67E-05,4.86E-05,,ilmus,-0.469212254,4.86E-05,6.73E-05,,maal,0.163674656,0.685795639,5.67E-05,6.58E-05,,leitud,0.724773653,48.60306685,67.43939024
teadmised,0.163797896,0.685683687,4.86E-05,4.12E-05,,lahti,-0.470457966,0.000202513,0.000280591,,noored,0.162491766,0.686872693,0.000113407,0.000126068,,tallinna,0.724372497,380.7240237,525.9720004
annavad,0.163200224,0.686227077,0.000113407,0.000101806,,tasub,-0.470550467,0.000105307,0.000145917,,tahab,0.161365153,0.687902751,0.000145809,0.000160055,,arutelu,0.724325632,48.60306685,67.48172242
muutuvad,0.163199016,0.686228177,5.67E-05,4.87E-05,,hoiab,-0.472164876,6.48E-05,8.99E-05,,isikute,0.161096139,0.688149327,4.86E-05,4.11E-05,,hoiab,0.723952801,64.80408914,89.89555152
viis,0.162930221,0.686472938,0.000275417,0.000295153,,leitud,-0.472544141,4.86E-05,6.74E-05,,lõpetada,0.160199141,0.688973239,6.48E-05,5.61E-05,,tasub,0.723583523,105.3066448,145.9168955
aktiivselt,0.160579349,0.688623683,4.05E-05,4.84E-05,,arutelu,-0.473449447,4.86E-05,6.75E-05,,näevad,0.158977956,0.690099236,5.67E-05,4.86E-05,,tegeleb,0.722865048,40.50255571,56.4139749
tihti,0.160414982,0.68877474,0.00016201,0.000177183,,kirja,-0.473995589,0.000113407,0.000157517,,julge,0.157427214,0.691536349,4.05E-05,4.81E-05,,lahti,0.722723641,202.5127786,280.5914232
noored,0.156977557,0.69195459,0.000113407,0.000126068,,hästi,-0.475198095,0.000437428,0.000608072,,annavad,0.157317296,0.691638523,0.000113407,0.000101806,,kirja,0.721734436,113.407156,157.5169701
tahab,0.156529873,0.692371684,0.000145809,0.000160055,,tegeleb,-0.478039647,4.05E-05,5.64E-05,,tuttav,0.156196139,0.692683063,5.67E-05,4.86E-05,,suutis,0.721097226,40.50255571,56.55472938
maal,0.155941707,0.692920711,5.67E-05,6.58E-05,,suutis,-0.48163473,4.05E-05,5.66E-05,,muutuvad,0.154901508,0.693894629,5.67E-05,4.87E-05,,hästi,0.719828761,437.4276017,608.0720816
tõusis,0.150955171,0.697624229,6.48E-05,5.65E-05,,valida,-0.481703908,0.000129608,0.000180984,,teadmised,0.15479064,0.693998654,4.86E-05,4.12E-05,,kindlaks,0.718507,56.703578,79.31039081
julge,0.148891303,0.699597129,4.05E-05,4.81E-05,,kindlaks,-0.48407012,5.67E-05,7.93E-05,,ettevõtted,0.154092692,0.69465452,4.05E-05,4.80E-05,,valida,0.717691188,129.6081783,180.9838121
jäid,0.147446254,0.700987853,7.29E-05,8.29E-05,,parandada,-0.487435131,5.67E-05,7.95E-05,,jäid,0.153715147,0.695010015,7.29E-05,8.29E-05,,parandada,0.716853868,56.703578,79.49559408
võttes,0.146576071,0.701829099,8.91E-05,0.000100002,,inimesele,-0.488740564,5.67E-05,7.96E-05,,võttes,0.152193812,0.696447627,8.91E-05,0.000100002,,inimesele,0.716213559,56.703578,79.56755878
lasknud,0.146212484,0.702181443,4.05E-05,3.41E-05,,täpsemalt,-0.489546271,5.67E-05,7.96E-05,,juhtus,0.149585599,0.69893169,8.10E-05,9.13E-05,,täpsemalt,0.715818645,56.703578,79.61200757
ettevõtted,0.145819271,0.702563063,4.05E-05,4.80E-05,,alusel,-0.494475648,0.000137709,0.000194005,,soov,0.144084679,0.704253588,8.10E-05,9.11E-05,,informatsiooni,0.71464512,40.50255571,57.07435685
viitab,0.145468881,0.70290362,4.05E-05,3.42E-05,,informatsiooni,-0.494829752,4.05E-05,5.71E-05,,tõusis,0.144046303,0.70429112,6.48E-05,5.65E-05,,valminud,0.714319689,40.50255571,57.10081446
kaitsta,0.144366938,0.703977709,7.29E-05,6.42E-05,,valminud,-0.495498379,4.05E-05,5.71E-05,,kampaania,0.143605009,0.704723126,4.05E-05,4.78E-05,,käe,0.713443532,48.60306685,68.52626887
juhtus,0.143855508,0.704477807,8.10E-05,9.13E-05,,käe,-0.495609786,4.86E-05,6.85E-05,,täita,0.141431273,0.706862259,6.48E-05,7.38E-05,,kohas,0.71201587,72.90460028,102.7962823
rääkima,0.140764308,0.707522366,5.67E-05,4.92E-05,,kohas,-0.495706333,7.29E-05,0.000102796,,ligikaudu,0.141271176,0.707020547,4.05E-05,4.77E-05,,alusel,0.711307682,137.7086894,194.0051896
elama,0.139706179,0.708573285,7.29E-05,6.44E-05,,nähtud,-0.501418898,6.48E-05,9.17E-05,,kaitsta,0.138271964,0.710004993,7.29E-05,6.42E-05,,kavas,0.711107395,40.50255571,57.36327395
jäävad,0.139252002,0.709025759,0.000137709,0.000125796,,kavas,-0.502114422,4.05E-05,5.74E-05,,lasknud,0.137893427,0.710384277,4.05E-05,3.41E-05,,nähtud,0.709577496,64.80408914,91.7370012
ilmselgelt,0.139185882,0.709091701,5.67E-05,4.93E-05,,võimalikult,-0.502744209,9.72E-05,0.000137732,,viitab,0.1372131,0.711067438,4.05E-05,3.42E-05,,tõeline,0.709486386,40.50255571,57.49662031
soov,0.138662061,0.709614744,8.10E-05,9.11E-05,,suurus,-0.50545283,5.67E-05,8.05E-05,,edukalt,0.136553455,0.711731674,5.67E-05,6.50E-05,,lugesin,0.709319559,40.50255571,57.51037826
kampaania,0.136140583,0.712148346,4.05E-05,4.78E-05,,tõeline,-0.505464211,4.05E-05,5.75E-05,,puuduvad,0.135531,0.712764856,4.05E-05,4.75E-05,,suurus,0.708065986,56.703578,80.49463345
muuhulgas,0.135807862,0.712484654,5.67E-05,4.93E-05,,lugesin,-0.505809382,4.05E-05,5.75E-05,,jäävad,0.13503764,0.713264976,0.000137709,0.000125796,,võimalikult,0.707883946,97.20613371,137.7319692
täita,0.13556794,0.712727452,6.48E-05,7.38E-05,,vahet,-0.507911813,6.48E-05,9.22E-05,,rääkima,0.134115398,0.714202642,5.67E-05,4.92E-05,,jõua,0.70754069,40.50255571,57.65748258
ligikaudu,0.133983277,0.714337271,4.05E-05,4.77E-05,,jõua,-0.509494903,4.05E-05,5.77E-05,,elama,0.133903578,0.71441852,7.29E-05,6.44E-05,,vahet,0.706425392,64.80408914,92.15079822
avaldatud,0.133184774,0.715152543,6.48E-05,5.70E-05,,lõpuks,-0.513158252,0.000251116,0.000358385,,kinnisvara,0.133851256,0.714471875,4.86E-05,5.62E-05,,võita,0.702974758,40.50255571,58.03847217
pühendatud,0.131861056,0.716510183,4.05E-05,3.44E-05,,mõeldud,-0.515187306,0.000145809,0.000208388,,ilmselgelt,0.132648338,0.715701801,5.67E-05,4.93E-05,,mängis,0.702471068,40.50255571,58.08080434
inimestel,0.130800493,0.7176035,8.91E-05,7.99E-05,,vajalikud,-0.517160525,6.48E-05,9.27E-05,,tuntud,0.12981279,0.718626224,0.000137709,0.000150096,,vt,0.702458485,40.50255571,58.08186265
edukalt,0.130624077,0.71778585,5.67E-05,6.50E-05,,võita,-0.518996597,4.05E-05,5.80E-05,,muuhulgas,0.129506546,0.718944219,5.67E-05,4.93E-05,,vajalikud,0.701959337,64.80408914,92.74344869
maad,0.129764935,0.718675887,5.67E-05,4.95E-05,,mängis,-0.520048488,4.05E-05,5.81E-05,,kahe,0.128864985,0.719611776,0.000332121,0.000351091,,lõpuks,0.701519708,251.1158454,358.3852638
metsas,0.129210608,0.719251915,4.86E-05,4.20E-05,,vt,-0.520074775,4.05E-05,5.81E-05,,avaldatud,0.127457766,0.721082615,6.48E-05,5.70E-05,,mõeldud,0.701136257,145.8092006,208.3875465
kool,0.128741288,0.719740701,8.91E-05,8.00E-05,,eli,-0.520661737,0.000121508,0.000174316,,inimestel,0.126041365,0.722572324,8.91E-05,7.99E-05,,energia,0.699589959,64.80408914,93.06094002
puuduvad,0.128671711,0.71981325,4.05E-05,4.75E-05,,isa,-0.521565804,0.000129608,0.000186054,,toimib,0.126012484,0.722602798,5.67E-05,6.47E-05,,eli,0.698780041,121.5076671,174.3164943
nõuab,0.127996872,0.720518059,0.000113407,0.000103069,,energia,-0.52209091,6.48E-05,9.31E-05,,töötajad,0.12567686,0.722957218,4.86E-05,5.60E-05,,isa,0.698237271,129.6081783,186.0541485
kinnisvara,0.127662791,0.720867753,4.86E-05,5.62E-05,,tunne,-0.524746328,0.000129608,0.000186465,,langes,0.125416654,0.723232364,4.05E-05,4.73E-05,,uurida,0.698151261,48.60306685,70.04916892
kahe,0.126567587,0.722017771,0.000332121,0.000351091,,naise,-0.525343034,7.29E-05,0.00010493,,pühendatud,0.124734476,0.723955237,4.05E-05,3.44E-05,,naise,0.697675098,72.90460028,104.929824
tuntud,0.126210368,0.722394081,0.000137709,0.000150096,,uurida,-0.527320583,4.86E-05,7.00E-05,,kool,0.124093947,0.724636003,8.91E-05,8.00E-05,,majas,0.696764641,56.703578,81.81645566
arvates,0.125979641,0.722637456,0.000145809,0.00013411,,parima,-0.528395466,7.29E-05,0.000105152,,nimelt,0.123983419,0.724753675,0.00016201,0.000175104,,tunne,0.696707855,129.6081783,186.4647707
leian,0.12515424,0.72351017,4.05E-05,3.46E-05,,majas,-0.528951268,5.67E-05,8.18E-05,,elus,0.123924817,0.724816087,0.00016201,0.000175101,,parima,0.696214419,72.90460028,105.1520679
jõuavad,0.124088443,0.724641862,4.05E-05,3.46E-05,,tegemist,-0.529235977,0.000251116,0.000362402,,nõuab,0.123908337,0.724833642,0.000113407,0.000103069,,käsi,0.695540455,48.60306685,70.31586163
nimelt,0.120875098,0.728087307,0.00016201,0.000175104,,käsi,-0.532802814,4.86E-05,7.03E-05,,maad,0.12387894,0.72486496,5.67E-05,4.95E-05,,tegemist,0.693766606,251.1158454,362.401529
elus,0.120818676,0.72814826,0.00016201,0.000175101,,aja,-0.535170754,0.000226814,0.00032868,,käivad,0.123623367,0.725137404,6.48E-05,7.32E-05,,volikogu,0.691618441,40.50255571,59.00787901
toimib,0.12074273,0.728230331,5.67E-05,6.47E-05,,volikogu,-0.542894658,4.05E-05,5.90E-05,,metsas,0.122896511,0.725913977,4.86E-05,4.20E-05,,aja,0.691017069,226.814312,328.6797173
töötajad,0.120034346,0.728997242,4.86E-05,5.60E-05,,kasutanud,-0.546512574,4.05E-05,5.92E-05,,õhku,0.122629319,0.726200094,4.86E-05,5.59E-05,,kasutanud,0.689915004,40.50255571,59.15604162
langes,0.119292806,0.729802767,4.05E-05,4.73E-05,,vana,-0.559448508,0.000178211,0.000262631,,arvates,0.122452862,0.726389241,0.000145809,0.00013411,,la,0.682364114,40.50255571,59.8217151
käivad,0.118812464,0.730326054,6.48E-05,7.32E-05,,täis,-0.562006025,0.00015391,0.00022722,,leian,0.118563616,0.730597615,4.05E-05,3.46E-05,,vana,0.679780779,178.2112451,262.6309391
tuua,0.117433278,0.731835154,0.000170111,0.000157857,,la,-0.562656328,4.05E-05,5.98E-05,,kuulata,0.117909359,0.731313113,5.67E-05,6.44E-05,,täis,0.678773385,153.9097117,227.2200735
