SONAVORM,Votmesus,Fookus suhteline sagedus,Referents suhteline sagedus
teadlane,2.3568022570759255,5.6703577995771534e-05,1.106986413180014e-05
suurendamise,2.356305812659243,4.050255571126538e-05,7.9097671626266e-06
kokkulepped,2.3561127970671576,4.050255571126538e-05,7.910825467036907e-06
kultuur,2.3356526920830105,0.0001377086894183023,2.728097108886654e-05
erakond,2.331509158870573,0.00011340715599154307,2.2531300895413476e-05
palga,2.3275278767636602,9.720613370703692e-05,1.9365912404188408e-05
riike,2.3255582193557736,9.720613370703692e-05,1.9392370014446058e-05
impeeriumi,2.323481176205339,4.050255571126538e-05,8.091795521199222e-06
valimisi,2.3214699254958573,9.720613370703692e-05,1.9447401843781966e-05
töökohti,2.321155920697384,7.290460028027768e-05,1.4588726296067391e-05
veenda,2.317751117604547,5.6703577995771534e-05,1.1373597497557944e-05
peategelane,2.317432328903098,6.480408913802461e-05,1.300126968060848e-05
juhte,2.3172366163557054,4.860306685351846e-05,9.752275140969244e-06
vaesuse,2.3133279305703613,4.860306685351846e-05,9.778732751226891e-06
lootuse,2.3056664273400544,4.050255571126538e-05,8.192334440178287e-06
poliitiline,2.3047659170669372,0.00014580920056055536,2.9510818481381155e-05
postimehes,2.3032456412888074,4.050255571126538e-05,8.206092397512263e-06
omavalitsus,2.3009940280933607,7.290460028027768e-05,1.4794037351666743e-05
tuhandete,2.293523707746291,5.6703577995771534e-05,1.1566208900233626e-05
venelased,2.2861830725695444,9.720613370703692e-05,1.9928930350471168e-05
huve,2.282433922624578,7.290460028027768e-05,1.498559044993212e-05
territooriumi,2.280121526285777,5.6703577995771534e-05,1.1674155950084832e-05
mailis,2.2772471102923886,4.050255571126538e-05,8.3553133193654e-06
piiride,2.2750787591523354,6.480408913802461e-05,1.3388609094780455e-05
kultuuri,2.2638387422256985,0.00031591993454787,6.577996892697604e-05
lapsega,2.2614500009459486,0.00021061328969857997,4.3925982854158375e-05
võimule,2.260329467798678,6.480408913802461e-05,1.3526188668120227e-05
oecd,2.258727488483096,4.050255571126538e-05,8.463260369216608e-06
reas,2.2584869691575875,4.860306685351846e-05,1.0157605730116418e-05
küsimustes,2.2518883524775313,0.00010530664484928998,2.2109037435701404e-05
niinimetatud,2.2491975931506456,6.480408913802461e-05,1.3630960804740515e-05
ühiskonna,2.242864254200971,0.0002916184011211107,6.160919124596034e-05
bakterid,2.24062073336353,4.050255571126538e-05,8.570149114657507e-06
kodanikud,2.235408861990893,0.00010530664484928998,2.2363030494174832e-05
ühiskonda,2.2350789093773926,9.720613370703692e-05,2.0647519045068902e-05
arusaadavalt,2.216067387657941,4.050255571126538e-05,8.717253427690034e-06
teatavasti,2.214030738719451,8.910562256478383e-05,1.9205050133821905e-05
keskmisest,2.213792257019447,0.00010530664484928998,2.2700629601062426e-05
tagajärg,2.2130929380329527,4.050255571126538e-05,8.735244602665234e-06
jõul,2.2118699448884187,4.050255571126538e-05,8.742652733537375e-06
majandus,2.2106479876145397,0.00012150766713379614,2.6250182593228553e-05
tuletada,2.2085556086533,6.480408913802461e-05,1.4020416827733101e-05
rahalise,2.2078090652778375,5.6703577995771534e-05,1.22742145507283e-05
ühiskonnas,2.2072766115418365,0.00025921635655209844,5.613140761821678e-05
toetused,2.2045536780958037,4.050255571126538e-05,8.787101518770225e-06
moodustas,2.2012313226115943,5.6703577995771534e-05,1.2330304684474515e-05
riikidega,2.1960862566910837,6.480408913802461e-05,1.4142121834918284e-05
reaalse,2.19396456662905,4.860306685351846e-05,1.0622201366240727e-05
kingituse,2.192835640998982,5.6703577995771534e-05,1.2402269384375318e-05
näib,2.1903007872869615,0.00018631175627182076,4.082197601873105e-05
võitlust,2.1886560512155953,5.6703577995771534e-05,1.243825173432572e-05
riigikohus,2.188312388745916,4.050255571126538e-05,8.886582133338984e-06
käibemaksu,2.187674375552379,5.6703577995771534e-05,1.2446718169608168e-05
jõuluvana,2.1873064193231655,5.6703577995771534e-05,1.2449893082839085e-05
kerkib,2.177650526267086,5.6703577995771534e-05,1.2533499131253254e-05
jõudude,2.1768467489259615,4.050255571126538e-05,8.957488528829482e-06
mäletab,2.174973008128919,4.860306685351846e-05,1.0762955852811417e-05
lapsest,2.1727404741836294,6.480408913802461e-05,1.437283219636498e-05
rahaga,2.167248283209067,8.100511142253076e-05,1.8034565456023534e-05
lahendamiseks,2.164443114407427,9.720613370703692e-05,2.1683599062758417e-05
tava,2.1627307443740302,7.290460028027768e-05,1.6282013352556898e-05
venemaal,2.161328182896911,0.00022681431198308614,5.070442260216792e-05
tegelda,2.1555282450141617,4.050255571126538e-05,9.09083488452803e-06
riigikogus,2.1554636501030986,0.00010530664484928998,2.3637229004183185e-05
senine,2.1552229127292355,8.910562256478383e-05,2.000406996360289e-05
näitaja,2.152096976948141,8.910562256478383e-05,2.0047460444425432e-05
liiduga,2.150498507063527,4.860306685351846e-05,1.094710082020465e-05
kümned,2.1481572835785334,4.050255571126538e-05,9.137400278581491e-06
igapäevaelu,2.1457642463350326,4.860306685351846e-05,1.0983083170155052e-05
kuuluda,2.1453194677147187,4.050255571126538e-05,9.155391453556693e-06
seisid,2.1439859540060136,4.050255571126538e-05,9.16385788883914e-06
poliitikud,2.1400439170381342,0.00010530664484928998,2.389122206265661e-05
rahast,2.1340420827319067,7.290460028027768e-05,1.6609029415341432e-05
rõivas,2.131213520120135,4.050255571126538e-05,9.245347328432697e-06
rahvaste,2.130027975605945,8.910562256478383e-05,2.0356485332234768e-05
majandusliku,2.123760056156974,6.480408913802461e-05,1.4869176964798466e-05
majanduses,2.123308322034789,4.050255571126538e-05,9.296145940127383e-06
missioon,2.1182258068324433,4.860306685351846e-05,1.119474405221624e-05
föderatsiooni,2.1172441590008146,4.050255571126538e-05,9.335303203308702e-06
seadus,2.115704862767877,0.00019441226741407383,4.48572907352276e-05
rahvusvahelises,2.110763373430436,5.6703577995771534e-05,1.3128266209845194e-05
berliini,2.1106083157909405,7.290460028027768e-05,1.688101364879006e-05
vajame,2.108348950150965,7.290460028027768e-05,1.6907471259047708e-05
jmt,2.1082767088429764,4.050255571126538e-05,9.39350994587553e-06
erakonna,2.1010182584332617,0.00021061328969857997,4.9092624985271974e-05
valimised,2.0893495314658836,0.00011340715599154307,2.664916335591389e-05
soome-ugri,2.0863924257917823,4.860306685351846e-05,1.1444503893048443e-05
maailmale,2.0830610267201815,6.480408913802461e-05,1.5294615337741454e-05
haridus,2.0715273591757866,0.00010530664484928998,2.5053240305172532e-05
andrei,2.068915286130776,8.100511142253076e-05,1.9306647357211274e-05
statistikaameti,2.065676557435953,4.050255571126538e-05,9.67501891901691e-06
ülikoolide,2.0589066550412753,4.050255571126538e-05,9.720526008660066e-06
bakterite,2.053889125659379,4.050255571126538e-05,9.754391749789855e-06
pistmist,2.0525071463356315,4.860306685351846e-05,1.1716488126497068e-05
suhetes,2.0468403673710456,5.6703577995771534e-05,1.3723033288437132e-05
muutmist,2.044191129198629,4.860306685351846e-05,1.1784219608756648e-05
kodanike,2.0438024895767692,0.00014580920056055536,3.53621835659627e-05
senise,2.0437377264837733,9.720613370703692e-05,2.3575847348385438e-05
väärtusi,2.042507779769972,7.290460028027768e-05,1.769696634913594e-05
lapsevanem,2.0401802260934736,6.480408913802461e-05,1.5756036060634845e-05
eestiga,2.0343005084362336,4.050255571126538e-05,9.887738105488403e-06
järeldada,2.031934759585818,4.860306685351846e-05,1.1884758527735713e-05
põhjusi,2.03059931121849,4.050255571126538e-05,9.913137411335746e-06
juhtimisel,2.0303473023020646,8.910562256478383e-05,2.181271220081574e-05
riikidesse,2.0301373284934385,4.050255571126538e-05,9.916312324566664e-06
tabanud,2.0287693586947118,7.290460028027768e-05,1.786629505478489e-05
heaolu,2.025002493320618,0.00017821124512956766,4.378734497640829e-05
loogika,2.024451672041226,8.100511142253076e-05,1.9910939175495966e-05
ilmselge,2.0238383464752285,4.050255571126538e-05,9.959702805389207e-06
paarkümmend,2.022459316539842,6.480408913802461e-05,1.595076407213114e-05
astme,2.0212564782960807,5.6703577995771534e-05,1.396855991162811e-05
tootma,2.018482840889422,4.050255571126538e-05,9.996743459749915e-06
soovide,2.0180247212642266,4.050255571126538e-05,9.999918372980833e-06
ainsad,2.0161936961119737,4.050255571126538e-05,1.0012618025904504e-05
kasvav,2.0127921296798372,4.860306685351846e-05,1.2043504189281604e-05
kahtlust,2.009246800429893,4.860306685351846e-05,1.2073136712770171e-05
ida-euroopa,2.0055587856053383,4.050255571126538e-05,1.008669933462592e-05
rootsi,1.9948419007664908,0.0005103322019619438,0.00012804001738527454
pensioni,1.9905257399029193,4.860306685351846e-05,1.2230824069905757e-05
väärtuste,1.9904009122981785,7.290460028027768e-05,1.8347823561474092e-05
swedbanki,1.9881060099579573,4.050255571126538e-05,1.0209462646221409e-05
seadust,1.9853233531759984,6.480408913802461e-05,1.6366677705381372e-05
eeskuju,1.982310198055564,9.720613370703692e-05,2.4601344321971895e-05
juhus,1.9750053974323305,4.860306685351846e-05,1.2363112121193999e-05
riigid,1.9721409586459306,0.00018631175627182076,4.748611889042756e-05
valimistel,1.9714356613517556,0.0001377086894183023,3.5115598638361415e-05
valimiste,1.9687734437208158,0.00011340715599154307,2.897214153653543e-05
teataja,1.9661408838850383,4.860306685351846e-05,1.2439310038736027e-05
poliitiliste,1.9638413280395643,6.480408913802461e-05,1.661220432857235e-05
märksa,1.962509263179476,0.00012960817827604922,3.3255099485043575e-05
sunnib,1.9609949598120446,5.6703577995771534e-05,1.4564385294630354e-05
ühiskond,1.9604185001719885,0.00011340715599154307,2.9140411937774076e-05
koalitsiooni,1.958376542742617,5.6703577995771534e-05,1.4590842904888004e-05
sammud,1.9519506540984866,8.910562256478383e-05,2.303082057707788e-05
tõestada,1.9508307164116032,8.100511142253076e-05,2.095336901964732e-05
omada,1.9483917325033173,6.480408913802461e-05,1.6791057773914053e-05
lääne,1.9467074804092057,0.00024301533426759227,6.304001880869396e-05
reformierakond,1.9462312381999274,7.290460028027768e-05,1.8918249638628993e-05
stsenaariumi,1.9458116296027494,4.050255571126538e-05,1.0513196011979215e-05
tulu,1.9380226538767449,0.00014580920056055536,3.80523933769604e-05
arhitekt,1.9378220483115498,4.860306685351846e-05,1.2685894966337311e-05
loevad,1.936619000342496,4.860306685351846e-05,1.269647801044037e-05
põlvkond,1.9351766657650868,4.860306685351846e-05,1.2709177663364041e-05
euroni,1.932799961718127,8.100511142253076e-05,2.1216886817813497e-05
staatuse,1.9325121422576435,4.050255571126538e-05,1.0610560017727361e-05
mets,1.9323793218707985,0.00010530664484928998,2.758999597667587e-05
omavalitsused,1.9308069623344868,5.6703577995771534e-05,1.4872351878029384e-05
tagamise,1.9283451998472732,4.050255571126538e-05,1.0641250845626233e-05
kerkinud,1.9250693706310915,5.6703577995771534e-05,1.4931616925006516e-05
konkurentsivõime,1.9201899128628845,4.050255571126538e-05,1.0701574197013672e-05
rääkimata,1.9153827647166386,0.00016201022284506153,4.294916788344599e-05
loodetakse,1.9152050294364629,4.050255571126538e-05,1.073861485137438e-05
ekp,1.914210116310365,4.050255571126538e-05,1.0746022982246521e-05
protsendi,1.911495364391584,0.00012960817827604922,3.445204177309959e-05
arusaama,1.9089626574396306,4.050255571126538e-05,1.078518024542784e-05
ettevalmistus,1.907924883039024,4.860306685351846e-05,1.2951529373324102e-05
huvide,1.90730343351794,8.910562256478383e-05,2.3754700793727143e-05
majandust,1.8995791272600902,4.860306685351846e-05,1.3026668986455823e-05
riiki,1.8985459489072438,0.0002673168676943515,7.169800718940687e-05
ministeeriumi,1.8982235174889088,5.6703577995771534e-05,1.5212067593737591e-05
liitu,1.8976026217878368,0.00012960817827604922,3.4785407662345965e-05
kirikusse,1.8958567662063315,4.050255571126538e-05,1.0883602555586294e-05
parlament,1.8944222520913612,0.00010530664484928998,2.83255175418385e-05
arusaamatu,1.8916543308407703,4.050255571126538e-05,1.0915351687895472e-05
sootuks,1.890815310729371,6.480408913802461e-05,1.7474722422971693e-05
ühiskonnale,1.8770183871701267,4.860306685351846e-05,1.3231980042055176e-05
pikaajaline,1.874904491589954,7.290460028027768e-05,1.9877073434366176e-05
lastest,1.8741365695827406,6.480408913802461e-05,1.767791686975043e-05
omavalitsuste,1.867810016846394,0.0001377086894183023,3.7730668836227396e-05
ametnike,1.8672436035753577,5.6703577995771534e-05,1.5542258569753043e-05
vanema,1.865721747329854,0.00011340715599154307,3.111732457622557e-05
autorid,1.8648388250006511,8.100511142253076e-05,2.2240267182579342e-05
lähtuda,1.8646100073886105,4.860306685351846e-05,1.3346276918368218e-05
rajamise,1.860931030783473,4.050255571126538e-05,1.1150295266983391e-05
arvelt,1.8598570563641128,0.00010530664484928998,2.9012357104127057e-05
hugo,1.8589013301042536,4.860306685351846e-05,1.3399192138883515e-05
miljoneid,1.8498141728052233,4.860306685351846e-05,1.348385649170799e-05
eestlane,1.8482297883839465,0.00014580920056055536,4.0496018260356816e-05
tööturul,1.8477095844803002,4.050255571126538e-05,1.1252950794783066e-05
ivan,1.8473025991823202,4.050255571126538e-05,1.1256125708013984e-05
hävitada,1.8449533739458046,4.860306685351846e-05,1.3529363581351145e-05
ressursse,1.8437125399469727,4.860306685351846e-05,1.354100492986451e-05
koolides,1.8353417791615128,8.910562256478383e-05,2.4969634256758365e-05
juhtide,1.835112497288528,6.480408913802461e-05,1.8162620289670553e-05
suudetud,1.8338241015462011,4.860306685351846e-05,1.3634135717971433e-05
kriitiline,1.833600150126799,4.860306685351846e-05,1.3636252326792046e-05
teenivad,1.8226911244434603,4.050255571126538e-05,1.1449795415099971e-05
poliitilise,1.822653025437968,0.00011340715599154307,3.206027380580817e-05
ajakirjanik,1.8224552198517405,0.00010530664484928998,2.9774336279547333e-05
valdkondade,1.8185632388207833,4.050255571126538e-05,1.1482602851819456e-05
vabariik,1.817898555537481,5.6703577995771534e-05,1.608305212341938e-05
prügikasti,1.8173670293121118,4.050255571126538e-05,1.149212759151221e-05
kusagile,1.8171234785560828,4.860306685351846e-05,1.3792881379517325e-05
järjekordse,1.8123714051065152,4.860306685351846e-05,1.383838846916048e-05
suurendamine,1.8120625099033465,4.050255571126538e-05,1.1534459767924446e-05
süüdistada,1.811797795216202,4.050255571126538e-05,1.1536576376745059e-05
sõjas,1.8106071798290182,4.050255571126538e-05,1.1546101116437812e-05
vabatahtlikud,1.810607179829018,4.860306685351846e-05,1.3855321339725374e-05
haigekassa,1.80961575037237,6.480408913802461e-05,1.848646143922417e-05
kiriku,1.8090942189256793,0.0003078194234056169,8.784244096862399e-05
kirik,1.80727638014987,0.00018631175627182076,5.3234828447209426e-05
metsast,1.803571774038379,4.860306685351846e-05,1.3923052821984956e-05
rahva,1.8034598797917494,0.00039692504597040073,0.00011371375058296301
sundida,1.8028262745098034,4.050255571126538e-05,1.1608541076645863e-05
kuudel,1.8025632489774632,4.050255571126538e-05,1.1610657685466474e-05
eestlase,1.8007234117293487,4.860306685351846e-05,1.395056873665291e-05
võimu,1.7939537714767821,0.00019441226741407383,5.606473444036751e-05
kolmandiku,1.7930825787927671,4.860306685351846e-05,1.4024650045374325e-05
riigile,1.7899539763867622,0.00010530664484928998,3.045270940655344e-05
kakskümmend,1.788430613113218,4.050255571126538e-05,1.1724954561779516e-05
ametnik,1.7848323815082336,4.860306685351846e-05,1.4105081180557576e-05
arvutiga,1.7825826316933007,4.050255571126538e-05,1.1772578260243283e-05
vabaduse,1.7822622514662263,0.0001377086894183023,4.0035655841873734e-05
vene,1.779717841241982,0.0008748552033633323,0.00025479313660761705
tõestanud,1.7786971053993499,4.050255571126538e-05,1.1804327392552461e-05
patsientide,1.7772750303301517,5.6703577995771534e-05,1.6542356237492157e-05
mõistagi,1.7761324195736248,0.00010530664484928998,3.0745859728208185e-05
valitsuses,1.7750155231480265,4.860306685351846e-05,1.4201386881895418e-05
senised,1.7701856055438325,4.050255571126538e-05,1.1874175483632654e-05
tegusid,1.769157312527463,4.050255571126538e-05,1.1882641918915102e-05
tegeliku,1.7674878979897177,4.050255571126538e-05,1.189639987624908e-05
märganud,1.7583115052555405,8.910562256478383e-05,2.6339080163694252e-05
terves,1.7567472312190278,4.050255571126538e-05,1.1985297446714777e-05
gaasi,1.756428790639236,8.100511142253076e-05,2.3975886415481086e-05
suurtele,1.7559830918786585,4.050255571126538e-05,1.1991647273176614e-05
majanduslik,1.752401282032276,4.860306685351846e-05,1.4425747416880277e-05
ajastu,1.7376942822877468,7.290460028027768e-05,2.186033589927951e-05
tulumaksu,1.7357748531956356,4.860306685351846e-05,1.4592959513708615e-05
põhimõtet,1.7266177675629382,4.050255571126538e-05,1.2238232200777898e-05
mõistes,1.7247008959297487,6.480408913802461e-05,1.9607205809738162e-05
laias,1.7245340415764128,5.6703577995771534e-05,1.7158289404290216e-05
samba,1.724207804375549,4.860306685351846e-05,1.4710431303252575e-05
yorgi,1.7212631468756152,4.050255571126538e-05,1.2283739290421052e-05
otsustavad,1.7159283266109826,4.050255571126538e-05,1.2329246380064208e-05
uuritud,1.7107776783665198,4.860306685351846e-05,1.4848010876592347e-05
kurb,1.7101197209211954,0.00016201022284506153,4.951594674939435e-05
vladimir,1.7076447888815571,9.720613370703692e-05,2.9760578322213357e-05
perekonda,1.7044163073788177,4.860306685351846e-05,1.4913625750031316e-05
ainuüksi,1.7043790799015326,8.910562256478383e-05,2.7342352744664282e-05
poliitikat,1.7031883075535998,4.860306685351846e-05,1.4926325402954987e-05
kaitseväe,1.701961352094057,7.290460028027768e-05,2.2408537583817986e-05
vaene,1.696147521374167,4.860306685351846e-05,1.4999348407266096e-05
näeme,1.6956651974383703,0.00018631175627182076,5.751672809130726e-05
vabas,1.6927922968907159,4.860306685351846e-05,1.5034272452806193e-05
õiglane,1.6878246480484662,4.860306685351846e-05,1.5086129368911184e-05
seob,1.6860243006637838,4.050255571126538e-05,1.2587472656178858e-05
kümneid,1.684690660882291,7.290460028027768e-05,2.2678405208446002e-05
kohane,1.6835802353682978,4.860306685351846e-05,1.5130578154144033e-05
tuhanded,1.6828740456904638,5.6703577995771534e-05,1.7660983999185536e-05
võimekus,1.679609891609861,4.050255571126538e-05,1.2643562789925073e-05
välismaale,1.6794488900148619,4.860306685351846e-05,1.5173968634966577e-05
aastakümneid,1.6789458758049305,6.480408913802461e-05,2.023901354269081e-05
soolise,1.6786441514409973,4.860306685351846e-05,1.5182435070249024e-05
vaatavad,1.6754045936026825,6.480408913802461e-05,2.0288753849975187e-05
elanikest,1.6725027084130901,4.050255571126538e-05,1.2706002750133124e-05
rahvas,1.6717418672108917,0.00024301533426759227,7.627623206839037e-05
protsenti,1.6700266366153387,0.0006237393579534868,0.00019600855983276327
maailmasõja,1.6694217781961653,7.290460028027768e-05,2.2919698613995757e-05
ajakirjanikud,1.668622611832626,4.860306685351846e-05,1.528826551127962e-05
laste,1.6648057455703598,0.0007209454916605238,0.00022737670255423134
programmis,1.6638084489128837,5.6703577995771534e-05,1.7895927578273455e-05
kaht,1.6606552021536887,5.6703577995771534e-05,1.7935084841454775e-05
õigeks,1.6586702059119651,7.290460028027768e-05,2.309114392846532e-05
põhiseaduse,1.6578486497698284,5.6703577995771534e-05,1.797000888699487e-05
parlamendi,1.6565923102084419,0.0002349148231253392,7.451203861641036e-05
riigieelarve,1.655539467872528,4.050255571126538e-05,1.2856281976396566e-05
loota,1.652099535621138,0.00012150766713379614,3.8660918412886316e-05
arendamisel,1.6439476932861121,4.050255571126538e-05,1.295999580860655e-05
savisaar,1.6422993024618435,4.860306685351846e-05,1.5569774484421e-05
teame,1.6394985898107146,0.0001377086894183023,4.4200083696427613e-05
eraldada,1.6385386094470251,4.050255571126538e-05,1.3008677811480623e-05
tähenduse,1.6384212456038947,4.050255571126538e-05,1.3009736115890928e-05
arhitektuuri,1.6375022256705138,4.860306685351846e-05,1.562163140052599e-05
eestlasi,1.6362322045604587,4.860306685351846e-05,1.5635389357859968e-05
odavamalt,1.6359588078248999,4.050255571126538e-05,1.3031960508507353e-05
vajadusest,1.634319514525202,4.050255571126538e-05,1.3046776770251636e-05
tõde,1.6329158870032072,0.00014580920056055536,4.701411512343111e-05
põhimõtete,1.6326820817938974,4.050255571126538e-05,1.3061593031995919e-05
kehtima,1.631017315536055,6.480408913802461e-05,2.0922678191748447e-05
jõulud,1.6309130707987798,5.6703577995771534e-05,1.8308666298292773e-05
õigemini,1.6308296804319529,5.6703577995771534e-05,1.830972460270308e-05
suudavad,1.6294856758553449,0.00012960817827604922,4.188980516872974e-05
avalikkuse,1.6270820940120234,7.290460028027768e-05,2.3602304958643087e-05
kõrgemad,1.6247551660222683,4.050255571126538e-05,1.3133557731896724e-05
sotsiaalsete,1.624290230458822,4.050255571126538e-05,1.3137790949537946e-05
tegude,1.6228963220983195,4.050255571126538e-05,1.3150490602461618e-05
paraku,1.6223914976785625,0.00034832197911688226,0.00011313379976611536
nn,1.6221004072910756,0.0003402214679746292,0.00011052507939471121
toetanud,1.6203056839917525,4.860306685351846e-05,1.580895128115014e-05
lähtub,1.6194174319609507,4.050255571126538e-05,1.3182239734770796e-05
muudatus,1.618761249169145,4.860306685351846e-05,1.5825884151715036e-05
vabastada,1.6187226594741837,4.050255571126538e-05,1.3188589561232632e-05
jätku,1.6172184659280027,4.050255571126538e-05,1.3202347518566609e-05
kogukond,1.6172184659280022,4.860306685351846e-05,1.584281702227993e-05
rahvusliku,1.6172184659280022,4.860306685351846e-05,1.584281702227993e-05
kahtluse,1.6116396662320107,4.860306685351846e-05,1.5904198678077674e-05
moskva,1.6109057317191122,0.0001377086894183023,4.508482618344338e-05
koosseisu,1.6065826687235596,0.00010530664484928998,3.458009660674661e-05
vägivalla,1.6042255705141284,5.6703577995771534e-05,1.8650498622821593e-05
poliitilist,1.5950315478482255,4.860306685351846e-05,1.608834364547091e-05
ideede,1.5944351464172892,5.6703577995771534e-05,1.8777495152058305e-05
võrdsed,1.5922820214230027,4.860306685351846e-05,1.6119034473369783e-05
riigist,1.5916919576241857,0.00010530664484928998,3.493886180184032e-05
huvides,1.589235225797446,0.00012150766713379614,4.038277968845408e-05
maailmast,1.5862011392313036,7.290460028027768e-05,2.4280678085649196e-05
põhjendatud,1.580621757917283,8.100511142253076e-05,2.7083068164139326e-05
riikide,1.5802924462689907,0.0003078194234056169,0.00010293915338163824
reinsalu,1.5787062768724542,4.860306685351846e-05,1.6271430308453838e-05
toetus,1.5757452726475756,0.0001377086894183023,4.619710411867492e-05
hoopiski,1.575452574492037,5.6703577995771534e-05,1.90261966884802e-05
eestlastele,1.5735920256422837,4.050255571126538e-05,1.3607678107713785e-05
režiimi,1.5733676388246778,4.050255571126538e-05,1.3609794716534396e-05
kohustus,1.5688872158420089,0.00012960817827604922,4.3686806057429226e-05
loomulik,1.5660940009503281,0.00010530664484928998,3.556431970833113e-05
tähendaks,1.5623038866247352,4.050255571126538e-05,1.3714566853154684e-05
tegelikkuses,1.5613888161974971,7.290460028027768e-05,2.470188324095096e-05
kujutada,1.5531914881332152,7.290460028027768e-05,2.484263772752165e-05
peaministri,1.5486594076143074,5.6703577995771534e-05,1.9382845274753304e-05
ettevõtjad,1.5484668685721308,7.290460028027768e-05,2.4924127167115207e-05
maade,1.545040473887641,4.050255571126538e-05,1.3879662341162411e-05
muutust,1.5437210362154072,4.050255571126538e-05,1.3892361994086082e-05
paljuski,1.5406470329867359,4.860306685351846e-05,1.670639342108958e-05
sündmuste,1.5384553196280482,8.100511142253076e-05,2.7886321211561537e-05
võim,1.5319000866572265,8.100511142253076e-05,2.801331774079825e-05
kriitika,1.5316275972729263,4.860306685351846e-05,1.6811165557709867e-05
otsuseid,1.5310827728552396,0.00012960817827604922,4.484670769112454e-05
kehtestada,1.529128052100847,8.910562256478383e-05,3.08739145618552e-05
sisuliselt,1.5281986334201778,0.0002025127785563269,7.021320610174763e-05
pelgalt,1.5257814895929376,6.480408913802461e-05,2.2505901589566133e-05
omamoodi,1.5250128359448838,9.720613370703692e-05,3.37768435593244e-05
riikides,1.5245879914558107,0.00016201022284506153,5.6311319367968794e-05
muutuma,1.522483692976543,4.860306685351846e-05,1.6918054303150768e-05
väita,1.521335546609046,8.910562256478383e-05,3.1041126658683544e-05
enamiku,1.5195986625620106,4.860306685351846e-05,1.6951920044280556e-05
romaani,1.5188783055175152,5.6703577995771534e-05,1.9787117559490173e-05
vaataja,1.517528604754007,4.860306685351846e-05,1.6976261045717592e-05
alust,1.5153332197657046,5.6703577995771534e-05,1.9835799562364247e-05
teadmine,1.5127697495184242,7.290460028027768e-05,2.5548526769195714e-05
üksik,1.5126263297761895,4.050255571126538e-05,1.4195037055433582e-05
suurbritannias,1.508223118208633,4.050255571126538e-05,1.4238427536256125e-05
viimaste,1.5080488772488059,0.00012960817827604922,4.5568471298953194e-05
toovad,1.503521529518661,9.720613370703692e-05,3.428377137186095e-05
kindlustada,1.4990305425776285,4.050255571126538e-05,1.4329441715542437e-05
puuetega,1.4970531016510833,5.6703577995771534e-05,2.0088734316427365e-05
nimetada,1.4969343513492717,0.00012960817827604922,4.592088666758507e-05
õigust,1.4960147633429588,0.00012150766713379614,4.307828102150331e-05
maailm,1.4958565456865738,0.00022681431198308614,8.042161044355873e-05
vabatahtlikult,1.4930052750812584,4.860306685351846e-05,1.7267294758551726e-05
kodanik,1.492784236756217,6.480408913802461e-05,2.3026587359436658e-05
leppida,1.4918803415491384,8.910562256478383e-05,3.168140082691864e-05
kim,1.4900020516009742,4.050255571126538e-05,1.441939759041844e-05
liikmete,1.4893170703445902,0.0001377086894183023,4.904923450444943e-05
vastutuse,1.4892081260333516,6.480408913802461e-05,2.308373579759318e-05
valitseb,1.4888680059189294,5.6703577995771534e-05,2.0203031192740407e-05
leedus,1.4876215844062077,6.480408913802461e-05,2.310913510344052e-05
seisu,1.4770015455785765,4.860306685351846e-05,1.7459906161227407e-05
valdkonda,1.4712764192155863,4.050255571126538e-05,1.46077757754529e-05
partei,1.4711793678255958,0.00011340715599154307,4.090452376273491e-05
kaitsma,1.4655392201397197,4.050255571126538e-05,1.4665982518019725e-05
suudame,1.4600617803738354,5.6703577995771534e-05,2.0610478390708192e-05
valguses,1.4570277202842017,7.290460028027768e-05,2.6554974263396663e-05
käsitleda,1.4543566205115561,4.860306685351846e-05,1.773612361231726e-05
tulevikku,1.4540851478623633,0.00010530664484928998,3.843549957349115e-05
kipub,1.4535507789163593,8.910562256478383e-05,3.2534394181625224e-05
väidavad,1.4535132361079652,4.050255571126538e-05,1.4788745829615215e-05
suuresti,1.4510692807967898,0.00010530664484928998,3.85159307086744e-05
juhid,1.4502733766934852,9.720613370703692e-05,3.5572786143613583e-05
eestlased,1.4450937934227852,0.00015390971170280846,5.65261551632609e-05
märgata,1.4439622437782518,8.910562256478383e-05,3.2751346585737945e-05
tahtmist,1.4431233591850332,4.860306685351846e-05,1.7874761490067338e-05
tasuks,1.4402483261441013,0.00010530664484928998,3.880590611709823e-05
balti,1.438793302605809,0.00021061328969857997,7.76901267605591e-05
euroopas,1.4352101457229813,0.0002349148231253392,8.686985921555283e-05
rünnaku,1.4308754324282336,4.050255571126538e-05,1.5022631104292828e-05
rahvusvahelised,1.4301641695842167,4.050255571126538e-05,1.503003923516497e-05
ida,1.429795974808933,6.480408913802461e-05,2.4054200941843724e-05
fakt,1.4296563392995232,8.100511142253076e-05,3.0070661514433e-05
kaugeltki,1.4295547946898817,4.050255571126538e-05,1.5036389061626804e-05
tegevusega,1.4273226196261426,4.860306685351846e-05,1.8071606110384244e-05
seisukoht,1.4260920525464365,5.6703577995771534e-05,2.1101531637090152e-05
madalama,1.4225654211583392,4.050255571126538e-05,1.5109412065937914e-05
ekspertide,1.4197387838294422,4.050255571126538e-05,1.5139044589426481e-05
toetuste,1.4162132574507202,4.050255571126538e-05,1.517608524378719e-05
