SONAVORM,Votmesus,Fookus suhteline sagedus,Referents suhteline sagedus
ukrainast,3.4887168671580255,5.6703577995771534e-05,5.051286950390255e-06
suhtlemise,3.4785764448032004,9.720613370703692e-05,8.720428340920951e-06
kaasamise,3.453100329682454,8.100511142253076e-05,7.396489523628219e-06
ressursi,3.4483603802804494,4.050255571126538e-05,3.710415262532628e-06
e-riigi,3.4463043801592326,4.050255571126538e-05,3.7157067845841574e-06
poliitikas,3.4337579409613546,0.0001701107339873146,1.574227810330087e-05
võrdsuse,3.4324007489131088,4.050255571126538e-05,3.7516891345345597e-06
üksikisiku,3.4321464174817073,6.480408913802461e-05,6.003760919665601e-06
huvihariduse,3.417823857719463,4.050255571126538e-05,3.7897880933055735e-06
mõeldav,3.4174713852368197,6.480408913802461e-05,6.065142575463346e-06
soolist,3.404589870175388,4.050255571126538e-05,3.82471213884567e-06
keskkomitee,3.3894996110557654,4.050255571126538e-05,3.8649277064372955e-06
meilgi,3.3891046226779693,4.050255571126538e-05,3.865986010847601e-06
parteide,3.3729374197085167,4.860306685351846e-05,4.6914634508862346e-06
venemaaga,3.3676824600087625,0.0001377086894183023,1.3340985396316688e-05
läänes,3.364226838189746,0.00010530664484928998,1.0226395516786304e-05
riigikaitse,3.3491333596187616,6.480408913802461e-05,6.359351201528397e-06
pressikonverentsi,3.334086490737159,4.050255571126538e-05,4.016265237111044e-06
ukrainas,3.333586371121484,0.00015390971170280846,1.52670994230735e-05
vaadetega,3.332186957821677,4.050255571126538e-05,4.0215567591625745e-06
pereelu,3.3312381284281285,4.860306685351846e-05,4.829043024226007e-06
kapitali,3.311455516237591,0.00012150766713379614,1.2239290505188203e-05
valijate,3.2980791035014128,8.910562256478383e-05,9.059085752218852e-06
vaesus,3.293919780512235,5.6703577995771534e-05,5.7815169935013535e-06
poliitikuid,3.2711254320853986,5.6703577995771534e-05,5.873589477197971e-06
terminal,3.2668686194777012,4.050255571126538e-05,4.20781833537642e-06
valimiskampaania,3.260352043596015,4.050255571126538e-05,4.226867814761927e-06
rahastamise,3.259006322430599,0.00017821124512956766,1.8615574577281496e-05
koolidesse,3.2545841396977044,4.050255571126538e-05,4.243800685326822e-06
õpilastest,3.2486856360690175,5.6703577995771534e-05,5.9656619608945875e-06
riigina,3.242760172768293,4.050255571126538e-05,4.278724730866918e-06
terminali,3.2387809772053076,4.860306685351846e-05,5.148650956138401e-06
nato,3.2334008664844953,0.00041312606825490687,4.392704115856868e-05
olematuks,3.206118329134026,4.050255571126538e-05,4.388788389538736e-06
sissetulekuga,3.2010249609455688,4.860306685351846e-05,5.285172225067868e-06
ühiskondlikku,3.1642882137923487,4.050255571126538e-05,4.517901527596061e-06
erakondade,3.1571202333277406,0.00015390971170280846,1.725353680121775e-05
tõstmist,3.1518380568727538,4.050255571126538e-05,4.55705879077738e-06
elatist,3.1491601998795336,4.050255571126538e-05,4.565525226059828e-06
okupeeritud,3.1488258169736705,4.050255571126538e-05,4.5665835304701336e-06
kaasaja,3.147823133017482,4.050255571126538e-05,4.569758443701052e-06
erakonnad,3.145334628364788,8.910562256478383e-05,1.0070824768471332e-05
põlevkivi,3.1441896055125955,7.290460028027768e-05,8.246307965103889e-06
liitlaste,3.1415305147952783,6.480408913802461e-05,7.343574303112922e-06
parlamendis,3.1410108306857403,0.00012960817827604922,1.4692440128277375e-05
toonane,3.132204722523185,5.6703577995771534e-05,6.467298251379603e-06
tegelikud,3.1249516700207565,4.050255571126538e-05,4.642781448012162e-06
torkab,3.1213387721850196,4.050255571126538e-05,4.654422796525527e-06
kompetentsi,3.116426629064001,4.050255571126538e-05,4.670297362680116e-06
põder,3.1126719467817257,8.100511142253076e-05,9.364935726797269e-06
kaire,3.1112868160343115,6.480408913802461e-05,7.499145051427896e-06
kiievi,3.1011426662323207,4.050255571126538e-05,4.720037669964495e-06
vaenlased,3.0992031252175143,4.050255571126538e-05,4.726387496426331e-06
vägivaldne,3.0895443408190615,4.050255571126538e-05,4.758136628735509e-06
selgemalt,3.084739090320635,4.050255571126538e-05,4.774011194890098e-06
riigikohtu,3.079914374742299,7.290460028027768e-05,8.622006030762498e-06
andmisest,3.078038515219472,4.050255571126538e-05,4.796235587506523e-06
truuks,3.07612976736765,4.050255571126538e-05,4.8025854139683585e-06
venemaad,3.075141039574279,7.290460028027768e-05,8.650580249840759e-06
kasvavat,3.0739060819585178,4.050255571126538e-05,4.809993544840501e-06
nafta,3.0681794018390867,0.00010530664484928998,1.255572352386968e-05
ideoloogia,3.063232580444066,6.480408913802461e-05,7.753138109901321e-06
sierra,3.059954173722903,4.860306685351846e-05,5.828082387554815e-06
riigieelarvest,3.05864489416949,4.860306685351846e-05,5.833373909606345e-06
võimul,3.054202210521912,8.100511142253076e-05,9.752275140969244e-06
ukraina,3.0523615097639167,0.0005508347576732092,6.640013531141533e-05
sotsid,3.0416452849509024,7.290460028027768e-05,8.8537746966195e-06
kartuli,3.027317310634233,4.860306685351846e-05,5.961428743253364e-06
aadu,3.024868005791742,5.6703577995771534e-05,6.966817933044007e-06
julgeoleku,3.008488219197331,0.00014580920056055536,1.811922980884801e-05
riigiga,2.9904633247504773,6.480408913802461e-05,8.154235481407272e-06
riigikogu,2.9878162060008524,0.0009153577590745976,0.00011539010476888762
maksumaksja,2.986661097603378,9.720613370703692e-05,1.226363150662524e-05
partneriks,2.986163187316852,4.050255571126538e-05,5.1116103017776935e-06
toompeal,2.984421853320427,4.860306685351846e-05,6.141340493005374e-06
barack,2.9804991226436575,4.050255571126538e-05,5.131718085573506e-06
vikipeedia,2.962463351837932,4.050255571126538e-05,5.196274654602169e-06
maagaasi,2.9586486368051186,4.050255571126538e-05,5.210032611936146e-06
sooline,2.958062651808887,4.050255571126538e-05,5.212149220756758e-06
sekkumist,2.95611108567986,4.860306685351846e-05,6.2630455001905565e-06
korruptsiooni,2.9514866691051127,6.480408913802461e-05,8.377537711981826e-06
rahvuslik,2.951405671152034,7.290460028027768e-05,9.425259078184708e-06
osalust,2.946973921742867,4.050255571126538e-05,5.2523647883483834e-06
sõda,2.9429241295503763,0.0003321209568323761,4.319046128899574e-05
tööjõu,2.93272145980688,8.910562256478383e-05,1.1669922732443608e-05
palkade,2.9230461700636874,4.050255571126538e-05,5.340204054403776e-06
erakonda,2.9225379775381946,7.290460028027768e-05,9.615753872039777e-06
sotsiaalmaksu,2.917054547517446,4.050255571126538e-05,5.362428447020201e-06
lääne-euroopa,2.91563163090058,4.050255571126538e-05,5.367719969071731e-06
rikkumist,2.9133578793804595,4.860306685351846e-05,6.451423685225014e-06
võõrast,2.91075693703053,4.860306685351846e-05,6.4630650337383795e-06
sotside,2.9071588241817903,6.480408913802461e-05,8.638938901327393e-06
poliitik,2.9051952738052096,0.0001377086894183023,1.838274760701419e-05
sotsiaaldemokraatide,2.898524654044023,4.860306685351846e-05,6.518096863074289e-06
tahte,2.8982904312915174,7.290460028027768e-05,9.778732751226891e-06
euroopast,2.8957164876276913,8.100511142253076e-05,1.08846608599966e-05
sde,2.893413861557504,5.6703577995771534e-05,7.631433102716138e-06
hitleri,2.8845381650432103,4.860306685351846e-05,6.581595127692645e-06
rõhutatakse,2.878011064635875,4.050255571126538e-05,5.509532760052727e-06
demokraatlik,2.8741365695827406,4.860306685351846e-05,6.6292188261564126e-06
sanktsioonide,2.8584293372277907,5.6703577995771534e-05,7.81875298334029e-06
aitaksid,2.8505617008112916,4.050255571126538e-05,5.615363201083321e-06
tasandile,2.8456758051280957,4.050255571126538e-05,5.634412680468828e-06
kgb,2.8212250385442976,5.6703577995771534e-05,8.023005734529336e-06
suhtlemist,2.8197034088281434,5.6703577995771534e-05,8.031472169811784e-06
nimetama,2.8156409202725965,4.050255571126538e-05,5.752942774423093e-06
piirdu,2.8132543274357182,4.050255571126538e-05,5.762467514115847e-06
osutavad,2.809813981765847,4.050255571126538e-05,5.776225471449824e-06
ühiskondlike,2.801905894867175,4.050255571126538e-05,5.807974603759002e-06
sanktsioonid,2.797443812588256,5.6703577995771534e-05,8.156352090227885e-06
kirikust,2.7889515827102445,4.860306685351846e-05,7.032432806482975e-06
reps,2.788486422286776,5.6703577995771534e-05,8.20715070192257e-06
obama,2.788182034837678,8.910562256478383e-05,1.2899672457219111e-05
reformi,2.7864786509146358,8.100511142253076e-05,1.1740829127934105e-05
eco,2.7859152420566238,4.860306685351846e-05,7.047249068227259e-06
sissetuleku,2.7808791129523396,5.6703577995771534e-05,8.250541182745113e-06
sõja,2.7717450231316336,0.0002673168676943515,3.914244691957552e-05
uno,2.763130848009882,4.860306685351846e-05,7.159429335719688e-06
kahekümne,2.749616870046479,7.290460028027768e-05,1.084021207476375e-05
vähendanud,2.7482372300735896,4.050255571126538e-05,6.028101921102638e-06
kommunistliku,2.747857356887328,4.860306685351846e-05,7.2356272532617165e-06
suhteline,2.7444850952124824,4.860306685351846e-05,7.252560123826611e-06
kultuuris,2.732117564710313,5.6703577995771534e-05,8.534166764707105e-06
osakaalu,2.7318392938943497,7.290460028027768e-05,1.0974616734872604e-05
riigil,2.7309700433764643,9.720613370703692e-05,1.4641641516582688e-05
ministrid,2.725661610773132,4.860306685351846e-05,7.347807520754146e-06
toimiks,2.718407184679407,4.050255571126538e-05,6.1540401459290445e-06
maksude,2.717663079939681,8.100511142253076e-05,1.2314430118319926e-05
seadusi,2.7126297940717183,7.290460028027768e-05,1.112172104790513e-05
idas,2.7097497516818585,4.050255571126538e-05,6.191080800289753e-06
panustama,2.6956386521787783,4.860306685351846e-05,7.502319964658813e-06
rahvad,2.6852967079573196,4.050255571126538e-05,6.296911241320346e-06
venemaale,2.6757056411369566,0.00012960817827604922,2.0284520632333965e-05
hüvitise,2.675458347483842,5.6703577995771534e-05,8.875999089235924e-06
revolutsiooni,2.672022130446991,6.480408913802461e-05,1.0168188774219477e-05
nobeli,2.671621771060243,4.860306685351846e-05,7.6282581894852204e-06
valijad,2.66077438882325,4.050255571126538e-05,6.404858291171553e-06
lapsevanemate,2.660257984353578,4.860306685351846e-05,7.688581540872659e-06
üldjoontes,2.6570841730014916,6.480408913802461e-05,1.0274019215250071e-05
sotsiaaldemokraadid,2.652929113438897,4.050255571126538e-05,6.439782336711649e-06
demokraatia,2.6527229626092828,0.00018631175627182076,2.962723196651481e-05
poliitiliselt,2.652040298312177,6.480408913802461e-05,1.0310001565200473e-05
riik,2.6478323645312005,0.0009234582702168507,0.0001473466647424858
kultuuriministeeriumi,2.646541833004239,4.050255571126538e-05,6.468356555789909e-06
rääkige,2.6455979696791827,4.050255571126538e-05,6.472589773431133e-06
saabki,2.639477864064113,8.100511142253076e-05,1.3000211376198175e-05
kohustuslikuks,2.634319514525202,4.050255571126538e-05,6.523388385125818e-06
tähelepanuväärne,2.634319514525202,4.050255571126538e-05,6.523388385125818e-06
toompea,2.6137532239716554,4.860306685351846e-05,7.940457990525472e-06
jõuliselt,2.6039799984336085,6.480408913802461e-05,1.0659242020601435e-05
tööstus,2.5880258622512673,4.050255571126538e-05,6.736107571597312e-06
kirikud,2.5853084951803327,4.050255571126538e-05,6.748807224520983e-06
käibemaks,2.577862019533884,4.860306685351846e-05,8.140477524073296e-06
indeks,2.575425825471634,4.860306685351846e-05,8.154235481407272e-06
valdkondi,2.5677692808454347,4.050255571126538e-05,6.831354968524847e-06
eeskujul,2.5629348812884367,4.860306685351846e-05,8.225141876897771e-06
kodanikele,2.5561445536403067,7.290460028027768e-05,1.2395919557913483e-05
mõistlikum,2.546446758499868,7.290460028027768e-05,1.2479525606327652e-05
ossinovski,2.5440193748641216,5.6703577995771534e-05,9.722642617480677e-06
kasvatamine,2.539315952829621,5.6703577995771534e-05,9.754391749789855e-06
senist,2.5368137169010803,4.050255571126538e-05,6.979517585967679e-06
irl,2.535963250306388,7.290460028027768e-05,1.2570539785613962e-05
eestile,2.5312513869993176,0.0001701107339873146,2.9427212432966984e-05
huvitaval,2.5243982077527183,4.050255571126538e-05,7.039840937355117e-06
põhja-korea,2.5234521264853766,8.910562256478383e-05,1.5497809784520195e-05
kirikut,2.521581501063652,5.6703577995771534e-05,9.875038452564732e-06
eestil,2.51892740934628,8.910562256478383e-05,1.554649178739427e-05
seaduste,2.5172588160592726,9.720613370703692e-05,1.697943595894851e-05
sektor,2.511443660600164,4.050255571126538e-05,7.103339201973473e-06
propaganda,2.5052594212392068,4.860306685351846e-05,8.560624374964753e-06
omavalitsustele,2.504154058021861,4.050255571126538e-05,7.139321551923875e-06
surema,2.4988174571269957,4.050255571126538e-05,7.165779162181524e-06
rmk,2.498620790795247,0.00010530664484928998,1.8633565752256698e-05
tervishoiu,2.4985570620873627,7.290460028027768e-05,1.2900730761629416e-05
lubasid,2.4921970708426846,5.6703577995771534e-05,1.0078232899343473e-05
seeni,2.4880621154306963,4.860306685351846e-05,8.66327990276443e-06
kirjutavad,2.4873573303454104,8.100511142253076e-05,1.444585520067609e-05
püsinud,2.4802114915719473,7.290460028027768e-05,1.3065826249637143e-05
nõustuda,2.4711420421062584,5.6703577995771534e-05,1.0226395516786304e-05
kuuba,2.4675880839295976,4.860306685351846e-05,8.787101518770225e-06
jääksid,2.464498539837154,4.050255571126538e-05,7.338282781061393e-06
eluruumi,2.4639933372799003,5.6703577995771534e-05,1.0277194128480989e-05
neljaks,2.455820804732939,4.860306685351846e-05,8.859066218671028e-06
parlamenti,2.449972962750252,4.860306685351846e-05,8.89504856862143e-06
koole,2.4494581129116026,4.860306685351846e-05,8.89822348185235e-06
eksami,2.4492865371201313,4.860306685351846e-05,8.899281786262654e-06
swedbank,2.448771932142002,6.480408913802461e-05,1.186994226599143e-05
arstiabi,2.4448327136988532,4.860306685351846e-05,8.92679770093061e-06
jõulude,2.4398470650150466,8.100511142253076e-05,1.4929500316185905e-05
ni,2.4350484570793687,4.050255571126538e-05,7.4896203117351415e-06
majanduslikult,2.4349002051579127,8.910562256478383e-05,1.64788579728738e-05
venelaste,2.416660466084459,7.290460028027768e-05,1.3654243501767246e-05
reformierakonna,2.413938171740102,0.00015390971170280846,2.8880069052838813e-05
seadused,2.412595967530046,8.100511142253076e-05,1.5214184202558202e-05
venelane,2.4115259173857644,4.860306685351846e-05,9.13528366976088e-06
näiliselt,2.406354064923963,4.860306685351846e-05,9.168091106480364e-06
loodavad,2.4060448182838976,5.6703577995771534e-05,1.0698399283782754e-05
koalitsioon,2.4060210328262492,4.860306685351846e-05,9.170207715300975e-06
riigi,2.4025411981969587,0.0015228960947435784,0.0002880270700044545
teadagi,2.391608044081225,4.860306685351846e-05,9.262280198997592e-06
kallist,2.3894996110557654,4.050255571126538e-05,7.729855412874591e-06
lennart,2.3879860758545504,4.860306685351846e-05,9.285562896024324e-06
poliitika,2.384611768177854,0.0002673168676943515,5.119018432649835e-05
venemaa,2.3839979932788444,0.0011259710487731777,0.00021571101303942896
poliitikute,2.382952395696374,7.290460028027768e-05,1.3977026346910558e-05
laastus,2.379461034897795,4.860306685351846e-05,9.340594725360232e-06
vähendamine,2.3790252082829286,7.290460028027768e-05,1.4015125305681572e-05
huvid,2.378480610095612,7.290460028027768e-05,1.4020416827733101e-05
pankade,2.3772560153010183,6.480408913802461e-05,1.2473175779865816e-05
arengust,2.3765217570575556,4.050255571126538e-05,7.799703503954782e-06
vaimus,2.370417427730001,6.480408913802461e-05,1.253244082684295e-05
savisaare,2.3701737909750715,6.480408913802461e-05,1.253455743566356e-05
majanduse,2.3699553929969825,0.0002349148231253392,4.5444649682947394e-05
lapsevanemad,2.3673343981260713,9.720613370703692e-05,1.883887680785605e-05
puudega,2.367091281421512,9.720613370703692e-05,1.8842051721086967e-05
tänased,2.366767189531822,4.860306685351846e-05,9.423142469364095e-06
