SÕNAVORMID,MIN 1 SAGEDUS FOOKUSKORPUSES,,,,,,,,,,,,,,,,,,,
jobustuma,7654.235466,0,8.10E-06,0,,kümmeldama,inf,8.10E-06,0,,energiamängus,17.88629013,2.35E-05,8.10E-06,0,,jõulisemalt,9.472606165,32.40204457,2.526172627
misso-tallinn-helsingi-rovaniem,7654.235466,0,8.10E-06,0,,rigiduum,inf,8.10E-06,0,,humanitaarkonvoiga,17.88629013,2.35E-05,8.10E-06,0,,takistamatult,9.472175284,16.20102228,0.8159527
missour,7654.235466,0,8.10E-06,0,,reutersi,inf,8.10E-06,0,,kolõm,17.88629013,2.35E-05,8.10E-06,0,,imperatiiv,9.450145787,16.20102228,0.820185918
soovitav-saavutatav,7654.235466,0,8.10E-06,0,,revolutsiooniajalugu,inf,8.10E-06,0,,rikketuvastussüsteem,17.88629013,2.35E-05,8.10E-06,0,,annekteerima,9.449994544,24.30153343,1.67741249
rublat,7654.235466,0,8.10E-06,0,,õukonnaintriik,inf,8.10E-06,0,,hurraapatriotism,17.88629013,2.35E-05,8.10E-06,0,,oswald,9.422752595,16.20102228,0.82547744
rublamünt,7654.235466,0,8.10E-06,0,,ribikond,inf,8.10E-06,0,,riism,17.88629013,2.35E-05,8.10E-06,0,,separatist,9.411315945,40.50255571,3.40985681
kuuendas-seitses,7654.235466,0,8.10E-06,0,,riigihald,inf,8.10E-06,0,,riigivõimekus,17.88629013,2.35E-05,8.10E-06,0,,jäävus,9.395517753,16.20102228,0.830768962
kultuuriastroomia,7654.235466,0,8.10E-06,0,,riigiidee,inf,8.10E-06,0,,riigistatud,17.88629013,2.35E-05,8.10E-06,0,,gaasiturg,9.395517753,16.20102228,0.830768962
jahuraha,7654.235466,0,8.10E-06,0,,riigikukrur,inf,8.10E-06,0,,riigirumm,17.88629013,2.35E-05,8.10E-06,0,,lahingumasin,9.395517753,16.20102228,0.830768962
pommitamata,7654.235466,0,8.10E-06,0,,enesekehtestamistamvais,inf,8.10E-06,0,,rublalaristamine,17.88629013,2.35E-05,8.10E-06,0,,metsamajandamine,9.390605152,24.30153343,1.694345361
mõjune,7654.235466,0,8.10E-06,0,,enesekaitsevõimekus,inf,8.10E-06,0,,rugu,17.88629013,2.35E-05,8.10E-06,0,,republic,9.384667847,16.20102228,0.832885571
elamukvart,7654.235466,0,8.10E-06,0,,enesekindla,inf,8.10E-06,0,,rublat,17.88629013,2.35E-05,8.10E-06,0,,palgakasv,9.374135626,32.40204457,2.563213282
seetima,7654.235466,0,8.10E-06,0,,riigikohu,inf,8.10E-06,0,,rublamünt,17.88629013,2.35E-05,8.10E-06,0,,tunnipalk,9.373842971,16.20102228,0.83500218
ekvivalend,7654.235466,0,8.10E-06,0,,enesekindlustumine,inf,8.10E-06,0,,vähemametlikult,17.88629013,2.35E-05,8.10E-06,0,,kiho,9.357652399,16.20102228,0.838177093
seitsme-kaheksalapseline,7654.235466,0,8.10E-06,0,,aastalõpuintervjudi,inf,8.10E-06,0,,väikekülake,17.88629013,2.35E-05,8.10E-06,0,,ivanov,9.354841281,72.90460028,6.900144755
kultuuribilanss,7654.235466,0,8.10E-06,0,,riigikaitseõpet,inf,8.10E-06,0,,vähemkindlustatud,17.88629013,2.35E-05,8.10E-06,0,,ravikindlustus,9.347748773,56.703578,5.172991958
kultuuribarjääre,7654.235466,0,8.10E-06,0,,reitingupõhine,inf,8.10E-06,0,,remondikomponent,17.88629013,2.35E-05,8.10E-06,0,,vastuargument,9.329799161,32.40204457,2.580146152
kultuurilaene,7654.235466,0,8.10E-06,0,,ennetusemüür,inf,8.10E-06,0,,metsarohkem,17.88629013,2.35E-05,8.10E-06,0,,lihtsameelne,9.324286574,32.40204457,2.582262761
kultuuripõgenik,7654.235466,0,8.10E-06,0,,relvao,inf,8.10E-06,0,,metsasa,17.88629013,2.35E-05,8.10E-06,0,,emamaa,9.320091027,16.20102228,0.845585224
kultuurirind,7654.235466,0,8.10E-06,0,,rez-reverte,inf,8.10E-06,0,,finantseerimisvõime,17.88629013,2.35E-05,8.10E-06,0,,sõjapidamine,9.28484309,24.30153343,1.725036189
segarahvuslikult,7654.235466,0,8.10E-06,0,,kõveravõit,inf,8.10E-06,0,,julgeolutagaja,17.88629013,2.35E-05,8.10E-06,0,,globaliseeruv,9.28282999,16.20102228,0.852993355
elatisab,7654.235466,0,8.10E-06,0,,sanktsiooniveski,inf,8.10E-06,0,,poekampaania,17.88629013,2.35E-05,8.10E-06,0,,hingehaav,9.27223864,16.20102228,0.855109964
segadusseviimine,7654.235466,0,8.10E-06,0,,ümberpööratult,inf,8.10E-06,0,,poeg-väime-mees,17.88629013,2.35E-05,8.10E-06,0,,nato,9.268239567,510.332202,54.17036955
hivga,7654.235466,0,8.10E-06,0,,ümbertöötamiskava,inf,8.10E-06,0,,rollitekst,17.88629013,2.35E-05,8.10E-06,0,,postmodernne,9.266952022,16.20102228,0.856168268
sambel,7654.235466,0,8.10E-06,0,,salaühingute-te-teemaline,inf,8.10E-06,0,,metsatööstusfirma,17.88629013,2.35E-05,8.10E-06,0,,preemia,9.253948977,356.4224903,37.62378009
elujõulisene,7654.235466,0,8.10E-06,0,,sallivushääletus,inf,8.10E-06,0,,rokiloolane,17.88629013,2.35E-05,8.10E-06,0,,sotsiaal,9.253193364,113.407156,11.36407276
kulukriteerium,7654.235466,0,8.10E-06,0,,laevadaasta,inf,8.10E-06,0,,riigireformima,17.88629013,2.35E-05,8.10E-06,0,,majandusühendus,9.240609105,16.20102228,0.86145979
poolteisekordistuma,7654.235466,0,8.10E-06,0,,representatsioonivõime,inf,8.10E-06,0,,piqueteros,17.88629013,2.35E-05,8.10E-06,0,,suunaja,9.238201952,24.30153343,1.738794146
poslanie,7654.235466,0,8.10E-06,0,,reprodutseerimistöö,inf,8.10E-06,0,,ristikheinalehtne,17.88629013,2.35E-05,8.10E-06,0,,riigimets,9.217260896,64.80408914,6.139223884
sanktsiooniveski,7654.235466,0,8.10E-06,0,,kõrvadnorra,inf,8.10E-06,0,,alasöömine,17.88629013,2.35E-05,8.10E-06,0,,söömishäire,9.196590405,32.40204457,2.632003068
salaühingute-te-teemaline,7654.235466,0,8.10E-06,0,,retoorikalt,inf,8.10E-06,0,,väärismaastik,17.88629013,2.35E-05,8.10E-06,0,,tulumaksumäär,9.172813295,16.20102228,0.875217747
sallivushääletus,7654.235466,0,8.10E-06,0,,seaduseelnõue,inf,8.10E-06,0,,sottama,17.88629013,2.35E-05,8.10E-06,0,,projektipõhine,9.163840471,24.30153343,1.761018539
kultuuristereotüüp,7654.235466,0,8.10E-06,0,,aegumisoht,inf,8.10E-06,0,,spestialist,17.88629013,2.35E-05,8.10E-06,0,,usuelu,9.156820812,24.30153343,1.763135148
seadusmasin,7654.235466,0,8.10E-06,0,,savisaar-toom,inf,8.10E-06,0,,venemaalääne,17.88629013,2.35E-05,8.10E-06,0,,sundliitmine,9.152152732,16.20102228,0.879450965
sealjure,7654.235466,0,8.10E-06,0,,eluetape,inf,8.10E-06,0,,mirabil,17.88629013,2.35E-05,8.10E-06,0,,idaeurooplane,9.152152732,16.20102228,0.879450965
kultuuripime,7654.235466,0,8.10E-06,0,,riigiduum,inf,8.10E-06,0,,al-baghdat,17.88629013,2.35E-05,8.10E-06,0,,keskkonnapoliitika,9.146311466,24.30153343,1.766310061
mittealkohoolik,7654.235466,0,8.10E-06,0,,enesepilastus,inf,8.10E-06,0,,okupatsiooniakka,17.88629013,2.35E-05,8.10E-06,0,,gw,9.121335807,16.20102228,0.885800791
rändeahel,7654.235466,0,8.10E-06,0,,aastaläkitus,inf,8.10E-06,0,,sotšivenemaa,17.88629013,2.35E-05,8.10E-06,0,,valimisliit,9.11125537,113.407156,11.55668416
emmama,7654.235466,0,8.10E-06,0,,enesemääramis,inf,8.10E-06,0,,väärkoheldud,17.88629013,2.35E-05,8.10E-06,0,,keskkomitee,9.106501043,48.60306685,4.446995132
mitte-tasuline,7654.235466,0,8.10E-06,0,,riigieelarveraha,inf,8.10E-06,0,,ss-pagun,17.88629013,2.35E-05,8.10E-06,0,,koolivend,9.104514209,24.30153343,1.779009714
räbaldunud,7654.235466,0,8.10E-06,0,,emigreerumisvabadus,inf,8.10E-06,0,,kommunik,17.88629013,2.35E-05,8.10E-06,0,,süüteo,9.100511142,8.100511142,0
mitteagentuur,7654.235466,0,8.10E-06,0,,rändmustlase,inf,8.10E-06,0,,staar-kirjanik,17.88629013,2.35E-05,8.10E-06,0,,e-delaware,9.100511142,8.100511142,0
räkiti,7654.235466,0,8.10E-06,0,,emmale-kumma,inf,8.10E-06,0,,missioonilaureaadi,17.88629013,2.35E-05,8.10E-06,0,,saavutustepalett,9.100511142,8.100511142,0
rõivane,7654.235466,0,8.10E-06,0,,sõdinud,inf,8.10E-06,0,,konnakeetmine,17.88629013,2.35E-05,8.10E-06,0,,dekoratiivkosmeetiline,9.100511142,8.100511142,0
ematel-isa,7654.235466,0,8.10E-06,0,,ebalene,inf,8.10E-06,0,,sponsorl,17.88629013,2.35E-05,8.10E-06,0,,ravilaen,9.100511142,8.100511142,0
kolitud,7654.235466,0,8.10E-06,0,,lastekodulane,inf,8.10E-06,0,,eesli,17.88629013,2.35E-05,8.10E-06,0,,tripolaarne,9.100511142,8.100511142,0
rüvetanud,7654.235466,0,8.10E-06,0,,sõjakõmin,inf,8.10E-06,0,,soomustatud,17.88629013,2.35E-05,8.10E-06,0,,läänemer,9.100511142,8.100511142,0
poliitmetafoor,7654.235466,0,8.10E-06,0,,sõjakollet,inf,8.10E-06,0,,soome-põhine,17.88629013,2.35E-05,8.10E-06,0,,süüdistuseelne,9.100511142,8.100511142,0
poliitnoviits,7654.235466,0,8.10E-06,0,,sõjahüüg,inf,8.10E-06,0,,sula-aasta,17.88629013,2.35E-05,8.10E-06,0,,e-dokumenendihaldus,9.100511142,8.100511142,0
hukkamisvidio,7654.235466,0,8.10E-06,0,,lagnuvõtjasõbralik,inf,8.10E-06,0,,spermas,17.88629013,2.35E-05,8.10E-06,0,,konnakeetmine,9.100511142,8.100511142,0
rüüd,7654.235466,0,8.10E-06,0,,sõja-aastakui,inf,8.10E-06,0,,värvikuselt,17.88629013,2.35E-05,8.10E-06,0,,kõlbmatt,9.100511142,8.100511142,0
mittehunnik,7654.235466,0,8.10E-06,0,,taasaktualiseerunud,inf,8.10E-06,0,,väliskaubavedu,17.88629013,2.35E-05,8.10E-06,0,,kõmk,9.100511142,8.100511142,0
poliitpuhkus,7654.235466,0,8.10E-06,0,,drzej,inf,8.10E-06,0,,piskima,17.88629013,2.35E-05,8.10E-06,0,,reastik,9.100511142,8.100511142,0
rüüstatud,7654.235466,0,8.10E-06,0,,maaniale,inf,8.10E-06,0,,flirdima,17.88629013,2.35E-05,8.10E-06,0,,elupaigarohk,9.100511142,8.100511142,0
röövkapital,7654.235466,0,8.10E-06,0,,ebolata,inf,8.10E-06,0,,alastikiskumine,17.88629013,2.35E-05,8.10E-06,0,,totalitarismimas,9.100511142,8.100511142,0
röövkaevandama,7654.235466,0,8.10E-06,0,,sünnituskanaline,inf,8.10E-06,0,,juurdepääse,17.88629013,2.35E-05,8.10E-06,0,,elusteuroop,9.100511142,8.100511142,0
montju,7654.235466,0,8.10E-06,0,,mahamärkima,inf,8.10E-06,0,,ring-klubid,17.88629013,2.35E-05,8.10E-06,0,,ideoloogia-ametnik,9.100511142,8.100511142,0
määratul,7654.235466,0,8.10E-06,0,,sünnalt,inf,8.10E-06,0,,seksuaaltava,17.88629013,2.35E-05,8.10E-06,0,,e-eestlane,9.100511142,8.100511142,0
joong,7654.235466,0,8.10E-06,0,,sünktõsine,inf,8.10E-06,0,,spar-kioski,17.88629013,2.35E-05,8.10E-06,0,,igapäevainimene,9.100511142,8.100511142,0
seent,7654.235466,0,8.10E-06,0,,magusaretseptor,inf,8.10E-06,0,,sovetivaim,17.88629013,2.35E-05,8.10E-06,0,,flirdima,9.100511142,8.100511142,0
seepeal,7654.235466,0,8.10E-06,0,,magusamaksu,inf,8.10E-06,0,,vesilool,17.88629013,2.35E-05,8.10E-06,0,,igapäeva,9.100511142,8.100511142,0
moderniserimine,7654.235466,0,8.10E-06,0,,sõdatelefon,inf,8.10E-06,0,,sovetlus,17.88629013,2.35E-05,8.10E-06,0,,zombistunult,9.100511142,8.100511142,0
post-jfk,7654.235466,0,8.10E-06,0,,rublamünt,inf,8.10E-06,0,,spaade,17.88629013,2.35E-05,8.10E-06,0,,elureip,9.100511142,8.100511142,0
jacksparrowlik,7654.235466,0,8.10E-06,0,,süüdistuseelne,inf,8.10E-06,0,,spar-kassa,17.88629013,2.35E-05,8.10E-06,0,,keräinen,9.100511142,8.100511142,0
kultuuri-nobeljaapan,7654.235466,0,8.10E-06,0,,sõidukuluhüvitis,inf,8.10E-06,0,,alakasutama,17.88629013,2.35E-05,8.10E-06,0,,läinudkevadis,9.100511142,8.100511142,0
reitingupõhine,7654.235466,0,8.10E-06,0,,lõpusirgel,inf,8.10E-06,0,,vänd,17.88629013,2.35E-05,8.10E-06,0,,džihad,9.100511142,8.100511142,0
ennetusemüür,7654.235466,0,8.10E-06,0,,lõpusirg,inf,8.10E-06,0,,sotš,17.88629013,2.35E-05,8.10E-06,0,,tegelikkusekäsitlus,9.100511142,8.100511142,0
jalapärast,7654.235466,0,8.10E-06,0,,rugu,inf,8.10E-06,0,,milošev,17.88629013,2.35E-05,8.10E-06,0,,läkitatud,9.100511142,8.100511142,0
porgandikarv,7654.235466,0,8.10E-06,0,,ebahumamaanne,inf,8.10E-06,0,,vandenõutekst,17.88629013,2.35E-05,8.10E-06,0,,rebanel,9.100511142,8.100511142,0
relvao,7654.235466,0,8.10E-06,0,,lõuna-koread,inf,8.10E-06,0,,suletõme,17.88629013,2.35E-05,8.10E-06,0,,castroga,9.100511142,8.100511142,0
kulisside-tagune,7654.235466,0,8.10E-06,0,,sõkel,inf,8.10E-06,0,,septembert,17.88629013,2.35E-05,8.10E-06,0,,triki,9.100511142,8.100511142,0
pornoju,7654.235466,0,8.10E-06,0,,sõnaandmine,inf,8.10E-06,0,,vallandunud,17.88629013,2.35E-05,8.10E-06,0,,rauaeraldusseade,9.100511142,8.100511142,0
miing,7654.235466,0,8.10E-06,0,,sõjasarnane,inf,8.10E-06,0,,septemberu,17.88629013,2.35E-05,8.10E-06,0,,läinudpühapäevane,9.100511142,8.100511142,0
kuldhamm,7654.235466,0,8.10E-06,0,,e-luksemburg,inf,8.10E-06,0,,septembrivihm,17.88629013,2.35E-05,8.10E-06,0,,raudteetunne,9.100511142,8.100511142,0
kukutatud,7654.235466,0,8.10E-06,0,,sõnavaldne,inf,8.10E-06,0,,valitsuskvartalei,17.88629013,2.35E-05,8.10E-06,0,,piskima,9.100511142,8.100511142,0
retoorikalt,7654.235466,0,8.10E-06,0,,sõnastatud,inf,8.10E-06,0,,koolikiusamisevastane,17.88629013,2.35E-05,8.10E-06,0,,kõrgekskiidetud,9.100511142,8.100511142,0
hund-karuru,7654.235466,0,8.10E-06,0,,žanner,inf,8.10E-06,0,,settinud,17.88629013,2.35E-05,8.10E-06,0,,keseskne,9.100511142,8.100511142,0
reprodutseerimistöö,7654.235466,0,8.10E-06,0,,rublat,inf,8.10E-06,0,,anistšuk,17.88629013,2.35E-05,8.10E-06,0,,julgeolutagaja,9.100511142,8.100511142,0
representatsioonivõime,7654.235466,0,8.10E-06,0,,sõnasaan,inf,8.10E-06,0,,joong,17.88629013,2.35E-05,8.10E-06,0,,ratsionalismipärand,9.100511142,8.100511142,0
remondikomponent,7654.235466,0,8.10E-06,0,,sõnamänguvõimalus,inf,8.10E-06,0,,sepistatud,17.88629013,2.35E-05,8.10E-06,0,,ajalooraamatu,9.100511142,8.100511142,0
pornop,7654.235466,0,8.10E-06,0,,hüven,inf,8.10E-06,0,,separatismiseeme,17.88629013,2.35E-05,8.10E-06,0,,totr,9.100511142,8.100511142,0
mikroobimuster,7654.235466,0,8.10E-06,0,,hüvi,inf,8.10E-06,0,,seoksma,17.88629013,2.35E-05,8.10E-06,0,,ravikindlustatul,9.100511142,8.100511142,0
jaburusaste,7654.235466,0,8.10E-06,0,,süüteo,inf,8.10E-06,0,,skandaalist,17.88629013,2.35E-05,8.10E-06,0,,arutud,9.100511142,8.100511142,0
facebooki-vanem,7654.235466,0,8.10E-06,0,,madridis,inf,8.10E-06,0,,egki,17.88629013,2.35E-05,8.10E-06,0,,e-juhiluba,9.100511142,8.100511142,0
naaberteater,7654.235466,0,8.10E-06,0,,laenupiirmäär,inf,8.10E-06,0,,antiikheeros,17.88629013,2.35E-05,8.10E-06,0,,tegeldamatu,9.100511142,8.100511142,0
rollitekst,7654.235466,0,8.10E-06,0,,saagema,inf,8.10E-06,0,,koolikobar,17.88629013,2.35E-05,8.10E-06,0,,lääneski,9.100511142,8.100511142,0
rokiloolane,7654.235466,0,8.10E-06,0,,aastalõpunal,inf,8.10E-06,0,,skisofreeniliselt,17.88629013,2.35E-05,8.10E-06,0,,rebasenutik,9.100511142,8.100511142,0
getokasvandik,7654.235466,0,8.10E-06,0,,elutoa-suurune,inf,8.10E-06,0,,antikonspiraator,17.88629013,2.35E-05,8.10E-06,0,,läbipaistmatud,9.100511142,8.100511142,0
riigireformima,7654.235466,0,8.10E-06,0,,saalitöö,inf,8.10E-06,0,,ehmatamanev,17.88629013,2.35E-05,8.10E-06,0,,kulukriteerium,9.100511142,8.100511142,0
kuretiib,7654.235466,0,8.10E-06,0,,sabama,inf,8.10E-06,0,,koolivõrgum,17.88629013,2.35E-05,8.10E-06,0,,kuvandiloom,9.100511142,8.100511142,0
mõttetalg,7654.235466,0,8.10E-06,0,,elumalevlane,inf,8.10E-06,0,,valitsenud,17.88629013,2.35E-05,8.10E-06,0,,poliitikakultuur,9.100511142,8.100511142,0
riigikaitseõpet,7654.235466,0,8.10E-06,0,,maarjamõisa,inf,8.10E-06,0,,koodeksid,17.88629013,2.35E-05,8.10E-06,0,,ilmikliikmedi,9.100511142,8.100511142,0
enesekindlustumine,7654.235466,0,8.10E-06,0,,elukude,inf,8.10E-06,0,,vene-sümpatisant,17.88629013,2.35E-05,8.10E-06,0,,sõnavaldne,9.100511142,8.100511142,0
poolteisttuht,7654.235466,0,8.10E-06,0,,salakino,inf,8.10E-06,0,,sellelesinane,17.88629013,2.35E-05,8.10E-06,0,,sõnastatud,9.100511142,8.100511142,0
kukkumisen,7654.235466,0,8.10E-06,0,,salakõrd,inf,8.10E-06,0,,ekspluatatsioonii,17.88629013,2.35E-05,8.10E-06,0,,püsiteater,9.100511142,8.100511142,0
seaduseelnõue,7654.235466,0,8.10E-06,0,,salanuht,inf,8.10E-06,0,,ekspluatatsiooniea,17.88629013,2.35E-05,8.10E-06,0,,sõnasaan,9.100511142,8.100511142,0
savisaar-toom,7654.235466,0,8.10E-06,0,,sajandikukkumine,inf,8.10E-06,0,,selfie-made,17.88629013,2.35E-05,8.10E-06,0,,püstijalanalg,9.100511142,8.100511142,0
posttraumaatisel,7654.235466,0,8.10E-06,0,,elulooraamatus,inf,8.10E-06,0,,voogesituslik,17.88629013,2.35E-05,8.10E-06,0,,püramiit,9.100511142,8.100511142,0
eluetape,7654.235466,0,8.10E-06,0,,elumahi,inf,8.10E-06,0,,valitsusrindel,17.88629013,2.35E-05,8.10E-06,0,,poeesiakeel,9.100511142,8.100511142,0
riigiduum,7654.235466,0,8.10E-06,0,,saed,inf,8.10E-06,0,,vegane,17.88629013,2.35E-05,8.10E-06,0,,sõnamänguvõimalus,9.100511142,8.100511142,0
enesepilastus,7654.235466,0,8.10E-06,0,,sadomasohhistlistlik,inf,8.10E-06,0,,valitsussfäär,17.88629013,2.35E-05,8.10E-06,0,,klaaskontor,9.100511142,8.100511142,0
mongoli,7654.235466,0,8.10E-06,0,,maapähklifarmer,inf,8.10E-06,0,,eksporttulg,17.88629013,2.35E-05,8.10E-06,0,,käitumiskordus,9.100511142,8.100511142,0
enesemääramis,7654.235466,0,8.10E-06,0,,hügieenist,inf,8.10E-06,0,,alksireklaam,17.88629013,2.35E-05,8.10E-06,0,,käitumisjuhine,9.100511142,8.100511142,0
hulbima,7654.235466,0,8.10E-06,0,,maast-madal,inf,8.10E-06,0,,kooberdanud,17.88629013,2.35E-05,8.10E-06,0,,pööritustunne,9.100511142,8.100511142,0
riigieelarveraha,7654.235466,0,8.10E-06,0,,lastekesksem,inf,8.10E-06,0,,ekspordima,17.88629013,2.35E-05,8.10E-06,0,,brica,9.100511142,8.100511142,0
rigiduum,7654.235466,0,8.10E-06,0,,e-delaware,inf,8.10E-06,0,,selgrookasvatus,17.88629013,2.35E-05,8.10E-06,0,,sõidukuluhüvitis,9.100511142,8.100511142,0
riigikohu,7654.235466,0,8.10E-06,0,,saavutustepalett,inf,8.10E-06,0,,koode,17.88629013,2.35E-05,8.10E-06,0,,loimama,9.100511142,8.100511142,0
rez-reverte,7654.235466,0,8.10E-06,0,,magusanänän,inf,8.10E-06,0,,selgrooks,17.88629013,2.35E-05,8.10E-06,0,,loiuks,9.100511142,8.100511142,0
reutersi,7654.235466,0,8.10E-06,0,,e-dokumenendihaldus,inf,8.10E-06,0,,valjuhääldis,17.88629013,2.35E-05,8.10E-06,0,,islamine,9.100511142,8.100511142,0
revolutsiooniajalugu,7654.235466,0,8.10E-06,0,,mahitatud,inf,8.10E-06,0,,skäärima,17.88629013,2.35E-05,8.10E-06,0,,juurdegi,9.100511142,8.100511142,0
ribikond,7654.235466,0,8.10E-06,0,,e-eestlane,inf,8.10E-06,0,,annekteeritud,17.88629013,2.35E-05,8.10E-06,0,,tuttuue,9.100511142,8.100511142,0
riigihald,7654.235466,0,8.10E-06,0,,e-juhiluba,inf,8.10E-06,0,,kontor-labürürt,17.88629013,2.35E-05,8.10E-06,0,,sõdinud,9.100511142,8.100511142,0
riigiidee,7654.235466,0,8.10E-06,0,,riigireformima,inf,8.10E-06,0,,kombeselgus,17.88629013,2.35E-05,8.10E-06,0,,sõnaandmine,9.100511142,8.100511142,0
riigikukrur,7654.235466,0,8.10E-06,0,,lassapalavik,inf,8.10E-06,0,,juhilub,17.88629013,2.35E-05,8.10E-06,0,,isevastutav,9.100511142,8.100511142,0
enesekehtestamistamvais,7654.235466,0,8.10E-06,0,,maineparandamine,inf,8.10E-06,0,,vanameek,17.88629013,2.35E-05,8.10E-06,0,,kuuendas-seitses,9.100511142,8.100511142,0
enesekaitsevõimekus,7654.235466,0,8.10E-06,0,,rokiloolane,inf,8.10E-06,0,,slummikool,17.88629013,2.35E-05,8.10E-06,0,,deflatsioonispiraal,9.100511142,8.100511142,0
jalutanud,7654.235466,0,8.10E-06,0,,rollitekst,inf,8.10E-06,0,,koormusrünnak,17.88629013,2.35E-05,8.10E-06,0,,ebahumamaanne,9.100511142,8.100511142,0
enesekindla,7654.235466,0,8.10E-06,0,,maidani-järgselt,inf,8.10E-06,0,,kollektiivomant,17.88629013,2.35E-05,8.10E-06,0,,sõkel,9.100511142,8.100511142,0
ajurveet,7654.235466,0,8.10E-06,0,,džihad,inf,8.10E-06,0,,sooduskäibemaks,17.88629013,2.35E-05,8.10E-06,0,,imax-tehnoloogia,9.100511142,8.100511142,0
piqueteros,7654.235466,0,8.10E-06,0,,elusteuroop,inf,8.10E-06,0,,sini-kollane,17.88629013,2.35E-05,8.10E-06,0,,rahvaloendaeg,9.100511142,8.100511142,0
aknail,7654.235466,0,8.10E-06,0,,laenuorje,inf,8.10E-06,0,,koormavama,17.88629013,2.35E-05,8.10E-06,0,,kommunikatsioonitehnolitehi,9.100511142,8.100511142,0
imaginaarselt,7654.235466,0,8.10E-06,0,,maandunud,inf,8.10E-06,0,,ankrut,17.88629013,2.35E-05,8.10E-06,0,,sõjasarnane,9.100511142,8.100511142,0
vahtama,7654.235466,0,8.10E-06,0,,elureip,inf,8.10E-06,0,,orjanduseeskiri,17.88629013,2.35E-05,8.10E-06,0,,kaabelvene,9.100511142,8.100511142,0
vahvas,7654.235466,0,8.10E-06,0,,elupaigarohk,inf,8.10E-06,0,,sogajo,17.88629013,2.35E-05,8.10E-06,0,,kirjeldusstrateegia,9.100511142,8.100511142,0
nõuand,7654.235466,0,8.10E-06,0,,läinudpühapäevane,inf,8.10E-06,0,,ohutune,17.88629013,2.35E-05,8.10E-06,0,,kokkuhoit,9.100511142,8.100511142,0
loimama,7654.235466,0,8.10E-06,0,,igapäeva,inf,8.10E-06,0,,kollima,17.88629013,2.35E-05,8.10E-06,0,,pürkima,9.100511142,8.100511142,0
raportk,7654.235466,0,8.10E-06,0,,eksamihullus,inf,8.10E-06,0,,haritipp,17.88629013,2.35E-05,8.10E-06,0,,e-luksemburg,9.100511142,8.100511142,0
harvardi,7654.235466,0,8.10E-06,0,,spetsnazi,inf,1.62E-05,0,,juljat,17.88629013,2.35E-05,8.10E-06,0,,zetkini,9.100511142,8.100511142,0
argood,7654.235466,0,8.10E-06,0,,peapõhju,inf,1.62E-05,0,,koolitoru,17.88629013,2.35E-05,8.10E-06,0,,kiireima,9.100511142,8.100511142,0
ilmikliikmedi,7654.235466,0,8.10E-06,0,,usa-kuupa,inf,1.62E-05,0,,ehteasjakese,17.88629013,2.35E-05,8.10E-06,0,,jõhkra,9.100511142,8.100511142,0
vagun-muuseum,7654.235466,0,8.10E-06,0,,suguelusteest,inf,8.10E-06,0,,ohutuluk,17.88629013,2.35E-05,8.10E-06,0,,tuttuueg,9.100511142,8.100511142,0
tõeprožektor,7654.235466,0,8.10E-06,0,,sotsiopoliitiitiline,inf,1.62E-05,0,,sinelivargus,17.88629013,2.35E-05,8.10E-06,0,,loen-ja-kirjutan,9.100511142,8.100511142,0
imax-tehnoloogia,7654.235466,0,8.10E-06,0,,kahvlis,inf,8.10E-06,0,,sisetarbima,17.88629013,2.35E-05,8.10E-06,0,,sõdatelefon,9.100511142,8.100511142,0
tänavatevõrg,7654.235466,0,8.10E-06,0,,edus,inf,8.10E-06,0,,juhike,17.88629013,2.35E-05,8.10E-06,0,,raamatu-kirjastaja,9.100511142,8.100511142,0
raketibrigaat,7654.235466,0,8.10E-06,0,,hallama,inf,1.62E-05,0,,sissemakseaeg,17.88629013,2.35E-05,8.10E-06,0,,pingerea,9.100511142,8.100511142,0
linnadest-vald,7654.235466,0,8.10E-06,0,,kaitseväeteavitus,inf,8.10E-06,0,,sisseastumiseksame,17.88629013,2.35E-05,8.10E-06,0,,kergima,9.100511142,8.100511142,0
astutud,7654.235466,0,8.10E-06,0,,kyrkama,inf,8.10E-06,0,,antiigiajastus,17.88629013,2.35E-05,8.10E-06,0,,püün,9.100511142,8.100511142,0
näoraamatus,7654.235466,0,8.10E-06,0,,asjaajamislahendus,inf,8.10E-06,0,,anti-liberaalne,17.88629013,2.35E-05,8.10E-06,0,,kivin,9.100511142,8.100511142,0
linnaekskursioonibuss,7654.235466,0,8.10E-06,0,,kahemeheteater,inf,8.10E-06,0,,anti-putin,17.88629013,2.35E-05,8.10E-06,0,,püüt,9.100511142,8.100511142,0
asukoha-sõltumatus,7654.235466,0,8.10E-06,0,,kapitalikomponent,inf,8.10E-06,0,,silmits,17.88629013,2.35E-05,8.10E-06,0,,kyrkama,9.100511142,8.100511142,0
astutama,7654.235466,0,8.10E-06,0,,kapipimedus,inf,8.10E-06,0,,sisekoloonia,17.88629013,2.35E-05,8.10E-06,0,,ebolata,9.100511142,8.100511142,0
näli,7654.235466,0,8.10E-06,0,,leheveeb,inf,8.10E-06,0,,okupandi-kolonist,17.88629013,2.35E-05,8.10E-06,0,,sünnituskanaline,9.100511142,8.100511142,0
muuseumigiit,7654.235466,0,8.10E-06,0,,kaoss,inf,8.10E-06,0,,valitsuskabinett,17.88629013,2.35E-05,8.10E-06,0,,erutanud,9.100511142,8.100511142,0
