SONAVORM,Votmesus,P-vaartus,Fookus suhteline sagedus,Referents suhteline sagedus
poliitik,38.992925445189954,4.253441312614149e-10,0.0001377086894183023,1.838274760701419e-05
eestile,38.94492624510237,4.3593181831924675e-10,0.0001701107339873146,2.9427212432966984e-05
hetkel,38.80353467781064,4.686784059815551e-10,0.00014580920056055536,0.0004752760442331155
paraku,38.63644917147557,5.105649823367714e-10,0.00034832197911688226,0.00011313379976611536
riiki,38.54762569694069,5.343373331687062e-10,0.0002673168676943515,7.169800718940687e-05
läänel,38.25656939836971,6.202790383546534e-10,4.050255571126538e-05,3.248994539639238e-07
nõuandev,38.22043274896955,6.31872916739135e-10,4.860306685351846e-05,7.482212180863e-07
nn,37.726486980995354,8.139187632166774e-10,0.0003402214679746292,0.00011052507939471121
riigikogulase,37.62049393659233,8.593682120032579e-10,4.860306685351846e-05,7.873784812676198e-07
kihistumist,37.51597720549583,9.066723285079631e-10,4.050255571126538e-05,3.5029875981126635e-07
punkti,37.424076049373255,9.504161245188273e-10,1.6201022284506153e-05,0.00020923842326599782
läänes,37.14013975593325,1.099372425114237e-09,0.00010530664484928998,1.0226395516786304e-05
naturalisatsiooni,36.88289020901482,1.2544196718681166e-09,4.050255571126538e-05,3.7358145683799704e-07
eksamisüsteem,36.75494858042378,1.339501712102213e-09,2.430153342675923e-05,1.799117497520099e-08
hughes,36.6944646158628,1.3817121564452677e-09,4.860306685351846e-05,8.519350502962822e-07
kiievis,36.66083013693263,1.4057585256103152e-09,7.290460028027768e-05,3.6754912169925317e-06
lääne,36.517457800118365,1.5130501751255442e-09,0.00024301533426759227,6.304001880869396e-05
lisatud,36.2125226988315,1.7692997204841785e-09,2.430153342675923e-05,0.00022507594876622624
päeva,36.07133787895603,1.9022432858288808e-09,0.00016201022284506153,0.00048614800544018844
suhtlemise,36.00655466900041,1.9665488895841666e-09,9.720613370703692e-05,8.720428340920951e-06
erakonna,35.84067625641697,2.1413030902476814e-09,0.00021061328969857997,4.9092624985271974e-05
kangelasetüüpi,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
pimevaimud,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
koloniaalmajandus,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
vandenõuteema,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
isehävituv,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
inkrementalistid,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
inkrementalistide,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
varjulejäämise,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
piinamisraport,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
kuulidevabas,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
mikroobivabalt,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
mašenka,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
noix,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
konspiratsiooniteemalise,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
päkapikukartul,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
putinland,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
riigikokku,35.72590817798755,2.2712335296706663e-09,8.910562256478383e-05,6.983750803608903e-06
palgalõhe,35.45369199757509,2.6118684250270194e-09,7.290460028027768e-05,3.945358841620547e-06
suhtlemiskorra,35.42835958059236,2.646059728641796e-09,3.2402044569012305e-05,1.407544865706901e-07
kultuuripoliitikat,35.25329956863878,2.8949121227173965e-09,3.2402044569012305e-05,1.4392939980160793e-07
kapo,35.057833178563065,3.2005688432714584e-09,8.100511142253076e-05,5.523290717386704e-06
kreml,35.01722764161213,3.26801130660254e-09,7.290460028027768e-05,4.048014369420223e-06
riigikontrolli,34.73561268774781,3.776594008442918e-09,7.290460028027768e-05,4.115745851679803e-06
natuke,34.694712747165084,3.856776465326914e-09,7.290460028027768e-05,0.00032165363433751544
krimmis,34.0394958813698,5.400466003165795e-09,6.480408913802461e-05,2.9696021753184694e-06
hea,34.03396074106186,5.415850500086572e-09,0.0006075383356689807,0.0011134463033005213
lisas,33.961710349299494,5.620737081552141e-09,2.430153342675923e-05,0.0002148262705524132
näib,33.907741231739486,5.778830984165473e-09,0.00018631175627182076,4.082197601873105e-05
isi,33.72610255626035,6.344364737969862e-09,4.860306685351846e-05,1.0974616734872604e-06
anschluss,33.560726257891844,6.907341003993646e-09,2.430153342675923e-05,3.174913230917822e-08
seadus,33.45888906864339,7.278635117830017e-09,0.00019441226741407383,4.48572907352276e-05
maidan,33.09447040560349,8.778802845387727e-09,3.2402044569012305e-05,1.8943648944476337e-07
poliitikasse,33.081416085291764,8.837941941111784e-09,8.100511142253076e-05,6.144515406236291e-06
infosõja,33.037799537503815,9.038444090729165e-09,4.050255571126538e-05,5.52434902179701e-07
komisjonide,32.73378074102514,1.0568447495624391e-08,7.290460028027768e-05,4.633256708319408e-06
reformierakonna,32.703852725073595,1.0732428192666858e-08,0.00015390971170280846,2.8880069052838813e-05
riikide,32.65741513271265,1.0991927028776429e-08,0.0003078194234056169,0.00010293915338163824
no,32.59317044314291,1.1361327671418286e-08,8.910562256478383e-05,0.00034061209954373606
nafta,32.38313500707454,1.2658028551380602e-08,0.00010530664484928998,1.255572352386968e-05
elatisraha,32.37669352361123,1.2700057571966836e-08,4.860306685351846e-05,1.2318663335961149e-06
venemaale,32.34775857234003,1.2890581515751982e-08,0.00012960817827604922,2.0284520632333965e-05
valija,32.20431686958773,1.3878206263095565e-08,8.100511142253076e-05,6.444015554352872e-06
piiksatab,32.05429436283689,1.499233196349025e-08,2.430153342675923e-05,4.127387200193169e-08
luhanski,32.02745116058595,1.5200929212003475e-08,3.2402044569012305e-05,2.1695240411271783e-07
kibestumise,31.98915695127537,1.5503553649583973e-08,3.2402044569012305e-05,2.1801070852302377e-07
zaventemile,31.953756531529223,1.5788674964287945e-08,1.6201022284506153e-05,1.0583044103059406e-09
inimtööaastate,31.953756531529223,1.5788674964287945e-08,1.6201022284506153e-05,1.0583044103059406e-09
kunstiajaloolasteks,31.953756531529223,1.5788674964287945e-08,1.6201022284506153e-05,1.0583044103059406e-09
castrole,31.765478137824154,1.7395738936857018e-08,2.430153342675923e-05,4.3390480822543565e-08
kõnelda,31.742625368192343,1.7601634564750622e-08,7.290460028027768e-05,4.914765681460789e-06
pärnu,31.655136104320754,1.8412698865737808e-08,1.6201022284506153e-05,0.00018376821102316477
üksikemade,31.65262423214963,1.843652981871841e-08,3.2402044569012305e-05,2.2753544821577724e-07
fraktsioonide,31.62317624627787,1.871822749992198e-08,5.6703577995771534e-05,2.264771438054713e-06
sotsiaalsüsteemi,31.493694564614493,2.000889497454313e-08,4.050255571126538e-05,6.466239946969297e-07
võimuvertikaal,31.489980477878014,2.0047203685865066e-08,2.430153342675923e-05,4.550708964315545e-08
harvendus,31.489980477878014,2.0047203685865066e-08,2.430153342675923e-05,4.550708964315545e-08
parteid,31.4510893251471,2.0452783462977858e-08,8.100511142253076e-05,6.713883178980888e-06
kolmandast,30.61158334673687,3.1520627630752896e-08,8.100511142253076e-05,7.029257893252058e-06
sobib,30.598111426986634,3.1740255349898164e-08,6.480408913802461e-05,0.0002846479040223476
ndatel,30.528709902738825,3.289621094549026e-08,3.2402044569012305e-05,2.624594937558733e-07
pensioniea,30.522244845479147,3.300601748895809e-08,4.860306685351846e-05,1.444585520067609e-06
ida-ukraina,30.522244845479147,3.300601748895809e-08,4.860306685351846e-05,1.444585520067609e-06
valijate,30.51846173585537,3.307044239189561e-08,8.910562256478383e-05,9.059085752218852e-06
klaipeda,30.403719644305568,3.50854744744379e-08,4.860306685351846e-05,1.459401781811892e-06
jäägem,30.359934036359228,3.5886440152399355e-08,4.050255571126538e-05,7.259968254698753e-07
lastetoetuse,30.340541393578455,3.624701667987298e-08,3.2402044569012305e-05,2.688093202177089e-07
pikamäele,30.227925372993784,3.84138503522396e-08,1.6201022284506153e-05,2.116608820611881e-09
sotsiopoliitiliselt,30.227925372993784,3.84138503522396e-08,1.6201022284506153e-05,2.116608820611881e-09
maastikupildilt,30.227925372993784,3.84138503522396e-08,1.6201022284506153e-05,2.116608820611881e-09
rahvusliberaalseks,30.227925372993784,3.84138503522396e-08,1.6201022284506153e-05,2.116608820611881e-09
lisa,29.99079161333774,4.3410290319115404e-08,1.6201022284506153e-05,0.00017636008015102316
putinile,29.960977678073448,4.4082906053572804e-08,5.6703577995771534e-05,2.564271586171294e-06
janukovitši,29.68672774465884,5.078131339674233e-08,3.2402044569012305e-05,2.920920172444396e-07
kaasamise,29.684505725399138,5.0839555238586805e-08,8.100511142253076e-05,7.396489523628219e-06
eurooplased,29.663946587150534,5.1381619758370664e-08,6.480408913802461e-05,3.96546662541636e-06
varjamise,29.56628178437456,5.4036820209243235e-08,4.050255571126538e-05,7.873784812676198e-07
demokraatiad,29.434186153294064,5.784814478456758e-08,3.2402044569012305e-05,3.016167569371931e-07
kaitsevõime,29.426995223401086,5.806318729144129e-08,5.6703577995771534e-05,2.669043722791582e-06
salasepitsuste,29.36106191171652,6.007262370706502e-08,2.430153342675923e-05,6.561487343896832e-08
lapse,29.154970801826252,6.681410435241553e-08,0.0004698296462506784,0.00021032424359097174
primaarenergia,29.109625513232317,6.839632362043735e-08,3.2402044569012305e-05,3.143164098608644e-07
valmistatud,29.096963311845556,6.884480962955307e-08,8.100511142253076e-06,0.00014957968704823135
ratsionalistid,29.084824263566016,6.927753221589278e-08,2.430153342675923e-05,6.878978666988614e-08
allianseni,29.04324742355602,7.078038616054677e-08,1.6201022284506153e-05,3.174913230917822e-09
püsitruppide,29.04324742355602,7.078038616054677e-08,1.6201022284506153e-05,3.174913230917822e-09
of,28.889531889838203,7.662591347446978e-08,1.6201022284506153e-05,0.00017144108125192117
tervishoiutöötajate,28.843717902438584,7.845996861695016e-08,5.6703577995771534e-05,2.7886321211561537e-06
kibedusest,28.820816273693172,7.939320645097324e-08,2.430153342675923e-05,7.196469990080396e-08
poliitiline,28.790284368555415,8.065469882863548e-08,0.00014580920056055536,2.9510818481381155e-05
maksumaksja,28.7030785300307,8.436950474222457e-08,9.720613370703692e-05,1.226363150662524e-05
postmodernistliku,28.67167184042166,8.574895879548259e-08,3.2402044569012305e-05,3.3230758483606537e-07
riigid,28.59894521162324,8.903066754463045e-08,0.00018631175627182076,4.748611889042756e-05
heaolu,28.563843844489334,9.065931621953961e-08,0.00017821124512956766,4.378734497640829e-05
annekteerimist,28.545490714799406,9.152272421757981e-08,4.050255571126538e-05,8.74159442912707e-07
erakonnad,28.44042384202299,9.662652456399157e-08,8.910562256478383e-05,1.0070824768471332e-05
rahvas,28.352361618799847,1.011233649571819e-07,0.00024301533426759227,7.627623206839037e-05
sooleelustiku,28.135455350286076,1.131145377297056e-07,1.6201022284506153e-05,4.233217641223762e-09
keskmaa,28.118251286011407,1.141245191688681e-07,4.050255571126538e-05,9.133167060940267e-07
eelisseisund,27.94198908598898,1.2500741858912765e-07,2.430153342675923e-05,8.360604841416931e-08
sihtasutusele,27.87995593466581,1.2908004408144065e-07,4.860306685351846e-05,1.814992063674688e-06
kodakondsust,27.83574843113498,1.3206326908853284e-07,5.6703577995771534e-05,3.008759438499789e-06
naiste,27.81883019225006,1.33223146425647e-07,0.00035642249025913533,0.00014259487794021213
maksuvabastuse,27.80717656119606,1.3402802636111233e-07,4.050255571126538e-05,9.429492295825931e-07
kultuur,27.772746955489616,1.3643455141707368e-07,0.0001377086894183023,2.728097108886654e-05
erinevaid,27.736784183482218,1.389944925133972e-07,4.050255571126538e-05,0.00022170736582822242
tšehhoslovakkia,27.66685697879951,1.4411074505476424e-07,4.860306685351846e-05,1.8488578048044783e-06
e-residentsuse,27.627352108423683,1.4708412909628942e-07,4.860306685351846e-05,1.855207631266314e-06
vladivostokini,27.581700888192444,1.505967856281533e-07,2.430153342675923e-05,8.889757046569901e-08
julgeolekuolukorra,27.552906706700753,1.5285548137981426e-07,3.2402044569012305e-05,3.831061965307505e-07
näilisuse,27.51218685977802,1.5610773581706447e-07,2.430153342675923e-05,8.995587487600495e-08
ideoloogilise,27.47720634884015,1.5895691787231498e-07,4.860306685351846e-05,1.8795486327033505e-06
mõtteraamatus,27.398112405805474,1.6559279302511586e-07,1.6201022284506153e-05,5.291522051529703e-09
antiliberaalsed,27.398112405805474,1.6559279302511586e-07,1.6201022284506153e-05,5.291522051529703e-09
vandenõuloo,27.398112405805474,1.6559279302511586e-07,1.6201022284506153e-05,5.291522051529703e-09
üürimudelile,27.398112405805474,1.6559279302511586e-07,1.6201022284506153e-05,5.291522051529703e-09
kurkovi,27.398112405805474,1.6559279302511586e-07,1.6201022284506153e-05,5.291522051529703e-09
kuubalaste,27.308385595211924,1.7345753566025045e-07,2.430153342675923e-05,9.313078810692278e-08
manifesti,27.189197703933687,1.8448658022883933e-07,4.860306685351846e-05,1.927172331167118e-06
sussi,27.082315172269332,1.949734744812934e-07,4.860306685351846e-05,1.945163506142319e-06
kuupmeetri,27.02074884926413,2.0128319750064035e-07,4.050255571126538e-05,1.0223220603555386e-06
parlamendi,26.99051825519117,2.0445594276046326e-07,0.0002349148231253392,7.451203861641036e-05
sõnas,26.96987789962797,2.066509258495844e-07,8.100511142253076e-06,0.0001404539281181632
protsendile,26.894155117843326,2.1490782698777696e-07,6.480408913802461e-05,4.775069499300404e-06
ii,26.83965061291784,2.2105498430766332e-07,8.100511142253076e-06,0.00013989408508511137
lähivälismaa,26.796749077692,2.2601723803315633e-07,2.430153342675923e-05,1.0159722338937031e-07
tootmisväljundi,26.776785608273382,2.2836424973218716e-07,1.6201022284506153e-05,6.349826461835644e-09
eelarveettepanekus,26.776785608273382,2.2836424973218716e-07,1.6201022284506153e-05,6.349826461835644e-09
ida-ukrainas,26.74950455196601,2.3161110696627688e-07,4.860306685351846e-05,2.0023119442988396e-06
jõukamad,26.713781021571034,2.3593281442024718e-07,4.050255571126538e-05,1.0551294970750228e-06
asub,26.423130980376435,2.7423670276991706e-07,8.100511142253076e-05,0.00029186659840504443
maksusüsteemi,26.361779559911128,2.8308713210241677e-07,4.860306685351846e-05,2.071101730968726e-06
võitis,26.313162799726133,2.9030337916506986e-07,8.100511142253076e-06,0.00013762931364705666
täna,26.307327285612544,2.911818549399799e-07,0.00031591993454787,0.0006508042971176382
annekteerimine,26.273862620018782,2.962713144647444e-07,3.2402044569012305e-05,4.5083767879033074e-07
baylis,26.239697615311776,3.015592866726384e-07,1.6201022284506153e-05,7.408130872141585e-09
representatsioonina,26.239697615311776,3.015592866726384e-07,1.6201022284506153e-05,7.408130872141585e-09
etnosena,26.239697615311776,3.015592866726384e-07,1.6201022284506153e-05,7.408130872141585e-09
laenulist,26.239697615311776,3.015592866726384e-07,1.6201022284506153e-05,7.408130872141585e-09
oleksandri,26.239697615311776,3.015592866726384e-07,1.6201022284506153e-05,7.408130872141585e-09
miinimumi,26.188881825940815,3.0959994545007316e-07,5.6703577995771534e-05,3.4087985055954348e-06
rõivase,26.018678893435606,3.381300379275379e-07,5.6703577995771534e-05,3.4532472908282843e-06
liberaalne,25.97849778007847,3.4524124492527926e-07,5.6703577995771534e-05,3.4638303349313435e-06
keha,25.970349381868843,3.4670152197639056e-07,1.6201022284506153e-05,0.00015832763130382025
and,25.946662566255483,3.509816986131866e-07,8.100511142253076e-06,0.0001360513817712905
csce,25.942004242538104,3.518296640718183e-07,2.430153342675923e-05,1.1747178954395941e-07
irli,25.92816842877658,3.543603568126164e-07,6.480408913802461e-05,5.097852344443716e-06
keskvõimu,25.795188189322882,3.7963373373033013e-07,4.050255571126538e-05,1.159901633695311e-06
piimatootjad,25.77421797571555,3.837809518017845e-07,3.2402044569012305e-05,4.80470202278897e-07
metsaskäija,25.766622003761043,3.85294364430748e-07,1.6201022284506153e-05,8.466435282447524e-09
sotsiaalliberalismi,25.766622003761043,3.85294364430748e-07,1.6201022284506153e-05,8.466435282447524e-09
tööjõu,25.59476445025269,4.2118062920120624e-07,8.910562256478383e-05,1.1669922732443608e-05
delillo,25.531892440176204,4.351305529344025e-07,2.430153342675923e-05,1.2593822482640694e-07
võimu,25.5235180215195,4.370232819110488e-07,0.00019441226741407383,5.606473444036751e-05
loodeti,25.47542864385789,4.4805300649485236e-07,5.6703577995771534e-05,3.599293299450504e-06
vaata,25.460837506913304,4.51454478162236e-07,6.480408913802461e-05,0.0002572907350159391
põder,25.454144857391523,4.530233107256675e-07,8.100511142253076e-05,9.364935726797269e-06
sünniriigiks,25.34386686342762,4.796750846808084e-07,1.6201022284506153e-05,9.524739692753465e-09
eston,25.295821989692467,4.917728056503799e-07,4.860306685351846e-05,2.2732378733371604e-06
euromaidani,25.289250684989987,4.934510732460614e-07,2.430153342675923e-05,1.3122974687793665e-07
naine,25.198010518269694,5.173553887242823e-07,5.6703577995771534e-05,0.00024076319504019118
üksikvanema,25.08032929106156,5.499096866633448e-07,3.2402044569012305e-05,5.249189875117466e-07
riigil,25.03862628027905,5.61932429015272e-07,9.720613370703692e-05,1.4641641516582688e-05
meelitame,25.010599043939425,5.7016025160421e-07,2.430153342675923e-05,1.375795733397723e-07
etendusasutuse,24.965403600507187,5.836832637495997e-07,2.430153342675923e-05,1.3863787775007823e-07
sotsiaalliberalism,24.961724014083973,5.847982944939825e-07,1.6201022284506153e-05,1.0583044103059406e-08
pikamäe,24.846841049291513,6.207067919038003e-07,3.2402044569012305e-05,5.407935536663357e-07
klubi,24.843408330559193,6.218131035284442e-07,8.100511142253076e-06,0.0001312943034469653
soome,24.775279518549873,6.44183591198172e-07,0.00046172913510842534,0.00022019187391266433
kirik,24.76280090120158,6.483676132649671e-07,0.00018631175627182076,5.3234828447209426e-05
võimul,24.739657789637103,6.561996532447209e-07,8.100511142253076e-05,9.752275140969244e-06
pakub,24.734825377504695,6.578469610367128e-07,8.100511142253076e-05,0.00028233974210347036
