LEMMA,Votmesus,Fookus suhteline sagedus,Referents suhteline sagedus
ajalookäsitus,5.995151970544106,8.100511142253076e-06,1.2699652923671288e-07
verepulm,5.995151970544106,8.100511142253076e-06,1.2699652923671288e-07
saksa-vene,5.995151970544106,8.100511142253076e-06,1.2699652923671288e-07
murepunkt,5.98317932887803,8.100511142253076e-06,1.2805483364701882e-07
häviv,5.98317932887803,8.100511142253076e-06,1.2805483364701882e-07
millet,5.98317932887803,8.100511142253076e-06,1.2805483364701882e-07
kihistumine,5.98317932887803,8.910562256478383e-05,1.408603170117207e-06
spiooniromaan,5.98317932887803,8.100511142253076e-06,1.2805483364701882e-07
isamaakõne,5.98317932887803,8.100511142253076e-06,1.2805483364701882e-07
katvam,5.98317932887803,8.100511142253076e-06,1.2805483364701882e-07
radikaalsemalt,5.98317932887803,8.100511142253076e-06,1.2805483364701882e-07
naisminister,5.971305228589739,1.6201022284506153e-05,2.582262761146495e-07
eksamitegija,5.959528060813385,8.100511142253076e-06,1.301714424676307e-07
ümberjaotav,5.959528060813385,8.100511142253076e-06,1.301714424676307e-07
järelejõudmine,5.959528060813385,8.100511142253076e-06,1.301714424676307e-07
dnepropetrovsk,5.959528060813385,8.100511142253076e-06,1.301714424676307e-07
ülejooksmine,5.959528060813385,8.100511142253076e-06,1.301714424676307e-07
sõjaõhutaja,5.959528060813385,8.100511142253076e-06,1.301714424676307e-07
neljandaks,5.959528060813385,8.100511142253076e-06,1.301714424676307e-07
sorkin,5.959528060813385,8.100511142253076e-06,1.301714424676307e-07
propagandaminister,5.959528060813385,8.100511142253076e-06,1.301714424676307e-07
kurbloolisus,5.959528060813385,8.100511142253076e-06,1.301714424676307e-07
olenemata,5.959528060813385,8.100511142253076e-06,1.301714424676307e-07
majandusõpik,5.94784625576575,8.100511142253076e-06,1.3122974687793665e-07
laenubuum,5.94784625576575,8.100511142253076e-06,1.3122974687793665e-07
keskkonnasõbralikem,5.94784625576575,8.100511142253076e-06,1.3122974687793665e-07
roosatama,5.94784625576575,8.100511142253076e-06,1.3122974687793665e-07
möödunudnädalane,5.94784625576575,8.100511142253076e-06,1.3122974687793665e-07
y-kromosoom,5.942040634084544,1.6201022284506153e-05,2.635177981661792e-07
ustavam,5.942040634084544,1.6201022284506153e-05,2.635177981661792e-07
ndate,5.938183158415031,4.860306685351846e-05,7.926700033191495e-07
infosõda,5.938034999745746,0.00010530664484928998,1.7176280579265417e-06
kuldse,5.936258281490538,8.100511142253076e-06,1.3228805128824259e-07
tormlev,5.936258281490538,8.100511142253076e-06,1.3228805128824259e-07
digivolinik,5.936258281490538,8.100511142253076e-06,1.3228805128824259e-07
totalitaarsus,5.936258281490538,8.100511142253076e-06,1.3228805128824259e-07
polügaamne,5.936258281490538,8.100511142253076e-06,1.3228805128824259e-07
humanitaarabitöötaja,5.936258281490538,8.100511142253076e-06,1.3228805128824259e-07
vabisev,5.936258281490538,8.100511142253076e-06,1.3228805128824259e-07
estaing,5.936258281490538,8.100511142253076e-06,1.3228805128824259e-07
sov,5.936258281490538,8.100511142253076e-06,1.3228805128824259e-07
põhibaas,5.936258281490538,8.100511142253076e-06,1.3228805128824259e-07
kibedalt,5.9324162151961435,2.430153342675923e-05,3.979224582750337e-07
vastasrind,5.924762642652709,1.6201022284506153e-05,2.6669271139709704e-07
mõistuslikkus,5.924762642652709,8.100511142253076e-06,1.3334635569854852e-07
mainekujunduslik,5.924762642652709,8.100511142253076e-06,1.3334635569854852e-07
risustav,5.924762642652709,8.100511142253076e-06,1.3334635569854852e-07
mõjustamine,5.924762642652709,8.100511142253076e-06,1.3334635569854852e-07
hoiuteenus,5.924762642652709,1.6201022284506153e-05,2.6669271139709704e-07
megavatine,5.924762642652709,8.100511142253076e-06,1.3334635569854852e-07
tsiviilobjekt,5.924762642652709,8.100511142253076e-06,1.3334635569854852e-07
teravkeelne,5.924762642652709,8.100511142253076e-06,1.3334635569854852e-07
dzott,5.9133578793804595,8.100511142253076e-06,1.3440466010885446e-07
lmp,5.9133578793804595,8.100511142253076e-06,1.3440466010885446e-07
üliettevaatlik,5.9133578793804595,8.100511142253076e-06,1.3440466010885446e-07
poolemeelne,5.9133578793804595,8.100511142253076e-06,1.3440466010885446e-07
robertsi,5.9133578793804595,8.100511142253076e-06,1.3440466010885446e-07
salanõu,5.9133578793804595,8.100511142253076e-06,1.3440466010885446e-07
schrödinger,5.907689129293767,1.6201022284506153e-05,2.698676246280149e-07
ulatuslikem,5.902042566152625,8.100511142253076e-06,1.354629645191604e-07
valuutapood,5.902042566152625,8.100511142253076e-06,1.354629645191604e-07
majandusseadus,5.902042566152625,8.100511142253076e-06,1.354629645191604e-07
rügav,5.902042566152625,8.100511142253076e-06,1.354629645191604e-07
mühatus,5.902042566152625,8.100511142253076e-06,1.354629645191604e-07
sõjalennuväli,5.902042566152625,8.100511142253076e-06,1.354629645191604e-07
õunakasvataja,5.902042566152625,8.100511142253076e-06,1.354629645191604e-07
valusaim,5.896418016958747,1.6201022284506153e-05,2.7198423344862675e-07
maalilaad,5.890815310729371,8.100511142253076e-06,1.3652126892946635e-07
coles,5.890815310729371,8.100511142253076e-06,1.3652126892946635e-07
võikus,5.890815310729371,8.100511142253076e-06,1.3652126892946635e-07
spämmija,5.890815310729371,8.100511142253076e-06,1.3652126892946635e-07
puuistik,5.890815310729371,8.100511142253076e-06,1.3652126892946635e-07
eliitkool,5.889218525795042,0.00011340715599154307,1.913414373833141e-06
rahastamissüsteem,5.883378721887589,2.430153342675923e-05,4.1168041560901093e-07
balletiõhtu,5.879674753124171,8.100511142253076e-06,1.375795733397723e-07
hundiseadus,5.879674753124171,8.100511142253076e-06,1.375795733397723e-07
kuulutatu,5.879674753124171,8.100511142253076e-06,1.375795733397723e-07
maksuliik,5.879674753124171,8.100511142253076e-06,1.375795733397723e-07
enesepaljastus,5.879674753124171,8.100511142253076e-06,1.375795733397723e-07
puutaim,5.879674753124171,8.100511142253076e-06,1.375795733397723e-07
käsitamatu,5.868619564615175,8.100511142253076e-06,1.3863787775007823e-07
kennan,5.868619564615175,8.100511142253076e-06,1.3863787775007823e-07
eriteene,5.868619564615175,8.100511142253076e-06,1.3863787775007823e-07
vennatapusõda,5.868619564615175,8.100511142253076e-06,1.3863787775007823e-07
soositum,5.868619564615175,8.100511142253076e-06,1.3863787775007823e-07
valimisloosung,5.8649532474174055,2.430153342675923e-05,4.1697193766054064e-07
jumalavallatu,5.863123576860323,1.6201022284506153e-05,2.783340599104624e-07
merelaevastik,5.857648446794172,8.100511142253076e-06,1.3969618216038416e-07
tsiviliseeritult,5.857648446794172,8.100511142253076e-06,1.3969618216038416e-07
ettearvamatus,5.857648446794172,1.6201022284506153e-05,2.793923643207683e-07
sümboolsem,5.857648446794172,8.100511142253076e-06,1.3969618216038416e-07
kahekeelsus,5.846760130651436,8.100511142253076e-06,1.407544865706901e-07
wieder,5.846760130651436,8.100511142253076e-06,1.407544865706901e-07
tööhulk,5.846760130651436,8.100511142253076e-06,1.407544865706901e-07
klassikursus,5.846760130651436,1.6201022284506153e-05,2.815089731413802e-07
sõjaromaan,5.846760130651436,8.100511142253076e-06,1.407544865706901e-07
hulljulgelt,5.835953375694853,8.100511142253076e-06,1.4181279098099606e-07
jõudnult,5.835953375694853,8.100511142253076e-06,1.4181279098099606e-07
valimisvanker,5.835953375694853,8.100511142253076e-06,1.4181279098099606e-07
sibliv,5.835953375694853,8.100511142253076e-06,1.4181279098099606e-07
õpikutekst,5.835953375694853,8.100511142253076e-06,1.4181279098099606e-07
kartellipartei,5.835953375694853,8.100511142253076e-06,1.4181279098099606e-07
kuldmikrofon,5.835953375694853,8.100511142253076e-06,1.4181279098099606e-07
ideoloogiasekretär,5.835953375694853,8.100511142253076e-06,1.4181279098099606e-07
kaldajärsak,5.825226969101794,8.100511142253076e-06,1.42871095391302e-07
nõrgapoolne,5.825226969101794,8.100511142253076e-06,1.42871095391302e-07
jõuluraamat,5.825226969101794,8.100511142253076e-06,1.42871095391302e-07
pabersalvrätik,5.825226969101794,8.100511142253076e-06,1.42871095391302e-07
edasiminemine,5.825226969101794,8.100511142253076e-06,1.42871095391302e-07
metsaott,5.825226969101794,8.100511142253076e-06,1.42871095391302e-07
praokil,5.819893524798754,1.6201022284506153e-05,2.868004951929099e-07
tuulekohin,5.814579724902286,8.100511142253076e-06,1.4392939980160793e-07
lisatool,5.814579724902286,8.100511142253076e-06,1.4392939980160793e-07
neljasilmavestlus,5.814579724902286,8.100511142253076e-06,1.4392939980160793e-07
villaveski,5.814579724902286,8.100511142253076e-06,1.4392939980160793e-07
reegliraamat,5.814579724902286,8.100511142253076e-06,1.4392939980160793e-07
britilik,5.814579724902286,8.100511142253076e-06,1.4392939980160793e-07
kirikuliige,5.809285425232773,1.6201022284506153e-05,2.8891710401352177e-07
ratsionalistlik,5.809285425232773,1.6201022284506153e-05,2.8891710401352177e-07
sotsiaaltagatis,5.804010483192099,8.100511142253076e-06,1.4498770421191387e-07
valitsusringkond,5.804010483192099,8.100511142253076e-06,1.4498770421191387e-07
maalitu,5.804010483192099,8.100511142253076e-06,1.4498770421191387e-07
teiseusuline,5.804010483192099,8.100511142253076e-06,1.4498770421191387e-07
immuniteet,5.795012356054786,5.6703577995771534e-05,1.0212637559452326e-06
kisaja,5.793518109374456,8.100511142253076e-06,1.460460086222198e-07
sametrevolutsioon,5.793518109374456,8.100511142253076e-06,1.460460086222198e-07
mitmekümneaastane,5.793518109374456,8.100511142253076e-06,1.460460086222198e-07
mariupol,5.793518109374456,4.050255571126538e-05,7.30230043111099e-07
pargijooks,5.793518109374456,8.100511142253076e-06,1.460460086222198e-07
oktjabr,5.793518109374456,8.100511142253076e-06,1.460460086222198e-07
politseireform,5.793518109374456,8.100511142253076e-06,1.460460086222198e-07
ebaõnnestuja,5.788300400103437,1.6201022284506153e-05,2.9315032165474556e-07
ebaõiglasem,5.783101493429118,8.100511142253076e-06,1.4710431303252574e-07
reaalväärtus,5.783101493429118,8.100511142253076e-06,1.4710431303252574e-07
eestivaenulik,5.783101493429118,8.100511142253076e-06,1.4710431303252574e-07
jõuluhullus,5.772759549207659,8.100511142253076e-06,1.481626174428317e-07
stampa,5.772759549207659,8.100511142253076e-06,1.481626174428317e-07
marginaalsus,5.772759549207659,8.100511142253076e-06,1.481626174428317e-07
tammsaarelik,5.772759549207659,8.100511142253076e-06,1.481626174428317e-07
autokulu,5.772759549207659,8.100511142253076e-06,1.481626174428317e-07
kraanajuht,5.772759549207659,1.6201022284506153e-05,2.963252348856634e-07
majandussõda,5.772759549207659,8.100511142253076e-06,1.481626174428317e-07
politseibuss,5.7701856055438325,3.2402044569012305e-05,5.937087741816326e-07
khomeini,5.762491213753831,8.100511142253076e-06,1.4922092185313763e-07
vennik,5.762491213753831,8.100511142253076e-06,1.4922092185313763e-07
farmakoloog,5.762491213753831,8.100511142253076e-06,1.4922092185313763e-07
hallollus,5.757384323320743,1.6201022284506153e-05,2.995001481165812e-07
sissetegemine,5.752295446647943,8.100511142253076e-06,1.5027922626344357e-07
võitu,5.752295446647943,8.100511142253076e-06,1.5027922626344357e-07
tigedik,5.752295446647943,8.100511142253076e-06,1.5027922626344357e-07
noorpoliitik,5.748912807253291,2.430153342675923e-05,4.5189598320063664e-07
dekadentlik,5.744695630789782,3.2402044569012305e-05,6.042918182846921e-07
tulevikueesmärk,5.742171229374236,8.100511142253076e-06,1.513375306737495e-07
iiveldamine,5.742171229374236,8.100511142253076e-06,1.513375306737495e-07
sakraalsus,5.742171229374236,8.100511142253076e-06,1.513375306737495e-07
luukas,5.735461007784683,9.720613370703692e-05,1.8245168033674418e-06
tervishoiupoliitika,5.734624420320888,3.2402044569012305e-05,6.085250359259159e-07
haridusvalik,5.732117564710313,8.100511142253076e-06,1.5239583508405544e-07
omavalitsusametnik,5.732117564710313,8.100511142253076e-06,1.5239583508405544e-07
autoritarism,5.732117564710313,8.100511142253076e-06,1.5239583508405544e-07
dnipropetrovsk,5.732117564710313,8.100511142253076e-06,1.5239583508405544e-07
tehnoloogiaajakirjanik,5.732117564710313,8.100511142253076e-06,1.5239583508405544e-07
praaktoode,5.7221334761376905,8.100511142253076e-06,1.534541394943614e-07
arengutegevus,5.7221334761376905,8.100511142253076e-06,1.534541394943614e-07
otsevedu,5.7221334761376905,8.100511142253076e-06,1.534541394943614e-07
kaitseväekohustus,5.7221334761376905,8.100511142253076e-06,1.534541394943614e-07
eksvälisminister,5.7221334761376905,8.100511142253076e-06,1.534541394943614e-07
subi,5.712218007272607,8.100511142253076e-06,1.5451244390466734e-07
küberkaitseüksus,5.712218007272607,8.100511142253076e-06,1.5451244390466734e-07
kuulekam,5.702370221316261,8.100511142253076e-06,1.5557074831497327e-07
jalaväemiin,5.702370221316261,8.100511142253076e-06,1.5557074831497327e-07
bussirool,5.702370221316261,8.100511142253076e-06,1.5557074831497327e-07
kirvemeetod,5.702370221316261,8.100511142253076e-06,1.5557074831497327e-07
püsielukoht,5.702370221316261,8.100511142253076e-06,1.5557074831497327e-07
vaesusrisk,5.699102507482349,4.860306685351846e-05,9.355410987104515e-07
erainitsiatiiv,5.692589200523676,8.100511142253076e-06,1.566290527252792e-07
munitsipaalpoliitik,5.692589200523676,8.100511142253076e-06,1.566290527252792e-07
palgaootus,5.692589200523676,2.430153342675923e-05,4.6988715817583763e-07
kõrgpilotaaž,5.692589200523676,8.100511142253076e-06,1.566290527252792e-07
mittetolerantne,5.692589200523676,8.100511142253076e-06,1.566290527252792e-07
talvemuinasjutt,5.692589200523676,8.100511142253076e-06,1.566290527252792e-07
tulusalt,5.692589200523676,8.100511142253076e-06,1.566290527252792e-07
initsiatsiooniriitus,5.692589200523676,8.100511142253076e-06,1.566290527252792e-07
väikelind,5.692589200523676,8.100511142253076e-06,1.566290527252792e-07
ukraina-vastane,5.692589200523676,8.100511142253076e-06,1.566290527252792e-07
ebola,5.6908179356714825,8.910562256478383e-05,1.7250361887986832e-06
põlisvaenlane,5.682874045690464,8.100511142253076e-06,1.5768735713558515e-07
valitsusevahetus,5.682874045690464,8.100511142253076e-06,1.5768735713558515e-07
lõppetapp,5.682874045690464,8.100511142253076e-06,1.5768735713558515e-07
omavalitsuskorraldus,5.682874045690464,8.100511142253076e-06,1.5768735713558515e-07
siir,5.682874045690464,1.6201022284506153e-05,3.153747142711703e-07
riigiinstitutsioon,5.682874045690464,8.100511142253076e-06,1.5768735713558515e-07
peresõbralikkus,5.673223875656744,8.100511142253076e-06,1.587456615458911e-07
orwelli,5.673223875656744,8.100511142253076e-06,1.587456615458911e-07
kasutatavalt,5.673223875656744,8.100511142253076e-06,1.587456615458911e-07
philae,5.673223875656744,8.100511142253076e-06,1.587456615458911e-07
puuviljalett,5.673223875656744,8.100511142253076e-06,1.587456615458911e-07
otstarbetu,5.673223875656744,8.100511142253076e-06,1.587456615458911e-07
demokratiseerima,5.673223875656744,8.100511142253076e-06,1.587456615458911e-07
randall,5.6700214436184,2.430153342675923e-05,4.772952890479793e-07
lödipüks,5.668422889392923,1.6201022284506153e-05,3.185496275020881e-07
dopingukahtlus,5.6636378268275465,8.100511142253076e-06,1.5980396595619704e-07
resoluutsem,5.6636378268275465,8.100511142253076e-06,1.5980396595619704e-07
korrashoiuteenus,5.6636378268275465,8.100511142253076e-06,1.5980396595619704e-07
seeneaeg,5.6636378268275465,8.100511142253076e-06,1.5980396595619704e-07
tehnikamuuseum,5.6636378268275465,8.100511142253076e-06,1.5980396595619704e-07
geenitehnoloog,5.6636378268275465,8.100511142253076e-06,1.5980396595619704e-07
kazimir,5.6636378268275465,8.100511142253076e-06,1.5980396595619704e-07
laaberdamine,5.6636378268275465,8.100511142253076e-06,1.5980396595619704e-07
peresõbralikum,5.6636378268275465,8.100511142253076e-06,1.5980396595619704e-07
hägustumine,5.657282331787723,2.430153342675923e-05,4.81528506689203e-07
viljavihk,5.65411505270904,8.100511142253076e-06,1.6086227036650298e-07
giscard,5.65411505270904,8.100511142253076e-06,1.6086227036650298e-07
hinnangulisus,5.65411505270904,8.100511142253076e-06,1.6086227036650298e-07
eetikakoodeks,5.653385128564509,0.00010530664484928998,2.0922678191748447e-06
kahekordistumine,5.649377133702377,1.6201022284506153e-05,3.227828451433119e-07
vinduv,5.649377133702377,1.6201022284506153e-05,3.227828451433119e-07
püsiasukas,5.644654723459974,8.100511142253076e-06,1.6192057477680891e-07
kukkurloom,5.644654723459974,8.100511142253076e-06,1.6192057477680891e-07
koostööaltim,5.644654723459974,8.100511142253076e-06,1.6192057477680891e-07
protestiavaldus,5.644654723459974,8.100511142253076e-06,1.6192057477680891e-07
hakkamasaav,5.644654723459974,8.100511142253076e-06,1.6192057477680891e-07
selja,5.644654723459974,8.100511142253076e-06,1.6192057477680891e-07
luureoperatsioon,5.644654723459974,8.100511142253076e-06,1.6192057477680891e-07
eestvedav,5.644654723459974,8.100511142253076e-06,1.6192057477680891e-07
isetult,5.644654723459974,8.100511142253076e-06,1.6192057477680891e-07
mouffe,5.635256025457724,8.100511142253076e-06,1.6297887918711485e-07
võimuliialdus,5.635256025457724,8.100511142253076e-06,1.6297887918711485e-07
hädapärast,5.635256025457724,8.100511142253076e-06,1.6297887918711485e-07
tehnoloogiaharidus,5.635256025457724,8.100511142253076e-06,1.6297887918711485e-07
rutemini,5.635256025457724,8.100511142253076e-06,1.6297887918711485e-07
bez,5.635256025457724,8.100511142253076e-06,1.6297887918711485e-07
nöörimine,5.635256025457724,8.100511142253076e-06,1.6297887918711485e-07
huntington,5.629024071746209,2.430153342675923e-05,4.910532463819564e-07
rahastamisviis,5.6259181608783875,8.100511142253076e-06,1.640371835974208e-07
poolkohustuslik,5.6259181608783875,8.100511142253076e-06,1.640371835974208e-07
põhihäda,5.6259181608783875,8.100511142253076e-06,1.640371835974208e-07
ettevõtluskliima,5.6259181608783875,8.100511142253076e-06,1.640371835974208e-07
bütsantslik,5.6259181608783875,8.100511142253076e-06,1.640371835974208e-07
kukkunud,5.6259181608783875,8.100511142253076e-06,1.640371835974208e-07
valgussõõr,5.6259181608783875,8.100511142253076e-06,1.640371835974208e-07
kirikuskäija,5.6259181608783875,8.100511142253076e-06,1.640371835974208e-07
uudelepa,5.616640347290376,8.100511142253076e-06,1.6509548800772675e-07
passiv,5.616640347290376,8.100511142253076e-06,1.6509548800772675e-07
piirkonnakool,5.616640347290376,8.100511142253076e-06,1.6509548800772675e-07
võimuvertikaal,5.607421817260998,8.100511142253076e-06,1.6615379241803268e-07
liialdav,5.607421817260998,8.100511142253076e-06,1.6615379241803268e-07
frontline,5.607421817260998,8.100511142253076e-06,1.6615379241803268e-07
tycoon,5.607421817260998,8.100511142253076e-06,1.6615379241803268e-07
applebaum,5.607421817260998,8.100511142253076e-06,1.6615379241803268e-07
reservvägi,5.607421817260998,8.100511142253076e-06,1.6615379241803268e-07
janukovitš,5.607421817260998,2.430153342675923e-05,4.984613772540981e-07
sotsiaalprobleem,5.6028345477653465,3.2402044569012305e-05,6.667317784927426e-07
lipukiri,5.6005463711700765,3.2402044569012305e-05,6.677900829030485e-07
eksamitöö,5.598261817975523,4.050255571126538e-05,8.360604841416931e-07
raudhammas,5.598261817975523,8.100511142253076e-06,1.6721209682833862e-07
lepitusmenetlus,5.596740789852672,4.860306685351846e-05,1.0043308853803377e-06
aatekaaslane,5.5937035360132175,1.6201022284506153e-05,3.354824980669832e-07
tollivaba,5.58915961086827,8.100511142253076e-06,1.6827040123864455e-07
eviv,5.58915961086827,8.100511142253076e-06,1.6827040123864455e-07
ühiskiri,5.58915961086827,8.100511142253076e-06,1.6827040123864455e-07
kiirreageerimisüksus,5.58915961086827,1.6201022284506153e-05,3.365408024772891e-07
kõrvalehiilimine,5.584629952387756,1.6201022284506153e-05,3.3759910688759507e-07
keeleprobleem,5.584629952387756,1.6201022284506153e-05,3.3759910688759507e-07
klassipilt,5.580114471265263,1.6201022284506153e-05,3.38657411297901e-07
seadusetäht,5.580114471265263,8.100511142253076e-06,1.693287056489505e-07
liberaalselt,5.580114471265263,8.100511142253076e-06,1.693287056489505e-07
ipsos,5.580114471265263,8.100511142253076e-06,1.693287056489505e-07
valdai,5.580114471265263,8.100511142253076e-06,1.693287056489505e-07
klaaslagi,5.580114471265263,1.6201022284506153e-05,3.38657411297901e-07
monopolist,5.580114471265263,8.100511142253076e-06,1.693287056489505e-07
maarjamäe,5.577111983103739,2.430153342675923e-05,5.090444213571575e-07
maailmavalitsus,5.571125688038008,8.100511142253076e-06,1.7038701005925645e-07
maksupettur,5.571125688038008,8.100511142253076e-06,1.7038701005925645e-07
alkoholikultuur,5.571125688038008,8.100511142253076e-06,1.7038701005925645e-07
delfis,5.562192563268001,1.6201022284506153e-05,3.428906289391248e-07
aecom,5.562192563268001,8.100511142253076e-06,1.714453144695624e-07
siku,5.562192563268001,8.100511142253076e-06,1.714453144695624e-07
karuott,5.562192563268001,8.100511142253076e-06,1.714453144695624e-07
reguleeritus,5.562192563268001,8.100511142253076e-06,1.714453144695624e-07
kroos,5.559967898153487,3.2402044569012305e-05,6.868395622885555e-07
lepaleht,5.553314411921548,8.100511142253076e-06,1.7250361887986832e-07
hingehäda,5.553314411921548,1.6201022284506153e-05,3.4500723775973665e-07
plekiriba,5.553314411921548,8.100511142253076e-06,1.7250361887986832e-07
vassa,5.553314411921548,8.100511142253076e-06,1.7250361887986832e-07
sinikollane,5.553314411921548,8.100511142253076e-06,1.7250361887986832e-07
sevastopol,5.550367127871211,2.430153342675923e-05,5.185691610499109e-07
kollaborant,5.548895740654542,1.6201022284506153e-05,3.460655421700426e-07
edutegur,5.547425852559088,2.430153342675923e-05,5.196274654602169e-07
ribbentrop,5.544490561534541,8.100511142253076e-06,1.7356192329017426e-07
tormilisem,5.544490561534541,8.100511142253076e-06,1.7356192329017426e-07
eksamineerimine,5.544490561534541,8.100511142253076e-06,1.7356192329017426e-07
hägusam,5.544490561534541,8.100511142253076e-06,1.7356192329017426e-07
liikmeksolek,5.544490561534541,8.100511142253076e-06,1.7356192329017426e-07
peaideoloog,5.53572035190681,8.100511142253076e-06,1.746202277004802e-07
jäätmekorraldus,5.53572035190681,8.100511142253076e-06,1.746202277004802e-07
kodutanum,5.53572035190681,8.100511142253076e-06,1.746202277004802e-07
girkin,5.53572035190681,8.100511142253076e-06,1.746202277004802e-07
ajaloopilt,5.53572035190681,8.100511142253076e-06,1.746202277004802e-07
juutlik,5.53572035190681,8.100511142253076e-06,1.746202277004802e-07
tuttavlikkus,5.53572035190681,8.100511142253076e-06,1.746202277004802e-07
dressen,5.531355159345408,1.6201022284506153e-05,3.5029875981126635e-07
poliitbroiler,5.531355159345408,1.6201022284506153e-05,3.5029875981126635e-07
metsaliik,5.5270031348057005,8.100511142253076e-06,1.7567853211078616e-07
valitsusvahetus,5.5270031348057005,8.100511142253076e-06,1.7567853211078616e-07
luter,5.521220782211694,2.430153342675923e-05,5.291522051529703e-07
tsiviliseeritus,5.518338273678573,8.100511142253076e-06,1.767368365210921e-07
pisiriik,5.518338273678573,8.100511142253076e-06,1.767368365210921e-07
otsustuskoht,5.518338273678573,8.100511142253076e-06,1.767368365210921e-07
kobane,5.518338273678573,8.100511142253076e-06,1.767368365210921e-07
tülinorimine,5.518338273678573,8.100511142253076e-06,1.767368365210921e-07
tänuvõlglane,5.518338273678573,8.100511142253076e-06,1.767368365210921e-07
väljapaistvalt,5.518338273678573,8.100511142253076e-06,1.767368365210921e-07
siplemine,5.509725143373865,8.100511142253076e-06,1.7779514093139803e-07
ajakohaselt,5.509725143373865,8.100511142253076e-06,1.7779514093139803e-07
kergeusklikkus,5.509725143373865,8.100511142253076e-06,1.7779514093139803e-07
koondkuju,5.509725143373865,8.100511142253076e-06,1.7779514093139803e-07
kõigusoojane,5.501163129870441,8.100511142253076e-06,1.7885344534170396e-07
skulptuurigrupp,5.501163129870441,8.100511142253076e-06,1.7885344534170396e-07
inimvara,5.501163129870441,1.6201022284506153e-05,3.577068906834079e-07
eraalgatus,5.501163129870441,1.6201022284506153e-05,3.577068906834079e-07
chantal,5.501163129870441,8.100511142253076e-06,1.7885344534170396e-07
möödavaatamine,5.501163129870441,8.100511142253076e-06,1.7885344534170396e-07
simferopol,5.492651630014923,8.100511142253076e-06,1.799117497520099e-07
lõhkumata,5.492651630014923,8.100511142253076e-06,1.799117497520099e-07
rogen,5.492651630014923,8.100511142253076e-06,1.799117497520099e-07
ahnem,5.492651630014923,8.100511142253076e-06,1.799117497520099e-07
ajuinsult,5.492651630014923,8.100511142253076e-06,1.799117497520099e-07
eeskostja,5.492651630014923,8.100511142253076e-06,1.799117497520099e-07
küsimuseasetus,5.492651630014923,8.100511142253076e-06,1.799117497520099e-07
poliittehnoloogiline,5.488414637128453,1.6201022284506153e-05,3.6088180391432576e-07
alussammas,5.484190051266727,8.100511142253076e-06,1.8097005416231586e-07
jäljerada,5.484190051266727,8.100511142253076e-06,1.8097005416231586e-07
sotsiaalmeediakampaania,5.475777811450527,8.100511142253076e-06,1.820283585726218e-07
lahinguvõime,5.475777811450527,8.100511142253076e-06,1.820283585726218e-07
võtmesündmus,5.475777811450527,8.100511142253076e-06,1.820283585726218e-07
rappuv,5.475777811450527,8.100511142253076e-06,1.820283585726218e-07
erikorrespondent,5.475777811450527,8.100511142253076e-06,1.820283585726218e-07
käsualune,5.475777811450527,8.100511142253076e-06,1.820283585726218e-07
käitumiskoodeks,5.471590014487094,1.6201022284506153e-05,3.651150215555495e-07
vene-gruusia,5.4674143385159,8.100511142253076e-06,1.8308666298292773e-07
jõulukampaania,5.4674143385159,1.6201022284506153e-05,3.6617332596585546e-07
kadunud,5.461173398541756,3.2402044569012305e-05,7.355215651626287e-07
mühama,5.459099070303897,8.100511142253076e-06,1.8414496739323367e-07
julgeolekuteema,5.459099070303897,8.100511142253076e-06,1.8414496739323367e-07
riigikaitseseadus,5.459099070303897,8.100511142253076e-06,1.8414496739323367e-07
kaotanud,5.459099070303897,8.100511142253076e-06,1.8414496739323367e-07
kultuuridiplomaatia,5.459099070303897,8.100511142253076e-06,1.8414496739323367e-07
euroskeptitsism,5.459099070303897,8.100511142253076e-06,1.8414496739323367e-07
kiuslikult,5.450831454320296,8.100511142253076e-06,1.852032718035396e-07
eelarveküsimus,5.450831454320296,8.100511142253076e-06,1.852032718035396e-07
nõuandev,5.450831454320296,0.00010530664484928998,2.407642533446015e-06
meredessant,5.450831454320296,8.100511142253076e-06,1.852032718035396e-07
vesiloo,5.442610947515328,8.100511142253076e-06,1.8626157621384557e-07
mobiliseeruma,5.442610947515328,8.100511142253076e-06,1.8626157621384557e-07
äparduma,5.442610947515328,8.100511142253076e-06,1.8626157621384557e-07
rahaküsimine,5.434437016069627,8.100511142253076e-06,1.873198806241515e-07
vääristamine,5.434437016069627,8.100511142253076e-06,1.873198806241515e-07
demonstreeriv,5.434437016069627,8.100511142253076e-06,1.873198806241515e-07
piimalett,5.434437016069627,8.100511142253076e-06,1.873198806241515e-07
eraarmee,5.434437016069627,8.100511142253076e-06,1.873198806241515e-07
propagandarünnak,5.434437016069627,8.100511142253076e-06,1.873198806241515e-07
hiigelkasum,5.426309135186227,8.100511142253076e-06,1.8837818503445744e-07
läbipõimumine,5.426309135186227,8.100511142253076e-06,1.8837818503445744e-07
käimasaamine,5.426309135186227,8.100511142253076e-06,1.8837818503445744e-07
naftatulu,5.426309135186227,8.100511142253076e-06,1.8837818503445744e-07
sõnavõtmine,5.426309135186227,8.100511142253076e-06,1.8837818503445744e-07
enamlik,5.426309135186227,8.100511142253076e-06,1.8837818503445744e-07
hughes,5.4249589291532905,4.860306685351846e-05,1.1313274146170506e-06
rahvuskonservatiivne,5.422262302123525,3.2402044569012305e-05,7.556293489584416e-07
