LEMMA,Votmesus,P-vaartus,Fookus suhteline sagedus,Referents suhteline sagedus
lisama,82.03541646595795,1.336698395898543e-19,0.00021061328969857997,0.0008323352526174162
infosõda,81.33783424575068,1.902492804203385e-19,0.00010530664484928998,1.7176280579265417e-06
riigireform,79.40080000226203,5.070557427758074e-19,0.00012150766713379614,3.246877930818626e-06
julgeolek,78.97994522292541,6.274364223129371e-19,0.00028351788997885765,3.866832654375846e-05
vandenõunarratiiv,77.29986601128314,1.4687599502552334e-18,4.860306685351846e-05,2.5399305847342577e-08
riigikogulane,76.65615245545334,2.034711917645232e-18,0.0001377086894183023,5.52434902179701e-06
eetikakoodeks,76.31897031259105,2.4135417902763127e-18,0.00010530664484928998,2.0922678191748447e-06
castro,76.13168023201582,2.6536566549225955e-18,0.00012150766713379614,3.633159040580294e-06
kodanik,75.69389398982852,3.312303171720906e-18,0.000534633735388703,0.00014549780693768133
allians,74.79335351328609,5.226536506414485e-18,5.6703577995771534e-05,9.63057013378406e-08
omavalitsus,74.24750411487639,6.891189225379742e-18,0.000534633735388703,0.00014771177976404136
ida-ukraina,73.35370790481254,1.0837836054136127e-17,0.00011340715599154307,3.1156481839406892e-06
lääneriik,72.85908988634033,1.392448011285913e-17,0.00015390971170280846,8.80403438933512e-06
nõuandev,72.75759507938203,1.4659299378484097e-17,0.00010530664484928998,2.407642533446015e-06
ratsionalist,72.60129444597601,1.5867496274834543e-17,6.480408913802461e-05,2.518764496528139e-07
poliitiline,72.56325782858264,1.6176285676658278e-17,0.00052653322424645,0.00014634233385710547
eestlane,72.20730011682072,1.9373773819070466e-17,0.0007209454916605238,0.00025004981624062583
pikamägi,72.10990798759764,2.035392305910709e-17,5.6703577995771534e-05,1.1747178954395941e-07
luukas,71.78268892600673,2.4025074016959484e-17,9.720613370703692e-05,1.8245168033674418e-06
seisukohalt,71.54516053024572,2.7098439818266572e-17,3.2402044569012305e-05,0.0
vooglaiduu,71.54516053024572,2.7098439818266572e-17,3.2402044569012305e-05,0.0
vabaduse,71.54516053024572,2.7098439818266572e-17,3.2402044569012305e-05,0.0
essees,71.54516053024572,2.7098439818266572e-17,3.2402044569012305e-05,0.0
põhiparadoks,71.54516053024572,2.7098439818266572e-17,3.2402044569012305e-05,0.0
niinimesi,71.54516053024572,2.7098439818266572e-17,3.2402044569012305e-05,0.0
vandenõue,71.54516053024572,2.7098439818266572e-17,3.2402044569012305e-05,0.0
schengeni,71.54516053024572,2.7098439818266572e-17,3.2402044569012305e-05,0.0
hoiuraha,71.54516053024572,2.7098439818266572e-17,3.2402044569012305e-05,0.0
kehtestatud,71.54516053024572,2.7098439818266572e-17,3.2402044569012305e-05,0.0
kapo,70.26817501608738,5.176613135779095e-17,0.0001377086894183023,6.7265828319045585e-06
kasutama,70.24745453668478,5.231273674916087e-17,0.0007047444693760176,0.0015403588942870658
kodakondsuspoliitika,70.17874365873914,5.416698434192727e-17,7.290460028027768e-05,5.429101624869475e-07
etendusasutus,70.02246753662148,5.863281663350737e-17,8.100511142253076e-05,9.037919664012733e-07
kihistumine,69.4988983618876,7.645720463102205e-17,8.910562256478383e-05,1.408603170117207e-06
hooaeg,69.29813815522941,8.464946074889258e-17,8.100511142253076e-06,0.0003185390444579851
lapsevanem,69.29727311326981,8.468659564664145e-17,0.0003726235125436415,7.998135580887147e-05
raha,67.70714300947043,1.8967513617562047e-16,0.0012312776936224676,0.0005811816248768413
mõeldud,66.94196402068346,2.7961890511381976e-16,4.050255571126538e-05,1.587456615458911e-08
pandud,66.94196402068346,2.7961890511381976e-16,4.050255571126538e-05,1.587456615458911e-08
klient,66.73218642632425,3.1101525232747897e-16,2.430153342675923e-05,0.00036011876643449517
partei,66.07620249617923,4.3382213502537393e-16,0.0003321209568323761,6.670916019922467e-05
maailm,65.8481002487836,4.870495898361114e-16,0.0014094889387520353,0.0007102799466724217
tuuletehnoloogia,65.75366542875119,5.109545376098631e-16,5.6703577995771534e-05,1.873198806241515e-07
demokraatia,65.49735339774959,5.819206201134916e-16,0.0002673168676943515,4.2766081220463064e-05
euros,65.35500992176016,6.255070738630984e-16,4.860306685351846e-05,7.408130872141585e-08
ebola,65.13532445834122,6.992727497264596e-16,8.910562256478383e-05,1.7250361887986832e-06
manifest,64.97381395828018,7.590001241360991e-16,0.00012150766713379614,5.348670489686224e-06
neoliberaalne,64.73159693339811,8.58274777546112e-16,8.100511142253076e-05,1.1831843307220417e-06
venelane,64.52342439564589,9.539151797698826e-16,0.00032402044569012305,6.5022222969197e-05
näide,64.46966821681396,9.802989364072172e-16,0.0002754173788366046,0.0008454709269581335
päev,63.64304972165178,1.4913422754356621e-15,0.0006723424248070054,0.001444152673563794
kiiev,62.44824877720533,2.7353893588727858e-15,0.00014580920056055536,1.0138556250730912e-05
ideoloogiline,62.39938473482227,2.8041082077855776e-15,0.00014580920056055536,1.0153372512475194e-05
toimunud,61.52120441760237,4.380006717550034e-15,5.6703577995771534e-05,2.5505136288373167e-07
kooseluseadus,61.26258078738297,4.9948370749977504e-15,0.00012960817827604922,7.436705091219845e-06
erinev,60.76027345337123,6.446581155239745e-15,0.0003807240236858946,0.0009910957304250516
giulietto,59.84740281851354,1.0250452863769462e-14,4.050255571126538e-05,3.492404554009604e-08
riigikontroll,58.97770326597156,1.594687771488915e-14,0.00012960817827604922,8.024064038939643e-06
piimatootja,58.493491969896226,2.0396452204767776e-14,8.910562256478383e-05,2.3515523996998003e-06
piontkovski,57.587176761565765,3.2332662522196757e-14,4.050255571126538e-05,4.444878523284951e-08
juhiluba,56.952437430524235,4.464805773569029e-14,0.00014580920056055536,1.1960956445277742e-05
nahk,56.319689379549814,6.15955217820244e-14,2.430153342675923e-05,0.00031466353370744474
liit,56.27236952208162,6.309588924844118e-14,0.0010449659373506469,0.0004975840428979544
võim,56.16427429848943,6.66618694403977e-14,0.00048603066853518455,0.00015355891163098168
puusepp,56.16055955614071,6.678793662435683e-14,0.00011340715599154307,5.907455218327761e-06
lisa,55.42327762651156,9.717883156521302e-14,0.00039692504597040073,0.0009802840925693661
charleroi,55.29179091075111,1.0390161086928433e-13,5.6703577995771534e-05,4.010973715059515e-07
jäänud,55.23666164883917,1.0685696954947563e-13,6.480408913802461e-05,7.598625665996654e-07
debat,54.79622481161095,1.3369734278852316e-13,3.2402044569012305e-05,1.0583044103059406e-08
rahastamine,54.41395478277013,1.6240547269960554e-13,0.00025111584540984537,4.614524720256993e-05
haavaja,54.15057942563037,1.8569911063156633e-13,3.2402044569012305e-05,1.1641348513365348e-08
toimuma,54.13614162844502,1.8706859797600037e-13,0.0003807240236858946,0.0009468935301198034
kirjutatud,54.030396283692696,1.9741191244595342e-13,4.860306685351846e-05,1.95786315906599e-07
suhtlemiskord,53.96699155734309,2.038861935163132e-13,4.860306685351846e-05,1.9684462031690495e-07
fukuyama,53.94267046089772,2.0642563456652138e-13,5.6703577995771534e-05,4.423712435078832e-07
euromaitan,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
gork,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
võimuvertikaall,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
humanitaarkonvoid,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
soolestikufloor,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
mittekangelane,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
mobiils,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
asunud,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
toornaft,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
põlevkiv,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
tegutsenud,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
kõhuelustik,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
kaitsetaht,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
kirikuel,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
luurekeel,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
kiidetud,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
kaitseks,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
kuubal,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
elatustane,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
kaubavidu,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
veeldatud,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
piinamisraport,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
vandenõuteemaline,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
isehävituv,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
vandenõuteema,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
castrole,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
vanamemme,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
appathurai,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
uis,53.6588703976843,2.385044017584521e-13,2.430153342675923e-05,0.0
the,53.48046614361004,2.611769133528015e-13,3.2402044569012305e-05,0.00032359456462601653
vandenõu,53.19917293720694,3.01385664615499e-13,0.00011340715599154307,6.608052737950293e-06
puupõld,51.163268115714246,8.499425007897134e-13,4.860306685351846e-05,2.4975984083220197e-07
riigikirik,51.09504234968058,8.800026472407899e-13,5.6703577995771534e-05,5.439684668972535e-07
kodu,51.0018512334924,9.227889548534327e-13,0.00025921635655209844,0.0007364888553936484
vanem,50.758115616207505,1.044796630599115e-12,0.0008019506030830546,0.00035576596039490685
sotsiaalliberalism,50.2964269421183,1.321900093477293e-12,3.2402044569012305e-05,2.0107783795812872e-08
seotud,49.522619433400564,1.9609768537519743e-12,0.00012150766713379614,0.0004920448776144131
aasta,49.463191331011956,2.021288231001116e-12,0.005670357799577154,0.004293452095040735
annekteerimine,48.931442278669266,2.650673268852285e-12,8.100511142253076e-05,2.661635591919441e-06
võistlus,48.924424462019,2.66017424313465e-12,8.100511142253076e-06,0.0002334989935678512
koolivalik,48.73276288578332,2.933252298279589e-12,4.860306685351846e-05,3.069082789887228e-07
reformierakond,48.65849505515273,3.0464585329282684e-12,0.0002673168676943515,5.856127454427923e-05
hotell,48.27361490115995,3.707068396675103e-12,1.6201022284506153e-05,0.00025648324875087564
lastetoetus,48.23748891305209,3.7759974566882636e-12,7.290460028027768e-05,1.8827235459342684e-06
vesi,47.88411810049391,4.5216960679323024e-12,0.00011340715599154307,0.00046815894707380803
sobima,47.66989345801966,5.0437815254311516e-12,0.00014580920056055536,0.0005259667088779494
punkt,47.419385551047625,5.7313082861975455e-12,0.00012150766713379614,0.0004806882129874201
sõitma,47.20893723922383,6.3808834449684705e-12,0.00016201022284506153,0.000551777695140901
luhanski,46.92268093029246,7.384317113644031e-12,3.2402044569012305e-05,3.174913230917822e-08
puusepa,46.889852101819585,7.509052233870707e-12,4.860306685351846e-05,3.587651950937139e-07
toetus,46.79302348512161,7.889376458798961e-12,0.0006156388468112338,0.00024973761643958556
e-residentsus,46.64449897142292,8.510555284849782e-12,8.100511142253076e-05,2.997118089986424e-06
elatisfond,46.43761046715519,9.458250958948295e-12,3.2402044569012305e-05,3.38657411297901e-08
chiesa,46.14746456965324,1.0967885990249731e-11,4.860306685351846e-05,3.820478921204446e-07
terminal,46.05953399556152,1.1471354029293433e-11,0.0001377086894183023,1.4517819900576894e-05
pannoo,45.13083026585697,1.8430096963244568e-11,5.6703577995771534e-05,8.39235397372611e-07
maksumaksja,45.07334086550611,1.8979159392340994e-11,0.00016201022284506153,2.213337843713844e-05
toode,44.99259005060142,1.9778143898308157e-11,0.00018631175627182076,0.0005802026932973083
lastekaitsetöötaja,44.94895366783797,2.0223824379983114e-11,7.290460028027768e-05,2.2732378733371604e-06
minut,44.944356283065744,2.027136120948504e-11,7.290460028027768e-05,0.00037420268152684664
senine,44.93539476804977,2.0364344726940418e-11,0.0003726235125436415,0.00011429264309540036
maidan,44.755128207773645,2.2328138728348023e-11,5.6703577995771534e-05,8.625180943993416e-07
mai,44.728963289787785,2.262851316970577e-11,1.6201022284506153e-05,0.00024112513514851583
tööjõud,44.5830250123285,2.4379626621271426e-11,0.0001701107339873146,2.5079697915430182e-05
leht,44.55781496336573,2.4695577575852765e-11,4.050255571126538e-05,0.0003024157767669741
eksamisüsteem,44.19608568364113,2.9707473293738384e-11,3.2402044569012305e-05,4.550708964315545e-08
ndatel,44.020402308564975,3.249708351818915e-11,3.2402044569012305e-05,4.656539405346139e-08
agressioon,43.462461342061914,4.3217075729582456e-11,8.910562256478383e-05,4.792002369865299e-06
km,43.16152055088996,5.04022435277392e-11,1.6201022284506153e-05,0.0002343117713549662
maksusüsteem,42.892276533146564,5.7838553278974315e-11,8.910562256478383e-05,4.9253487255638475e-06
demokraatlik,42.74324077508562,6.241718552485782e-11,0.00019441226741407383,3.5168513858876714e-05
immuniteet,42.438456236962665,7.294165443846851e-11,5.6703577995771534e-05,1.0212637559452326e-06
andestamine,42.36320564005437,7.580277558281014e-11,7.290460028027768e-05,2.63835289489271e-06
kibestunu,42.3246551859398,7.731175519533821e-11,4.050255571126538e-05,2.1483579529210596e-07
kirikukogu,42.316517271480876,7.763412111935687e-11,8.910562256478383e-05,5.063986603313926e-06
riigipidamine,42.27637029404694,7.924425716179624e-11,4.050255571126538e-05,2.158940997024119e-07
kaitsevõime,41.95604391553485,9.334840605867115e-11,8.910562256478383e-05,5.152884173779625e-06
keha,41.52628585155665,1.1629666166915231e-10,2.430153342675923e-05,0.00024906030161698974
balticu,41.38195234017306,1.2520803748938944e-10,3.2402044569012305e-05,6.561487343896832e-08
eelkool,41.18342061719069,1.3859314238683916e-10,7.290460028027768e-05,2.8246144711065556e-06
meeskond,41.13772307871219,1.4187158422330437e-10,5.6703577995771534e-05,0.0003217742810402903
kapital,41.023637070016726,1.5039923008310841e-10,0.00015390971170280846,2.2215926181142305e-05
neoliberalism,40.98694259998844,1.5324966802160002e-10,4.860306685351846e-05,5.915921653610208e-07
alkoreklaam,40.897851707348764,1.6039736096753575e-10,3.2402044569012305e-05,6.984809108019208e-08
siduma,40.36786531781829,2.1037292624201786e-10,0.00025921635655209844,6.52730411144395e-05
foto,40.33646886366273,2.1378093086522812e-10,3.2402044569012305e-05,0.0002637252258305992
kohvri,40.331391537067276,2.1433722996543946e-10,3.2402044569012305e-05,7.513961313172178e-08
tekitanud,39.616175457326335,3.091123767146979e-10,2.430153342675923e-05,1.0583044103059406e-08
marti,39.616175457326335,3.091123767146979e-10,2.430153342675923e-05,1.0583044103059406e-08
toompea,39.54294573485481,3.209236065401044e-10,0.0001377086894183023,1.8043031891305982e-05
rahvuslik,39.48235791493952,3.310366402648541e-10,0.00021061328969857997,4.486046564845852e-05
sotsiaal,39.20576998126677,3.8141140582349204e-10,0.00011340715599154307,1.1364072757865191e-05
valimisliit,38.78302688589721,4.736283333708735e-10,0.00011340715599154307,1.1556684160540872e-05
koht,38.71475838683352,4.904864036819974e-10,0.0006561414025224992,0.0012198302375377055
reform,38.67236506959449,5.012559276643796e-10,0.00018631175627182076,3.583101241972823e-05
rahvusliberaalne,38.64993300564157,5.070499808143668e-10,2.430153342675923e-05,1.2699652923671288e-08
paraku,38.612562483449906,5.168518219616236e-10,0.00034832197911688226,0.00011318036516016882
ükskõiksus,38.591248461268606,5.225269544496535e-10,8.100511142253076e-05,4.573991661342276e-06
kasutaja,38.34408159317418,5.930768448482331e-10,4.050255571126538e-05,0.00027311979408088503
pärnu,38.233437478727765,6.276757717244809e-10,3.2402044569012305e-05,0.0002539877669513742
koolipiirkond,38.22939000035175,6.289790540061204e-10,3.2402044569012305e-05,9.842231015845247e-08
artikkel,38.130913422768714,6.615369133881585e-10,0.00015390971170280846,0.0004850283193740847
maksukoormus,38.02903548659722,6.96996201141856e-10,7.290460028027768e-05,3.3929239394408458e-06
singapur,37.88873800900329,7.489634333876746e-10,0.00010530664484928998,9.905729280463605e-06
meeldima,37.86636111467143,7.576034772556142e-10,0.00016201022284506153,0.0004969935090370037
kibestumine,37.83307459509085,7.706408659994242e-10,5.6703577995771534e-05,1.4308275627336317e-06
pühendatud,37.818553527462235,7.763985035006959e-10,2.430153342675923e-05,1.481626174428317e-08
palk,37.79242749680456,7.868662057198247e-10,0.0003807240236858946,0.00013278227944785544
salasepitsus,37.69596111448421,8.267556273629086e-10,4.050255571126538e-05,3.439489333494307e-07
ndate,37.541746224129476,8.947725290505464e-10,4.860306685351846e-05,7.926700033191495e-07
irl,37.13185050631502,1.1040556951118145e-09,0.00015390971170280846,2.5074406393378653e-05
lääne-ukraina,37.05154228201729,1.150475468890438e-09,4.050255571126538e-05,3.672316303761614e-07
masin,36.95947519710468,1.2061014453643052e-09,8.100511142253076e-06,0.000183063380285901
klubi,36.87775720678873,1.2577265922861403e-09,2.430153342675923e-05,0.00022809423294441877
patriood,36.75494858042378,1.339501712102213e-09,2.430153342675923e-05,1.799117497520099e-08
sotsiaalsüsteem,36.65841270067505,1.4075028830907917e-09,5.6703577995771534e-05,1.5599407007909565e-06
sanktsioon,36.58859409050304,1.4588282321167006e-09,0.00015390971170280846,2.5507252897193782e-05
mängija,36.44098935978905,1.5735891015802765e-09,2.430153342675923e-05,0.00022611308708832606
teave,36.21029227108954,1.771325855204102e-09,1.6201022284506153e-05,0.00020390351073364558
paviljon,36.158494331195335,1.8190385088012856e-09,8.100511142253076e-05,5.206857698705228e-06
liitlane,36.13369412153113,1.8423362083585363e-09,0.00015390971170280846,2.5876601136390555e-05
vaesus,36.09882653218604,1.875597578445957e-09,0.00015390971170280846,2.5905175355468813e-05
sots,36.02665572874889,1.9463664751979392e-09,0.00015390971170280846,2.5964440402445947e-05
idanaaber,35.9163930348844,2.0596848026592e-09,7.290460028027768e-05,3.8395284005899525e-06
ideoloogia,35.821040859077776,2.162992659213267e-09,0.00012150766713379614,1.5363405124411342e-05
naturalisatsioon,35.8020784488545,2.1841476253226065e-09,4.050255571126538e-05,4.1697193766054064e-07
kamalu,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
asumiselt,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
vandenõudiskursus,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
neljale-viie,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
iibe,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
palgavaes,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
õndis,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
kiirkord,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
kaunine,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
suurenenud,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
leones,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
sõjaväestatud,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
sotsiopoliitiitiline,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
valgustusaja,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
hallama,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
spetsnazi,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
meditsiinitehnoloogiline,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
uuritud,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
vandenõuromaan,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
küsigema,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
mbn,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
okase,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
pimevaim,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
tsiviilkaits,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
tsiviilkohtumetlus,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
mašenka,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
pannool,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
sisserännanud,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
piimasoovija,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
laureaade,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
lõksus,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
ärgake,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
esilekererkimine,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
pehmod,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
kingima,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
debatis,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
riigipäis,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
usa-kuupa,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
kaasaelaeg,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
ujul,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
soolemikroop,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
parado,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
peapõhju,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
kelgima,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
kuhjas,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
castrot,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
kangelasetüüp,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
koodma,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
džihaat,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
tipptehnoloogiafirma,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
pakas,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
seadustatud,35.77258026512286,2.217469162797419e-09,1.6201022284506153e-05,0.0
